time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/fps,time/iterations,train/loss,train/clip_fraction,train/entropy_loss,train/n_updates,train/explained_variance,train/policy_gradient_loss,train/approx_kl,train/learning_rate,train/clip_range,train/value_loss
2227,210.1,-1351.06,311296,139,152,453.896484375,9.765625e-05,-0.1496308161644265,1510,0.9449960589408875,-0.0004793822277861182,0.00027537055,0.0003,0.2,1403.5742455482482
2247,210.67,-1358.09,313344,139,153,391.14202880859375,0.00166015625,-0.13643324067816137,1520,0.9519698023796082,-0.000431511492934078,0.00037509177,0.0003,0.2,1204.890161895752
2269,211.48,-1368.73,315392,138,154,260.6868591308594,4.8828125e-05,-0.13585209036245943,1530,0.9592333436012268,-0.00033471261995146053,0.0002149991,0.0003,0.2,1002.9940194129944
2295,211.71,-1374.57,317440,138,155,643.9088745117188,0.006005859375,-0.13379354563076049,1540,0.9511813521385193,-0.0011419035403378076,0.000639942,0.0003,0.2,1289.3283332824708
2349,211.39,-1366.89,319488,135,156,347.7981872558594,0.0,-0.13814317353535444,1550,0.9526206851005554,-0.00010606744835968129,4.8003458e-05,0.0003,0.2,1170.5397336006165
2378,210.28,-1345.7,321536,135,157,178.61972045898438,0.00087890625,-0.12804136120248585,1560,0.9677782654762268,-0.0003396244181203656,0.0002483666,0.0003,0.2,842.651007938385
2401,210.23,-1344.25,323584,134,158,397.08721923828125,0.00205078125,-0.1326815532054752,1570,0.9646612405776978,-0.00028880056634079666,0.000341165,0.0003,0.2,808.5611281871795
2440,210.09,-1341.77,325632,133,159,779.3602905273438,0.003466796875,-0.14063752016518266,1580,0.9635509252548218,-0.000367508307681419,0.00042330264,0.0003,0.2,1001.417518043518
2467,209.56,-1332.6,327680,132,160,378.5804443359375,0.0,-0.14150642803870142,1590,0.9560182094573975,-0.00011322663922328502,2.729062e-05,0.0003,0.2,999.5894252300262
2496,209.13,-1321.74,329728,132,161,735.686767578125,0.0,-0.14210108111146838,1600,0.9631991386413574,-0.00010994226540788077,2.2903303e-05,0.0003,0.2,913.4788188934326
2520,208.73,-1314.26,331776,131,162,700.8963012695312,0.00517578125,-0.13256544708274304,1610,0.9615376591682434,-0.0011181268586369698,0.00061746576,0.0003,0.2,862.121144914627
2544,208.64,-1315.42,333824,131,163,316.29693603515625,0.0,-0.13375910562463106,1620,0.9596788883209229,-0.00026805909656104634,0.0002359718,0.0003,0.2,915.6755016326904
2567,207.65,-1299.85,335872,130,164,263.84014892578125,0.0,-0.13190061645582318,1630,0.961597740650177,-0.00019568615425669122,0.00012660403,0.0003,0.2,855.3466976165771
2601,206.53,-1283.82,337920,129,165,221.78749084472656,0.003125,-0.13399157631210984,1640,0.9638254642486572,-0.0004333498261985369,0.00043168705,0.0003,0.2,822.5540977954864
2627,205.95,-1275.58,339968,129,166,493.15545654296875,0.0041015625,-0.13088405693415553,1650,0.9586240649223328,-0.0011102046621090267,0.00084459566,0.0003,0.2,851.7804302215576
2650,206.19,-1281.22,342016,129,167,328.3374938964844,0.0021484375,-0.13651759745553135,1660,0.9726736545562744,-0.0004584691509080585,0.00036140112,0.0003,0.2,733.564365530014
2672,206.43,-1286.09,344064,128,168,137.21058654785156,0.0,-0.1347337811253965,1670,0.9694093465805054,-8.033401209104341e-05,8.707389e-06,0.0003,0.2,691.6921785354614
2695,206.24,-1281.44,346112,128,169,275.8574523925781,0.0,-0.13137436162214727,1680,0.969483494758606,-0.0003453623547102325,0.00011007237,0.0003,0.2,722.0379289627075
2719,206.38,-1285.73,348160,128,170,346.6103820800781,0.0,-0.12720608843956144,1690,0.9669891595840454,-0.00019979339267592878,6.796312e-05,0.0003,0.2,765.7224437713624
2744,206.36,-1289.99,350208,127,171,205.27749633789062,0.005615234375,-0.12190609460230917,1700,0.9649519920349121,-0.0010053720012365374,0.00074844883,0.0003,0.2,758.2287678718567
2765,206.15,-1284.86,352256,127,172,532.1008911132812,0.0,-0.11831586412154138,1710,0.9403637647628784,-0.00012418601618264803,9.101953e-05,0.0003,0.2,1285.7756588935852
2790,205.56,-1276.39,354304,126,173,163.66404724121094,0.00283203125,-0.11740363466087729,1720,0.971783459186554,-0.0008239132846938446,0.0006489391,0.0003,0.2,600.4453078746795
2817,205.36,-1272.26,356352,126,174,254.5473175048828,0.0,-0.10802702789660543,1730,0.9707201719284058,-0.000253972318751039,0.000117795906,0.0003,0.2,738.5300408840179
2844,206.24,-1285.4,358400,125,175,205.59274291992188,0.0,-0.1071255807299167,1740,0.9648711085319519,-3.81765428755898e-05,7.0015262e-06,0.0003,0.2,749.5122481346131
2870,206.39,-1288.83,360448,125,176,148.6383819580078,0.0,-0.1071842655306682,1750,0.9751256108283997,-5.866942374268547e-05,9.668802e-06,0.0003,0.2,547.7208145141601
2896,206.69,-1294.2,362496,125,177,223.1617431640625,0.0,-0.10793855939991773,1760,0.9748139381408691,-0.0002120001496223267,2.900685e-05,0.0003,0.2,592.8265083312988
2926,206.32,-1285.76,364544,124,178,192.04290771484375,0.0,-0.10500758502166718,1770,0.9682024717330933,-0.00016721308493288233,3.320534e-05,0.0003,0.2,796.1950966835022
2975,206.34,-1288.74,366592,123,179,134.42442321777344,0.0,-0.10338916704058647,1780,0.97820645570755,-0.00026473591424291953,6.5027096e-05,0.0003,0.2,481.31215381622314
3021,206.64,-1292.52,368640,122,180,474.259521484375,0.0,-0.10300387777388095,1790,0.9632301926612854,-1.6487685206811876e-05,1.6037584e-06,0.0003,0.2,867.3554678916931
3066,206.65,-1288.7,370688,120,181,348.9909973144531,0.0,-0.10067948421929032,1800,0.970521092414856,-0.00017279038365813904,5.0217568e-05,0.0003,0.2,725.2852638244628
3125,206.77,-1296.34,372736,119,182,279.3865966796875,0.0,-0.09980416793841869,1810,0.979626476764679,-0.0001424441783456132,1.9159932e-05,0.0003,0.2,530.5950605869293
3160,206.34,-1293.71,374784,118,183,347.2177429199219,0.0,-0.10009610258275643,1820,0.9635807275772095,-0.0002503060080925934,3.0504581e-05,0.0003,0.2,752.9396565437316
3192,206.77,-1300.03,376832,118,184,316.40460205078125,0.0,-0.09490631109802053,1830,0.9730262160301208,-0.0002672319853445515,2.899162e-05,0.0003,0.2,662.6788152694702
3223,206.14,-1292.03,378880,117,185,221.84326171875,0.0,-0.09887237001676112,1840,0.9711490869522095,-0.00025054010329768063,7.155574e-05,0.0003,0.2,599.3474467754364
3250,206.64,-1299.43,380928,117,186,214.73899841308594,0.0,-0.09588278095470741,1850,0.961027204990387,-0.0003672548511531204,9.2494614e-05,0.0003,0.2,906.1609172821045
3277,205.65,-1281.89,382976,116,187,251.94375610351562,0.0,-0.09736663276562467,1860,0.957415759563446,-7.101991104718763e-05,2.1445936e-05,0.0003,0.2,759.4394447326661
3311,205.48,-1282.2,385024,116,188,289.4208068847656,0.0,-0.09330183059209958,1870,0.9685076475143433,-0.00026350636690040117,5.389162e-05,0.0003,0.2,646.8696146011353
3347,204.63,-1267.49,387072,115,189,186.06982421875,0.0,-0.0944051573285833,1880,0.971587598323822,-7.834639509383124e-05,2.531813e-05,0.0003,0.2,684.9728820323944
3377,204.26,-1261.14,389120,115,190,231.93661499023438,0.0,-0.0886425924487412,1890,0.9741406440734863,-0.0003065592834900599,3.2243493e-05,0.0003,0.2,660.6093621730804
3406,203.87,-1255.43,391168,114,191,233.2096405029297,0.0,-0.09071903285803273,1900,0.9734750390052795,-0.00010400326536910142,1.3846633e-05,0.0003,0.2,526.206856060028
3437,204.34,-1261.55,393216,114,192,300.6483459472656,0.0,-0.09436422678409144,1910,0.9636021256446838,-0.0002830116714903852,3.7575173e-05,0.0003,0.2,704.8063579082489
3465,204.92,-1268.16,395264,114,193,195.83505249023438,0.0,-0.09267620566533878,1920,0.9781266450881958,-0.0002582494569651317,4.3187334e-05,0.0003,0.2,509.05567388534547
3498,204.58,-1263.9,397312,113,194,226.80526733398438,0.0,-0.09340612513478845,1930,0.9764995574951172,-6.60761033941526e-05,8.349512e-06,0.0003,0.2,458.60470018386843
3528,204.02,-1253.19,399360,113,195,417.24957275390625,0.0,-0.09102984839119017,1940,0.9699060320854187,-0.00016614961677987594,1.8152226e-05,0.0003,0.2,751.3380656242371
3559,203.96,-1254.76,401408,112,196,178.1217041015625,0.0,-0.09388864687643945,1950,0.9814010858535767,-9.607433748897165e-05,2.3759249e-05,0.0003,0.2,421.06216101646424
3589,203.84,-1252.99,403456,112,197,203.60870361328125,0.0,-0.09814049854176118,1960,0.9717926383018494,-5.9432340640341864e-05,1.6088747e-05,0.0003,0.2,653.5731100082397
3622,203.84,-1255.29,405504,111,198,176.88058471679688,0.0,-0.09523543834220619,1970,0.9789486527442932,-0.00010878724824578967,2.1667292e-05,0.0003,0.2,520.6696679592133
3654,204.32,-1265.03,407552,111,199,364.34149169921875,0.0,-0.09567449341993779,1980,0.9708095788955688,-0.00012044739050907083,1.7432321e-05,0.0003,0.2,659.5419014930725
3686,204.35,-1266.52,409600,111,200,138.44952392578125,0.0,-0.09675471681402996,1990,0.9677783250808716,-6.897166094859131e-05,5.932145e-06,0.0003,0.2,807.3821504592895
3718,203.69,-1255.67,411648,110,201,210.14999389648438,0.0,-0.09402823213022202,2000,0.9689447283744812,-8.559666748624295e-05,1.1322744e-05,0.0003,0.2,619.3910937786102
3749,203.61,-1254.42,413696,110,202,131.46441650390625,0.0,-0.09367758178850635,2010,0.9727058410644531,-0.00038702760393789505,9.297091e-05,0.0003,0.2,566.8311514377594
3773,203.95,-1261.23,415744,110,203,189.45091247558594,0.0,-0.09150246609933674,2020,0.9759389162063599,-3.1132972799241544e-05,4.566139e-06,0.0003,0.2,581.1552533149719
3796,204.07,-1265.26,417792,110,204,450.6177978515625,0.0,-0.09654632200254128,2030,0.964226245880127,-0.00014660106462542898,1.6934271e-05,0.0003,0.2,756.6274824142456
3820,204.43,-1272.81,419840,109,205,242.55528259277344,0.0,-0.09087565267691389,2040,0.9604291319847107,-0.00039659130488871596,6.139701e-05,0.0003,0.2,857.6481127738953
3844,203.9,-1265.17,421888,109,206,317.2110900878906,0.0,-0.09415522244526073,2050,0.9735962748527527,-2.737689355853945e-05,1.9929507e-06,0.0003,0.2,664.8318522453308
3868,203.75,-1263.15,423936,109,207,101.00337982177734,0.0,-0.09367419257760048,2060,0.9781844615936279,-0.0006690499438263941,0.00015831209,0.0003,0.2,526.6585470199585
3891,204.46,-1274.72,425984,109,208,240.08741760253906,0.0,-0.09253035222645849,2070,0.9717373847961426,-8.792118896963074e-05,8.668577e-06,0.0003,0.2,567.6778151035309
3915,204.53,-1274.6,428032,109,209,179.75794982910156,0.0,-0.09474129669833928,2080,0.9721779227256775,-0.0001248454394954024,1.601649e-05,0.0003,0.2,751.8615104675293
3939,204.95,-1282.2,430080,109,210,176.8111114501953,0.0,-0.08938073980389163,2090,0.9775124788284302,-0.00030722625378984956,8.559272e-05,0.0003,0.2,569.3131191253663
3964,205.14,-1285.48,432128,109,211,484.50079345703125,0.0,-0.09035011691739783,2100,0.9666533470153809,-0.00015159526374191045,2.0466185e-05,0.0003,0.2,771.3582830905914
3989,205.0,-1288.21,434176,108,212,287.37298583984375,0.0,-0.08864724185550585,2110,0.9709873795509338,-0.00011275296019448433,2.104891e-05,0.0003,0.2,656.2752608299255
4013,205.01,-1287.15,436224,108,213,365.515625,0.0,-0.08937611200381071,2120,0.9723455309867859,-8.184966827684548e-05,6.856822e-06,0.0003,0.2,703.7813426494598
4037,205.27,-1291.55,438272,108,214,123.62943267822266,0.0,-0.08882619771175086,2130,0.9701477885246277,-9.760672328411602e-05,2.2298625e-05,0.0003,0.2,696.5826280593872
4064,205.65,-1297.99,440320,108,215,234.8714599609375,0.0,-0.09221793124452234,2140,0.978173017501831,-2.1688917331630365e-05,4.952656e-06,0.0003,0.2,586.4580466747284
4114,205.66,-1298.47,442368,107,216,448.5970764160156,0.0,-0.09244029761757702,2150,0.9673796892166138,-0.00027153835835633797,6.156713e-05,0.0003,0.2,693.7690814018249
4172,206.93,-1320.81,444416,106,217,324.07611083984375,0.0,-0.0909265389898792,2160,0.9667367339134216,-9.210695643560029e-05,9.3090375e-06,0.0003,0.2,705.5843421936036
4225,207.03,-1322.47,446464,105,218,256.6950988769531,0.0,-0.08925167440902441,2170,0.9653431177139282,-0.0002567577575973701,4.514995e-05,0.0003,0.2,729.0771200180054
4264,207.06,-1324.22,448512,105,219,263.4867858886719,0.0,-0.09161202671239152,2180,0.9641978144645691,-0.0003175924197421409,6.418253e-05,0.0003,0.2,947.1993353843689
4296,206.62,-1315.34,450560,104,220,287.1536560058594,0.0,-0.09290228207828477,2190,0.9706520438194275,-0.00016298095615638886,1.11995305e-05,0.0003,0.2,653.828441619873
4319,206.77,-1322.82,452608,104,221,300.2269287109375,0.0,-0.08871093472698703,2200,0.9743240475654602,-0.0005549013090785593,0.000142698,0.0003,0.2,560.6239132404328
4346,207.43,-1331.89,454656,104,222,176.17791748046875,0.0,-0.09637242923490703,2210,0.963718593120575,-0.0010540077062614727,0.00019974087,0.0003,0.2,826.8783339500427
4370,206.5,-1316.6,456704,104,223,387.63275146484375,0.0,-0.09638191715348512,2220,0.9658551216125488,-0.00020386003016028553,4.9354698e-05,0.0003,0.2,779.6641788482666
4395,206.21,-1311.92,458752,104,224,395.9010009765625,0.0,-0.09517890966963023,2230,0.973366379737854,-9.066249913303181e-06,9.3031986e-07,0.0003,0.2,627.1052424907684
4419,206.21,-1312.87,460800,104,225,525.51025390625,0.0,-0.09868234567111359,2240,0.9518452882766724,-0.00037772912401123904,9.137964e-05,0.0003,0.2,800.2921644687652
4443,206.1,-1310.6,462848,104,226,361.4260559082031,0.0,-0.1017152427113615,2250,0.9585791826248169,-0.00021256887339404784,3.924024e-05,0.0003,0.2,790.4901466846466
4470,204.56,-1283.58,464896,103,227,177.2362518310547,0.0,-0.09575199391692876,2260,0.9799690246582031,-0.00033277845359407364,6.998853e-05,0.0003,0.2,451.84384088516236
4496,203.81,-1272.63,466944,103,228,124.1460189819336,0.0,-0.09623974367277696,2270,0.9824352264404297,-0.00029234320754767396,7.297269e-05,0.0003,0.2,432.51875591278076
4521,203.28,-1262.89,468992,103,229,193.0723876953125,0.0,-0.09622999234125018,2280,0.9668976068496704,-0.0004743414385302458,6.805417e-05,0.0003,0.2,711.1002883911133
4548,203.92,-1274.28,471040,103,230,245.77899169921875,0.0,-0.09396420492557808,2290,0.9690264463424683,-2.7577951550483702e-05,4.317777e-06,0.0003,0.2,752.4892881393432
4574,203.74,-1269.5,473088,103,231,382.7734680175781,0.0,-0.09812088744947686,2300,0.970267653465271,-0.00027121907187392934,6.054308e-05,0.0003,0.2,642.0804662466049
4601,203.43,-1263.85,475136,103,232,220.7309112548828,0.0,-0.09496065081330016,2310,0.9810346364974976,-0.00019622951549536083,3.7558206e-05,0.0003,0.2,497.62049160003664
4628,203.68,-1268.23,477184,103,233,275.3985290527344,0.0,-0.09409173850435763,2320,0.970515787601471,-0.00015226864998112432,2.235661e-05,0.0003,0.2,669.0292725563049
4652,203.65,-1269.3,479232,103,234,275.21929931640625,0.0,-0.0920843162224628,2330,0.9753475189208984,-0.00022757091574021615,2.757621e-05,0.0003,0.2,564.2783296585083
4680,203.31,-1264.27,481280,102,235,237.58901977539062,0.0,-0.09424647951964289,2340,0.9771620631217957,-0.00012071035926055628,3.5951663e-05,0.0003,0.2,458.6450395107269
4706,202.95,-1258.7,483328,102,236,282.63519287109375,0.0,-0.09145774292992429,2350,0.9671876430511475,-0.0004769298669998534,9.009032e-05,0.0003,0.2,690.9521727561951
4732,202.66,-1254.65,485376,102,237,518.65869140625,0.0,-0.08630546235945076,2360,0.9682737588882446,-7.009735199972055e-05,9.033249e-06,0.0003,0.2,754.1697534561157
4761,202.33,-1247.63,487424,102,238,207.0608367919922,0.0,-0.08981304879998789,2370,0.9767540097236633,-0.00015293715259758755,1.9360508e-05,0.0003,0.2,479.63874516487124
4787,202.44,-1250.94,489472,102,239,222.97157287597656,0.0,-0.09017667735461146,2380,0.9735007882118225,-0.00023936859361128882,4.401334e-05,0.0003,0.2,615.9098019599915
4814,202.0,-1244.8,491520,102,240,285.814208984375,0.0,-0.08390709385275841,2390,0.9698461294174194,-0.0008440372013865272,0.0002182977,0.0003,0.2,544.0553529262543
4841,201.34,-1234.33,493568,101,241,188.5831756591797,0.0,-0.08118057548999787,2400,0.9691444039344788,-0.0004948603092998383,9.330709e-05,0.0003,0.2,667.7924167156219
4869,201.38,-1234.3,495616,101,242,355.29095458984375,0.0,-0.07531174261821434,2410,0.9709228277206421,-9.744644266902469e-05,1.0261489e-05,0.0003,0.2,574.86842918396
4896,201.81,-1241.45,497664,101,243,352.5427551269531,0.0,-0.07925494697410614,2420,0.9782282710075378,-0.00019761378607654478,4.9976996e-05,0.0003,0.2,535.2013779640198
4922,201.52,-1235.12,499712,101,244,197.37098693847656,0.0,-0.08068575605284423,2430,0.9613748788833618,-3.2586242014076562e-06,1.5485305e-06,0.0003,0.2,816.6526054382324
4954,201.01,-1223.93,501760,101,245,218.2682342529297,0.0,-0.07912209309870377,2440,0.9720043540000916,-0.000139064322138438,1.6628248e-05,0.0003,0.2,563.6543730735779
4981,201.34,-1227.44,503808,101,246,247.12814331054688,0.0,-0.0739400198101066,2450,0.9757823944091797,-5.779195489594713e-05,9.025158e-06,0.0003,0.2,628.2525133132934
5009,201.33,-1227.34,505856,100,247,223.5814208984375,0.0,-0.07612579995766282,2460,0.9786980748176575,-8.603037204011344e-05,1.5377376e-05,0.0003,0.2,458.27590441703796
5036,201.47,-1230.93,507904,100,248,149.5773468017578,0.0,-0.07357668692711741,2470,0.9758898615837097,-0.0005022540019126609,0.00011326794,0.0003,0.2,503.973433637619
5065,201.73,-1236.62,509952,100,249,263.5360412597656,0.0,-0.07838061522925273,2480,0.9749758243560791,-4.632078853319399e-05,8.7684675e-06,0.0003,0.2,570.6708570957184
5094,202.81,-1253.92,512000,100,250,145.19224548339844,0.0,-0.07904148120433092,2490,0.9654058218002319,-4.509611117100576e-05,5.1163415e-06,0.0003,0.2,604.4765610694885
5121,203.08,-1259.54,514048,100,251,120.52531433105469,0.0,-0.079730130196549,2500,0.968450129032135,-0.0001500415994087234,1.218782e-05,0.0003,0.2,567.7592730283737
5149,202.88,-1259.79,516096,100,252,332.88848876953125,0.0,-0.0772208617767319,2510,0.9746227860450745,-9.2704009875888e-05,1.767863e-05,0.0003,0.2,482.8819491863251
5179,202.42,-1250.47,518144,100,253,423.0300598144531,0.0,-0.08043085155077279,2520,0.9632529616355896,-0.0003127211290120613,3.0412913e-05,0.0003,0.2,722.5486731052399
5207,203.17,-1263.14,520192,99,254,230.59951782226562,0.0,-0.07878547788131982,2530,0.9703685641288757,-9.410405182279647e-05,6.095213e-06,0.0003,0.2,618.7489370822907
5239,203.68,-1274.5,522240,99,255,174.6205291748047,0.0,-0.07730535907903686,2540,0.971440851688385,-7.08372095687082e-05,8.97896e-06,0.0003,0.2,736.8244547367096
5307,203.63,-1275.77,524288,98,256,260.9541320800781,0.0,-0.07705703709507361,2550,0.9723073244094849,-9.369039835291915e-05,1.1041179e-05,0.0003,0.2,630.4567856788635
5403,204.34,-1287.21,526336,97,257,388.3227233886719,0.0,-0.07851264771306887,2560,0.960622251033783,-0.00018961772257171107,1.9116678e-05,0.0003,0.2,674.4214676380158
5510,203.76,-1276.77,528384,95,258,418.9690856933594,0.0,-0.07691649574553594,2570,0.9647489786148071,-2.479068425600417e-05,1.047534e-05,0.0003,0.2,853.9686745643615
5614,203.87,-1277.41,530432,94,259,254.53448486328125,0.0,-0.07531634320039302,2580,0.9665898680686951,-2.6291380345355718e-05,4.0211e-06,0.0003,0.2,589.3314554214478
5706,203.41,-1269.7,532480,93,260,488.9022521972656,0.0,-0.08410571366548539,2590,0.9536468386650085,-7.931054824439343e-05,1.0778181e-05,0.0003,0.2,948.6074043750763
5816,202.81,-1260.39,534528,91,261,620.9697875976562,0.0,-0.07844688944751396,2600,0.9509140253067017,-0.00015607518289471046,1.9302872e-05,0.0003,0.2,953.2222988128663
5915,202.54,-1253.77,536576,90,262,165.2961883544922,0.0,-0.07096063040662556,2610,0.9614647626876831,-1.2590774349519052e-05,4.6525456e-06,0.0003,0.2,578.8647832393647
6015,202.07,-1244.91,538624,89,263,228.05491638183594,0.0,-0.07827254316071049,2620,0.9738466143608093,-2.2608020663028584e-05,5.3570498e-06,0.0003,0.2,593.2007576942444
6116,202.12,-1245.92,540672,88,264,203.87869262695312,0.0,-0.07832088433206082,2630,0.9705693125724792,-2.606082089187112e-05,1.4971979e-06,0.0003,0.2,693.6999631404876
6212,202.41,-1251.98,542720,87,265,291.90252685546875,0.0,-0.07564482392044738,2640,0.9708240032196045,-0.00035269679756311234,6.4153035e-05,0.0003,0.2,677.0811666965485
6309,203.32,-1267.86,544768,86,266,142.23451232910156,0.0,-0.08518218318931758,2650,0.9570436477661133,-0.0004380082915304229,8.1409824e-05,0.0003,0.2,785.6539027214051
6401,203.36,-1270.48,546816,85,267,532.515380859375,0.0,-0.08316091919550672,2660,0.9361787438392639,-9.574717842042446e-05,7.4898135e-06,0.0003,0.2,1222.7209812164306
6493,203.9,-1278.95,548864,84,268,260.8434143066406,0.0,-0.08011772078461946,2670,0.958623468875885,-0.00012296667191549204,3.0912088e-05,0.0003,0.2,634.6308796405792
6593,203.12,-1264.81,550912,83,269,161.79660034179688,0.0,-0.07764773771632463,2680,0.9709781408309937,-0.00015164930009632372,2.1305283e-05,0.0003,0.2,580.4868515491486
6685,202.92,-1260.45,552960,82,270,245.95155334472656,0.0,-0.07661703857593238,2690,0.9650636315345764,-9.493032921454869e-05,1.536867e-05,0.0003,0.2,759.7142421722413
6789,204.01,-1281.73,555008,81,271,173.8153076171875,0.0,-0.07525327032199129,2700,0.9701040387153625,-0.00020216277771396564,2.4483306e-05,0.0003,0.2,523.0014563083648
6892,204.31,-1286.52,557056,80,272,293.2489318847656,0.0,-0.07916542153107002,2710,0.9661795496940613,-5.7313561046612446e-05,1.174034e-05,0.0003,0.2,797.245419883728
7005,204.4,-1286.42,559104,79,273,174.36834716796875,0.0,-0.07833070537308232,2720,0.9758138656616211,-0.00017515532963443547,4.5642693e-05,0.0003,0.2,531.0079748392105
7091,204.81,-1296.4,561152,79,274,169.0734100341797,0.0,-0.0752809852710925,2730,0.9786242842674255,-0.0002681722224224359,5.1191113e-05,0.0003,0.2,509.184143781662
7194,203.87,-1279.31,563200,78,275,472.99072265625,0.0,-0.08045932087115944,2740,0.9606946706771851,-2.324171036889311e-05,2.971519e-06,0.0003,0.2,957.8473520755767
7285,202.93,-1261.36,565248,77,276,157.47366333007812,0.0,-0.07792087090201676,2750,0.9672286510467529,-5.527249013539404e-05,7.95529e-06,0.0003,0.2,736.5730105400086
7376,203.24,-1268.28,567296,76,277,147.24937438964844,0.0,-0.07805682803736999,2760,0.9746881723403931,-0.00030383746161533054,7.266886e-05,0.0003,0.2,491.14647941589357
7467,204.25,-1286.37,569344,76,278,361.1326904296875,0.0,-0.07593951128656044,2770,0.9639793634414673,-0.00039068092009983955,4.2960888e-05,0.0003,0.2,625.1247621536255
7551,204.4,-1287.88,571392,75,279,204.22486877441406,0.0,-0.08104438320733606,2780,0.9749069809913635,-8.211111853597685e-05,1.4425919e-05,0.0003,0.2,606.7928560256958
7643,205.19,-1303.02,573440,75,280,379.3008117675781,0.0,-0.07575517664663493,2790,0.9715672731399536,-0.0001179079834400909,1.5902257e-05,0.0003,0.2,810.1196845531464
7734,205.13,-1299.31,575488,74,281,294.0851135253906,0.000146484375,-0.07817741241306067,2800,0.9717181324958801,-0.0002716342474741396,9.010959e-05,0.0003,0.2,638.1524865627289
7834,204.86,-1295.11,577536,73,282,334.67724609375,0.0,-0.07879447696032002,2810,0.9726544618606567,-0.00013652487177751027,3.9739032e-05,0.0003,0.2,670.8400881290436
7943,205.35,-1305.07,579584,72,283,309.43109130859375,0.0,-0.08166022857185454,2820,0.9647913575172424,-0.00036179564631311223,8.386432e-05,0.0003,0.2,770.1340744018555
8051,204.8,-1292.15,581632,72,284,187.74267578125,9.765625e-05,-0.08803381795296446,2830,0.9746590256690979,-0.0002987919760926161,0.00010456855,0.0003,0.2,561.5410067558289
8160,205.54,-1304.08,583680,71,285,198.98135375976562,0.0,-0.09019138871226459,2840,0.9684314727783203,-5.153866368345916e-05,1.4076241e-05,0.0003,0.2,777.7415331363678
8270,205.81,-1308.03,585728,70,286,419.1441650390625,0.0,-0.08601496194023639,2850,0.9738022089004517,-0.00020261499739717692,0.00011787019,0.0003,0.2,661.3973854064941
8374,205.59,-1304.88,587776,70,287,233.02743530273438,0.0,-0.08165430919034407,2860,0.97401362657547,-6.749222957296297e-05,1.45656495e-05,0.0003,0.2,542.5874048709869
8499,204.48,-1283.09,589824,69,288,494.74249267578125,0.0,-0.08663446422433481,2870,0.9718315005302429,-5.679222012986429e-05,1.05685485e-05,0.0003,0.2,670.420342874527
8616,204.25,-1279.6,591872,68,289,169.48846435546875,0.0,-0.07958188786869869,2880,0.9701269268989563,-6.733694717695471e-05,2.1039006e-05,0.0003,0.2,565.1613953113556
8734,203.59,-1266.37,593920,68,290,465.14263916015625,0.0,-0.08747567032696679,2890,0.9671629667282104,-0.00028235004720045254,6.95246e-05,0.0003,0.2,774.4407293319703
8832,204.72,-1285.82,595968,67,291,235.15892028808594,0.0,-0.08646603503730148,2900,0.9706149101257324,-3.0651257293357045e-05,8.543577e-06,0.0003,0.2,624.6502158164978
8950,204.16,-1275.8,598016,66,292,227.95944213867188,0.0,-0.09292760451789946,2910,0.9656583070755005,-7.488774281227961e-05,8.752551e-06,0.0003,0.2,616.0900432109833
9034,203.22,-1259.05,600064,66,293,210.11537170410156,0.0,-0.08398675634525717,2920,0.9616260528564453,-1.7328029935015364e-05,2.3734606e-06,0.0003,0.2,698.9409969329834
9095,203.11,-1257.52,602112,66,294,250.60574340820312,0.0,-0.086727864400018,2930,0.9704704880714417,-0.00021075323456898332,4.1076695e-05,0.0003,0.2,578.9197239875793
9156,203.27,-1262.94,604160,65,295,245.5010528564453,0.0,-0.08858924909727647,2940,0.9796051979064941,-0.00027670181007124486,8.40361e-05,0.0003,0.2,530.8315059185028
9218,203.55,-1267.43,606208,65,296,280.2341613769531,0.0,-0.08706940504489466,2950,0.9683910608291626,-8.09669705631677e-05,9.160735e-06,0.0003,0.2,675.6439047813416
9280,203.79,-1270.32,608256,65,297,204.61410522460938,0.0,-0.08425635136663914,2960,0.9750809669494629,-6.765202924725599e-05,1.8334707e-05,0.0003,0.2,602.8917252540589
9341,204.07,-1277.29,610304,65,298,335.6324462890625,0.000341796875,-0.08176291820127517,2970,0.9693939685821533,-0.0006058957140339771,0.00020621328,0.0003,0.2,797.4715909957886
9401,203.97,-1275.82,612352,65,299,220.8629150390625,0.0,-0.08129939204081893,2980,0.9711481928825378,-2.418433432467282e-05,2.192673e-06,0.0003,0.2,689.5370154857635
9462,204.32,-1283.92,614400,64,300,213.03146362304688,0.0,-0.0796374126453884,2990,0.968950629234314,-0.0002842595105903456,8.284596e-05,0.0003,0.2,689.1982107639312
9523,202.79,-1256.41,616448,64,301,637.8077392578125,0.0,-0.07792069107526914,3000,0.9652725458145142,-0.0002668823544809129,6.59583e-05,0.0003,0.2,620.6583532810212
9584,203.57,-1269.82,618496,64,302,521.8477783203125,0.0,-0.07353570155100897,3010,0.9647243022918701,-4.0651181916473436e-05,6.8765476e-06,0.0003,0.2,672.6156840324402
9650,203.56,-1267.49,620544,64,303,164.86167907714844,0.0,-0.07280563219683245,3020,0.9694070219993591,-9.423910523764789e-05,2.1378082e-05,0.0003,0.2,576.3475584983826
