#{"t_start": 1744852308.4564278, "env_id": "None"}
r,l,t
-20.5,402,4289.956441
-20.5,394,4304.572046
-21.0,397,4308.269048
-20.5,409,4310.738459
-21.5,402,4312.773742
-21.5,402,4326.526128
-20.5,407,4330.09902
-21.0,404,4332.50383
-20.5,379,4334.77142
-21.0,396,4350.585423
-20.5,394,4354.579238
-19.5,396,4357.32942
-21.0,400,4359.390553
-21.5,394,4373.526737
-20.0,410,4377.856414
-20.5,412,4381.609466
-21.5,420,4384.057951
-19.5,409,4396.712518
-20.0,403,4401.417711
-19.5,402,4405.841763
-20.0,398,4407.902682
-21.0,399,4423.914485
-20.0,410,4429.524347
-21.5,395,4432.377433
-21.0,389,4434.693755
-20.0,403,4449.794411
-20.5,397,4454.047003
-20.5,389,4456.13216
-21.5,415,4459.538984
-20.0,405,4475.686768
-20.5,397,4479.225993
-20.5,409,4482.001594
-20.5,383,4485.185459
-21.0,405,4499.302583
-20.0,390,4501.398149
-19.5,408,4504.010785
-20.5,391,4506.072724
-20.0,398,4519.06882
-20.0,397,4521.345659
-20.0,402,4523.716575
-19.5,392,4525.707992
-20.0,419,4542.888638
-21.0,387,4545.561311
-20.0,373,4548.208377
-20.0,410,4551.423519
-20.5,398,4571.887949
-20.5,403,4574.605136
-20.5,407,4577.150649
-21.0,407,4580.731928
-20.0,407,4602.404499
-20.5,398,4605.854167
-19.5,391,4609.426984
-20.0,400,4613.336164
-20.0,386,4632.663221
-21.0,395,4635.278056
-20.0,395,4638.136646
-21.0,396,4641.651754
-21.0,411,4659.471491
-20.5,396,4662.025799
-21.0,396,4664.8168
-20.0,418,4669.71921
-47.5,394,4687.254112
-47.5,407,4689.868956
-20.0,414,4692.259627
-21.5,393,4695.442518
-20.5,407,4709.143042
-21.0,402,4711.579881
-21.0,403,4713.393707
-22.0,412,4717.805394
-21.0,399,4732.601116
-20.5,394,4735.94126
-22.0,411,4738.234432
-20.0,412,4743.404313
-20.5,404,4756.145993
-20.5,409,4760.257154
-20.5,426,4762.324142
-21.5,403,4766.856382
-22.5,417,4779.944895
-21.0,399,4782.494392
-21.5,392,4785.536761
-19.5,417,4792.776135
-21.5,395,4807.686733
-20.0,412,4810.966688
-21.0,410,4814.013547
-19.5,411,4821.94116
-21.5,413,4835.472576
-20.5,409,4839.595132
-20.0,416,4842.562901
-21.5,407,4848.657718
-20.5,410,4862.400185
-22.0,412,4865.825732
-21.0,404,4869.070687
-20.5,415,4875.896448
-21.5,398,4888.339306
-20.5,404,4892.438048
-21.0,367,4895.427673
-20.5,395,4902.058481
-22.5,392,4914.667185
-21.0,397,4919.257983
-22.0,395,4921.897447
-20.5,390,4928.23111
-20.0,392,4943.888709
-20.5,388,4948.451127
-21.0,381,4951.053353
-21.0,397,4958.026654
-19.5,409,4972.747159
-20.0,406,4976.399076
-19.5,387,4978.073875
-21.0,386,4985.074806
-21.0,400,4997.538103
-21.0,373,4998.539392
-21.5,401,5001.10234
-20.0,400,5008.845657
-20.0,396,5021.397639
-20.5,407,5024.463154
-20.0,412,5026.757749
-20.0,407,5034.258716
-20.5,413,5048.040328
-20.0,405,5049.937535
-20.0,401,5052.798952
-20.5,411,5059.930711
-21.0,401,5073.30537
-20.0,407,5076.191062
-20.5,395,5080.739015
-21.0,418,5089.231142
-20.0,388,5101.572553
-20.0,413,5104.163395
-20.0,412,5108.735939
-21.0,415,5120.133341
-22.0,412,5130.458595
-21.0,414,5133.956097
-20.5,394,5135.050424
-21.0,413,5147.651644
-20.0,396,5158.162573
-20.5,401,5161.152956
-22.5,418,5165.576189
-19.5,396,5175.442268
-22.0,413,5187.038805
-22.5,411,5189.72994
-21.5,402,5192.848466
-20.0,401,5201.178044
-22.0,397,5215.480971
-22.0,397,5218.923338
-48.0,418,5223.200255
-21.5,405,5231.351382
-22.0,403,5243.39402
-21.0,409,5247.007879
-21.0,390,5249.930073
-22.5,409,5260.392514
-22.0,416,5274.651405
-21.5,406,5277.67585
-22.5,413,5281.089847
-21.0,399,5290.916931
-20.0,413,5305.250837
-20.5,411,5308.737157
-21.0,409,5312.379208
-21.5,410,5321.038918
