time/time_elapsed,time/iterations,rollout/ep_len_mean,time/total_timesteps,time/fps,rollout/ep_rew_mean,train/loss,train/learning_rate,train/entropy_loss,train/value_loss,train/n_updates,train/clip_range,train/explained_variance,train/approx_kl,train/policy_gradient_loss,train/clip_fraction
8043,141,158.95,577536,71,49.8420524597168,0.3541737198829651,5e-05,-0.08551671363723774,0.7176837289705873,2100,0.2,0.9938454627990723,0.003928594,-0.0005606835814736163,0.030485026041666665
8134,142,158.86,581632,71,49.842140197753906,0.3417491912841797,5e-05,-0.06320547693564246,0.7059875015790263,2115,0.2,0.9944005012512207,0.0025903855,0.0032101537622414374,0.016015625
8218,143,157.06,585728,71,49.84394454956055,0.3470420837402344,5e-05,-0.06486544086753081,0.7092626065015792,2130,0.2,0.9937567114830017,0.0012236738,6.188470021394702e-05,0.013313802083333333
8311,144,155.7,589824,70,49.84530258178711,0.4095630347728729,5e-05,-0.05234865533808867,0.8154445193087061,2145,0.2,0.9927922487258911,0.0045667104,0.009496527483376364,0.023746744791666666
8399,145,156.4,593920,70,49.8446044921875,0.4425070285797119,5e-05,-0.04951762070413679,0.7302732554574808,2160,0.2,0.993428111076355,0.0024292297,-0.0020962190775511164,0.015771484375
8497,146,156.31,598016,70,49.844688415527344,0.30013948678970337,5e-05,-0.05798509814000378,0.7647271762291591,2175,0.2,0.9928215742111206,0.001464027,0.0015530132906860672,0.00986328125
8600,147,156.67,602112,70,49.844337463378906,0.4832785427570343,5e-05,-0.050622642449646565,0.5818639780705174,2190,0.2,0.995227575302124,0.00078006275,0.00037812692413960274,0.007470703125
8688,148,156.48,606208,69,49.844520568847656,0.15529900789260864,5e-05,-0.050095116754528136,0.5647554034367204,2205,0.2,0.9950805902481079,0.0073018875,0.0009645735927430603,0.019710286458333334
8781,149,154.93,610304,69,49.8460693359375,0.12407568097114563,5e-05,-0.05646358487041046,0.473105022807916,2220,0.2,0.9959387183189392,0.014663305,-0.00017244204015393432,0.015625
8876,150,156.19,614400,69,49.844810485839844,0.2074221670627594,5e-05,-0.0646488917642273,0.5315563894808293,2235,0.2,0.9951352477073669,0.00349919,0.0017722170889707437,0.01923828125
8975,151,156.15,618496,68,49.8448600769043,0.24980418384075165,5e-05,-0.07071894286976506,0.60893825913469,2250,0.2,0.9943826198577881,0.002329574,-0.0008112520197755657,0.025406901041666666
9072,152,157.0,622592,68,49.843997955322266,0.2994476854801178,5e-05,-0.06753485563676805,0.6052819740027189,2265,0.2,0.9943680167198181,0.0014790855,-0.0019191989878891036,0.027213541666666667
9167,153,158.34,626688,68,49.8426628112793,0.19994206726551056,5e-05,-0.06571979061312352,0.6981614063183467,2280,0.2,0.9936043620109558,0.0019992283,0.0018277143647234576,0.022867838541666668
9268,154,156.35,630784,68,49.84465408325195,0.21910549700260162,5e-05,-0.059369304834399374,0.5466801113759477,2295,0.2,0.9944758415222168,0.0012135548,-0.0008791652622070008,0.013427734375
9365,155,154.88,634880,67,49.84611892700195,0.2191416472196579,5e-05,-0.052827141651262836,0.6109216981877883,2310,0.2,0.9943851828575134,0.0017759874,-0.0005844832165166735,0.008382161458333334
9456,156,154.75,638976,67,49.846256256103516,0.29523688554763794,5e-05,-0.04770618175583271,0.6429210064932704,2325,0.2,0.9938564300537109,0.001231035,-0.0017175435132230632,0.015120442708333333
9555,157,154.58,643072,67,49.84641647338867,0.3279077112674713,5e-05,-0.046726814626405634,0.6381083664173881,2340,0.2,0.9946776628494263,0.00091203605,-0.0017389234824804589,0.013395182291666667
9661,158,155.67,647168,66,49.845333099365234,0.3858202397823334,5e-05,-0.04804382968383531,0.584740829281509,2355,0.2,0.9947283864021301,0.0017816703,-0.00010116657067555934,0.011197916666666667
9754,159,154.62,651264,66,49.84638214111328,0.37872886657714844,5e-05,-0.05303377001158272,0.5619796425725023,2370,0.2,0.995232343673706,0.0008509754,-0.00019759468341362663,0.010384114583333333
9851,160,155.11,655360,66,49.84589385986328,0.32095274329185486,5e-05,-0.04876533438412783,0.6183609845116734,2385,0.2,0.9942069053649902,0.0006859869,-0.0003472834316198714,0.0103515625
9952,161,155.05,659456,66,49.845951080322266,0.27267107367515564,5e-05,-0.05680646653054282,0.6006332403669755,2400,0.2,0.9937412738800049,0.00086381007,-0.0005764328404135691,0.014583333333333334
10059,162,154.83,663552,65,49.826171875,0.44584032893180847,5e-05,-0.04770113787186953,0.5816992125163476,2415,0.2,0.9952600002288818,0.0007473845,-0.0006621816341066733,0.007568359375
10161,163,153.81,667648,65,49.827186584472656,0.21724209189414978,5e-05,-0.04562178746564314,0.4934695932082832,2430,0.2,0.9951565265655518,0.0003310464,-0.0012474909189525837,0.008138020833333334
10265,164,154.51,671744,65,48.846492767333984,0.23011353611946106,5e-05,-0.044043082390756653,0.5137851663554708,2445,0.2,0.99549800157547,0.0035202205,0.00024340240173235846,0.010595703125
10365,165,154.33,675840,65,48.8466682434082,1.161137342453003,5e-05,-0.047209112998098136,10.661425473168492,2460,0.2,0.8563860058784485,0.0007858721,-0.0007236938768376906,0.0052734375
10475,166,153.7,679936,64,47.8473014831543,0.47704267501831055,5e-05,-0.05079942575345437,0.829544823927184,2475,0.2,0.9790599942207336,0.002269735,-0.0016387339242404171,0.016634114583333335
10580,167,154.16,684032,64,47.84683609008789,2.8320562839508057,5e-05,-0.0490588740988945,3.475276298013826,2490,0.2,0.9282158613204956,0.00038692963,-0.0009051432107905082,0.0055501302083333336
10681,168,152.26,688128,64,48.828739166259766,0.3490802049636841,5e-05,-0.04856828697180996,0.7366454245522618,2505,0.2,0.9906131625175476,0.0019339703,-0.0012454486362306245,0.012288411458333334
10792,169,152.33,692224,64,48.828678131103516,0.3307510316371918,5e-05,-0.04209274559010131,0.6393866430347165,2520,0.2,0.9936429858207703,0.0010289587,-0.0004883830944891088,0.007356770833333333
10902,170,152.48,696320,63,49.84852600097656,0.23942571878433228,5e-05,-0.042047777236439286,0.6161835102985302,2535,0.2,0.9945692420005798,0.001571865,-0.0015733732002748487,0.012467447916666667
11006,171,152.48,700416,63,49.84852600097656,0.3151545524597168,5e-05,-0.04056025919271633,0.6207674330721299,2550,0.2,0.9945586323738098,0.0009711223,-0.0005774554675250936,0.010611979166666667
11113,172,153.3,704512,63,49.84770202636719,0.48422279953956604,5e-05,-0.037933269372054684,0.5651511779055,2565,0.2,0.9951366186141968,0.00046425493,0.00015863374574109912,0.0059244791666666664
11229,173,152.68,708608,63,49.84832000732422,0.35816627740859985,5e-05,-0.04274562131031416,0.7332121747856338,2580,0.2,0.9939419031143188,0.000976737,-0.0009590065642745079,0.008854166666666666
11339,174,153.27,712704,62,49.84772872924805,0.2683907747268677,5e-05,-0.040993126001558265,0.6392299206306536,2595,0.2,0.9938552975654602,0.0016639014,0.0004467801365535706,0.008968098958333334
11442,175,153.16,716800,62,49.847843170166016,0.31795862317085266,5e-05,-0.039721082420631625,0.5863553976640106,2610,0.2,0.9945019483566284,0.001715268,0.00022102010213226702,0.009423828125
11554,176,153.56,720896,62,49.847442626953125,0.25871992111206055,5e-05,-0.04317849985479067,0.5625423794612289,2625,0.2,0.9948533177375793,0.0011580609,0.000612687568354886,0.009163411458333333
11655,177,153.54,724992,62,49.84745788574219,0.3637198805809021,5e-05,-0.04525134545595696,0.6583996132016182,2640,0.2,0.9929150938987732,0.001655051,-0.0008783575336565264,0.011897786458333334
11761,178,154.14,729088,61,49.846866607666016,0.292670875787735,5e-05,-0.039871195536882925,0.6265693170949816,2655,0.2,0.9945433139801025,0.0007165142,-0.0009174836489061514,0.006136067708333333
11874,179,154.65,733184,61,49.84634780883789,0.30047687888145447,5e-05,-0.040929970802972095,0.6372706315790614,2670,0.2,0.9944671988487244,0.0014818195,-0.0006361802297760732,0.0077473958333333336
11985,180,154.27,737280,61,49.84673309326172,0.2646389603614807,5e-05,-0.043847436836222185,0.6514237624903519,2685,0.2,0.9939532279968262,0.002983315,-0.00035413015975791493,0.00830078125
12096,181,153.67,741376,61,49.847328186035156,0.25034600496292114,5e-05,-0.04163846999096374,0.5503872326264779,2700,0.2,0.9949800968170166,0.0046504578,-0.0013600205687301543,0.013460286458333333
12202,182,154.14,745472,61,49.84685516357422,0.21289129555225372,5e-05,-0.03243682686976778,0.6059584379196167,2715,0.2,0.9940431714057922,0.0019278495,-0.0012237459395691985,0.009488932291666667
12317,183,153.79,749568,60,49.84721374511719,0.38311493396759033,5e-05,-0.03429021060389156,0.9459544801463683,2730,0.2,0.9915759563446045,0.0018803864,0.00023634562336762125,0.007584635416666667
12431,184,153.32,753664,60,49.847679138183594,0.25477728247642517,5e-05,-0.025207157510643206,0.572872203340133,2745,0.2,0.9942722916603088,0.00088201184,-0.0007301426155512066,0.005631510416666667
12544,185,153.69,757760,60,49.847312927246094,0.2249884009361267,5e-05,-0.02142508865702742,0.5683617345367868,2760,0.2,0.9951596856117249,0.00031458365,-0.0009477871004492045,0.006575520833333333
12661,186,153.56,761856,60,49.847434997558594,0.24367402493953705,5e-05,-0.022912968041782732,0.5880278071078161,2775,0.2,0.9947977662086487,0.00081618276,-0.000445625883488295,0.005712890625
12769,187,153.21,765952,59,49.8477897644043,0.3410496711730957,5e-05,-0.02871872188989073,0.5799658409009377,2790,0.2,0.9950236678123474,0.00092161074,-0.0005149116419488564,0.005940755208333333
12886,188,153.35,770048,59,49.8476448059082,0.21711604297161102,5e-05,-0.02586388227355201,0.5993563430694242,2805,0.2,0.9954123497009277,0.0013921374,-0.0008154029759073941,0.006852213541666667
13013,189,153.63,774144,59,49.847373962402344,0.24580340087413788,5e-05,-0.03286297768354416,0.5770778213938077,2820,0.2,0.9943424463272095,0.0022842204,-0.0012774341400169458,0.011490885416666667
13130,190,153.79,778240,59,49.84721374511719,0.32521918416023254,5e-05,-0.03847728089895099,0.7597777107109626,2835,0.2,0.9933080673217773,0.0017068373,-0.0008499549042123059,0.015950520833333332
13247,191,154.08,782336,59,49.846923828125,0.36222773790359497,5e-05,-0.04042626175408562,0.5751730043441057,2850,0.2,0.9950024485588074,0.0047104387,-0.0006520939408801496,0.013916015625
13375,192,154.32,786432,58,49.846683502197266,0.3281974196434021,5e-05,-0.04122277172282338,0.6666121226424973,2865,0.2,0.9940075874328613,0.0014173917,-8.960053528426216e-05,0.012044270833333334
13503,193,153.52,790528,58,49.84748458862305,0.22980807721614838,5e-05,-0.04878099121075744,0.4939315895860394,2880,0.2,0.995688796043396,0.0029167915,-0.0010726149436474468,0.013020833333333334
13617,194,152.94,794624,58,49.848060607910156,0.34068888425827026,5e-05,-0.04333027963487742,0.6682527583092451,2895,0.2,0.9948304295539856,0.00050040183,0.00010418779662965486,0.012874348958333334
13732,195,153.45,798720,58,49.84755325317383,0.18490000069141388,5e-05,-0.045966681921466565,0.48886592003206414,2910,0.2,0.995453417301178,0.0066606714,-0.0004213435012691965,0.010953776041666667
13859,196,153.09,802816,57,49.847904205322266,0.2855326533317566,5e-05,-0.054329341960450014,0.7109331155195833,2925,0.2,0.9937099814414978,0.0037757028,0.006295993738361479,0.024381510416666665
13983,197,153.73,806912,57,49.84727096557617,0.2733781039714813,5e-05,-0.04741300055563139,0.6158813033252954,2940,0.2,0.9934749603271484,0.0015752853,-0.0007786865850600103,0.014029947916666667
14102,198,154.27,811008,57,49.84673309326172,0.3319275975227356,5e-05,-0.04564592104482775,0.7811454272518555,2955,0.2,0.9935632348060608,0.0006315643,-0.0002773536655392187,0.009000651041666667
14235,199,153.91,815104,57,49.84709167480469,0.3650301396846771,5e-05,-0.04313734798148895,0.8308285733684897,2970,0.2,0.9929752349853516,0.001671273,-0.0011851004014412562,0.013802083333333333
14366,200,153.85,819200,57,49.84714889526367,0.12391574680805206,5e-05,-0.038988801415932056,0.5559943798929453,2985,0.2,0.9955642819404602,0.000769047,0.0006924403011604833,0.011490885416666667
14494,201,154.34,823296,56,49.846656799316406,0.23065266013145447,5e-05,-0.04610408153772975,0.678120148802797,3000,0.2,0.9943240284919739,0.004443817,0.0034412821114528924,0.021028645833333335
14629,202,154.51,827392,56,49.846492767333984,0.2842951714992523,5e-05,-0.04199100437496479,0.7071792193998893,3015,0.2,0.9937456250190735,0.0013820027,0.002724963377598518,0.013541666666666667
14744,203,154.42,831488,56,49.84657287597656,0.18248862028121948,5e-05,-0.04108065143615628,0.5515768865744273,3030,0.2,0.9948031306266785,0.0028518243,0.0005103812698507681,0.017301432291666665
14879,204,154.16,835584,56,49.84684753417969,0.22111110389232635,5e-05,-0.03824437774213341,0.6154183307662606,3045,0.2,0.9948917627334595,0.0013500834,0.0013190626418994118,0.01455078125
15004,205,154.06,839680,55,49.84694290161133,0.16668811440467834,5e-05,-0.04254845766699873,0.6141236536825697,3060,0.2,0.9950149655342102,0.0012595116,0.000155241568669832,0.011881510416666666
15135,206,154.37,843776,55,49.84662628173828,0.2661469876766205,5e-05,-0.0394750277705801,0.6330267149955034,3075,0.2,0.9946838617324829,0.0018275171,-0.00019557522391551175,0.011279296875
15270,207,154.05,847872,55,49.846954345703125,0.36406490206718445,5e-05,-0.04365561295029086,0.7879436628272136,3090,0.2,0.993232250213623,0.0025268542,0.0009531991779416179,0.012565104166666667
15403,208,153.57,851968,55,49.84743118286133,0.242715984582901,5e-05,-0.04051353348574291,0.5141830725595355,3105,0.2,0.9954886436462402,0.0021195444,0.0008077306876657531,0.015462239583333334
15528,209,153.47,856064,55,49.847530364990234,0.2371445745229721,5e-05,-0.03835182742914185,0.4990810968602697,3120,0.2,0.9956609606742859,0.0012449471,0.0011097041594136197,0.016097005208333334
15660,210,153.83,860160,54,49.847171783447266,0.34682437777519226,5e-05,-0.04251443854882382,0.5524021852761507,3135,0.2,0.994736909866333,0.00042906177,0.00017894437866440663,0.009537760416666667
15805,211,154.51,864256,54,49.846492767333984,0.22486446797847748,5e-05,-0.04632988157488095,0.6135072980076075,3150,0.2,0.9945439100265503,0.0009403813,0.00044333511517227937,0.008024088541666667
15941,212,154.69,868352,54,49.8463020324707,0.3672088086605072,5e-05,-0.039852743355246883,0.8725744659701983,3165,0.2,0.9924498796463013,0.0012883745,2.929756252948816e-06,0.015901692708333335
16093,213,153.31,872448,54,49.847694396972656,0.3364357352256775,5e-05,-0.03626241721406889,0.623844745879372,3180,0.2,0.993894636631012,0.0028391716,-0.0010076261474750935,0.010628255208333333
16230,214,152.2,876544,54,49.84880065917969,0.19899345934391022,5e-05,-0.036229758657282216,0.47713216639434297,3195,0.2,0.9952282905578613,0.001727543,0.00020100447194029887,0.011344401041666667
16350,215,150.76,880640,53,49.85023880004883,0.10626864433288574,5e-05,-0.03592293728045964,0.49828764647245405,3210,0.2,0.995663046836853,0.0006785409,-0.0003893538315120774,0.007177734375
16497,216,151.11,884736,53,49.849891662597656,0.1419217437505722,5e-05,-0.035114592080935834,0.4341174561219911,3225,0.2,0.9960365295410156,0.0018666019,0.00134944052673139,0.013850911458333334
16624,217,150.55,888832,53,49.8504524230957,0.28243911266326904,5e-05,-0.037807514691182105,0.49120594502116244,3240,0.2,0.9957412481307983,0.0027429052,0.0017825107293901964,0.016357421875
16763,218,150.69,892928,53,49.850311279296875,0.17920470237731934,5e-05,-0.03756165697705001,0.42034275013332567,3255,0.2,0.9963423013687134,0.0015141249,-0.0002444572853467738,0.01181640625
16891,219,150.79,897024,53,49.850215911865234,0.19200529158115387,5e-05,-0.04499237445900993,0.48040972274417676,3270,0.2,0.9953492283821106,0.0019712495,-0.0014435141002953364,0.009993489583333333
17043,220,151.32,901120,52,49.84967803955078,0.15527360141277313,5e-05,-0.04940916452712069,0.40847645786901315,3285,0.2,0.9963201880455017,0.0009810206,-0.00019727520302694756,0.011735026041666667
17179,221,151.42,905216,52,49.849578857421875,0.29443228244781494,5e-05,-0.04851411841421698,0.5082276321326693,3300,0.2,0.9948710799217224,0.0018433549,-0.0016288402892920808,0.011946614583333333
17318,222,151.98,909312,52,49.84901809692383,0.22268034517765045,5e-05,-0.046541699739949156,0.4265778618554274,3315,0.2,0.9962502717971802,0.001100177,-0.0003830267710630627,0.011344401041666667
17466,223,152.7,913408,52,49.84830093383789,0.41383957862854004,5e-05,-0.04636913423310034,0.5351232944056392,3330,0.2,0.995080828666687,0.002052554,-0.001158204556365187,0.014729817708333334
17604,224,152.49,917504,52,49.8485107421875,0.17577266693115234,5e-05,-0.03857127586767698,0.46693555973470213,3345,0.2,0.9957321286201477,0.0027376586,0.0009763876737755102,0.015315755208333334
17730,225,150.79,921600,51,49.85020446777344,0.27406689524650574,5e-05,-0.03450974235311151,0.4750506890316804,3360,0.2,0.9956322312355042,0.00152878,0.00029749984726853046,0.011328125
17878,226,150.48,925696,51,49.85051727294922,0.3205212354660034,5e-05,-0.04111585216790748,0.5963823064540823,3375,0.2,0.994621992111206,0.0013250514,-0.0010383744918120404,0.010237630208333333
18013,227,149.29,929792,51,49.851715087890625,0.1821712851524353,5e-05,-0.03635807537357323,0.4843297135705749,3390,0.2,0.9952149987220764,0.00072417303,-0.0005692676716231896,0.009163411458333333
18155,228,149.99,933888,51,49.851016998291016,0.23434841632843018,5e-05,-0.030860563691627856,0.3810157023680707,3405,0.2,0.9961626529693604,0.0015600419,0.0024432554229861124,0.0126953125
18289,229,150.49,937984,51,49.85051345825195,0.283594012260437,5e-05,-0.032849332742625845,0.5262744932745894,3420,0.2,0.9942736625671387,0.019320007,0.00039629803238009725,0.012646484375
18428,230,150.53,942080,51,49.85047912597656,0.23469939827919006,5e-05,-0.038308193338646865,0.5591366294771433,3435,0.2,0.9943786263465881,0.0008712036,0.0002330157221877016,0.009033203125
18567,231,150.53,946176,50,49.850467681884766,0.17640456557273865,5e-05,-0.03687617201940156,0.4712396481074393,3450,0.2,0.9954759478569031,0.0014600486,0.003160180882938827,0.0150390625
18711,232,150.9,950272,50,49.850101470947266,0.2057078629732132,5e-05,-0.038659175992749324,0.39291188636173807,3465,0.2,0.9960923790931702,0.00089890044,-0.0009610046603484079,0.007877604166666666
18850,233,150.67,954368,50,49.850337982177734,0.23889052867889404,5e-05,-0.04171820944951226,0.5433463066505889,3480,0.2,0.9945663213729858,0.0019223576,-0.0002822045556968078,0.008544921875
19006,234,150.92,958464,50,49.85008239746094,0.24906934797763824,5e-05,-0.03697389968826125,0.5086572047322988,3495,0.2,0.9944608807563782,0.0011895044,-0.0014065292108474145,0.011442057291666667
19164,235,151.66,962560,50,49.849334716796875,0.17842908203601837,5e-05,-0.03471808286655384,0.4502521640000244,3510,0.2,0.9953937530517578,0.00078728003,-0.000283928928062475,0.007796223958333333
19300,236,151.74,966656,50,49.8492546081543,0.19166122376918793,5e-05,-0.0350397495921546,0.6459993395333489,3525,0.2,0.9940181374549866,0.0012024216,-1.6062792080144088e-06,0.013997395833333334
19443,237,152.1,970752,49,49.848899841308594,0.18261615931987762,5e-05,-0.03149014064692892,0.49805045338968434,3540,0.2,0.9951851963996887,0.003041694,-0.001709278503161234,0.010302734375
19589,238,151.82,974848,49,49.849178314208984,0.40710127353668213,5e-05,-0.029464845000378166,0.5752486860379576,3555,0.2,0.9940584897994995,0.001233405,0.0006599446921124278,0.009684244791666666
19724,239,150.91,978944,49,49.85009765625,0.3040087819099426,5e-05,-0.02687411150254775,0.5781893355461458,3570,0.2,0.9944120049476624,0.0042056525,-0.0014676483609946445,0.010384114583333333
19871,240,150.49,983040,49,49.85051345825195,0.2002580761909485,5e-05,-0.021759066384887168,0.4751811155428489,3585,0.2,0.9957616925239563,0.0014437354,-0.0012088809094469373,0.006884765625
20016,241,150.13,987136,49,49.850868225097656,0.15908268094062805,5e-05,-0.027466549497330562,0.4362522192299366,3600,0.2,0.9962169528007507,0.0026859608,-0.0010041352856205777,0.014892578125
20167,242,148.63,991232,49,49.85237121582031,0.23174603283405304,5e-05,-0.03249610934484129,0.4159762468809883,3615,0.2,0.9957299828529358,0.00070787617,3.9681457565166056e-05,0.008870442708333334
20328,243,147.69,995328,48,49.853309631347656,0.1807769536972046,5e-05,-0.02890859353307557,0.4147814756259322,3630,0.2,0.9961075782775879,0.058558382,0.0030990145508743203,0.0078125
20480,244,147.13,999424,48,49.85386276245117,0.1527346521615982,5e-05,-0.026755590487543182,0.42662051289031905,3645,0.2,0.9957423806190491,0.0013039592,-0.0008138769653063112,0.00654296875
20643,245,146.66,1003520,48,49.854339599609375,0.16559858620166779,5e-05,-0.026494986588901762,0.3929190778483947,3660,0.2,0.995934009552002,0.0005784265,-0.0017141775281440156,0.009440104166666666
