#{"t_start": 1744830877.801953, "env_id": "None"}
r,l,t
49.8,201,2904.481078
49.777,224,2907.541017
49.81,191,2910.184438
47.806,195,2913.180548
49.814,187,2916.78416
49.805,196,2919.508407
49.811,190,2922.107409
49.82,181,2923.763166
49.815,186,2927.794015
49.796,205,2933.077878
-48.23,231,2935.691923
49.799,202,2935.971246
49.803,198,2938.907661
49.804,197,2945.339541
49.826,175,2947.567995
49.789,212,2950.365343
-48.222,223,2955.0688
49.818,183,2961.251028
49.787,214,2961.59008
49.831,170,2963.643427
49.808,193,2968.500122
49.822,179,2971.859246
49.789,212,2974.277677
49.786,215,2976.002397
49.812,189,2980.257646
49.828,173,2983.308143
49.824,177,2985.371594
49.799,202,2988.573292
49.822998,178,2990.819745
49.787,214,2994.950435
49.835,166,2996.542141
49.749,252,2996.859909
49.8,201,3000.22178
49.815,186,3005.01518
49.789,212,3011.161562
49.8,201,3011.456083
49.774,227,3013.669003
49.802,199,3017.734926
49.787,214,3023.09751
49.791,210,3023.376476
49.799,202,3026.898475
49.813,188,3029.637641
49.807,194,3036.297792
49.808,193,3036.601212
49.802,199,3037.988416
49.822,179,3039.349219
49.797,204,3046.516303
49.784,217,3046.826907
49.801,200,3050.505369
49.793,208,3050.758219
49.826,175,3058.518306
49.818,183,3060.226036
49.8,201,3064.634164
49.8,201,3064.883877
49.822998,178,3071.077027
49.795,206,3071.334249
49.835,166,3071.700671
49.796,205,3075.787781
49.838,163,3078.248081
49.797,204,3082.005407
49.821,180,3083.795109
49.791,210,3090.260127
49.813,188,3093.064631
49.774,227,3098.142305
49.81,191,3098.405578
49.815,186,3101.168538
49.785,216,3105.239377
49.814,187,3109.674137
49.775,226,3110.88535
49.794,207,3114.542468
49.835,166,3115.649516
49.811,190,3118.33773
49.811,190,3121.620702
49.817,184,3123.410038
49.799,202,3128.510867
49.822,179,3130.973659
49.838,163,3131.289536
49.791,210,3138.070071
49.834,167,3138.337279
49.81,191,3140.770227
49.825,176,3142.401204
49.791,210,3148.532057
49.79,211,3150.283651
49.824,177,3151.294099
49.751,250,3155.451016
49.815,186,3158.832403
49.792,209,3160.022262
49.795,206,3162.651852
49.818,183,3166.669186
49.821,180,3169.570511
49.794,207,3172.816921
49.783,218,3176.344767
49.82,181,3178.220302
49.828,173,3182.368908
47.809,192,3187.314835
49.803,198,3191.223457
49.814,187,3192.394908
49.798,203,3197.448336
49.819,182,3201.31188
49.822,179,3205.768224
51.812,189,3206.045902
49.829,172,3208.13054
49.822998,178,3212.52215
49.834,167,3216.146208
49.777,224,3219.316546
49.818,183,3221.64417
49.822,179,3224.954447
49.833,168,3228.497927
49.826,175,3231.863894
49.828,173,3233.839996
49.813,188,3235.976973
49.825,176,3240.664431
49.822,179,3244.573814
49.788,213,3247.771907
49.817,184,3250.881758
49.794,207,3254.70125
49.831,170,3257.358123
49.805,196,3264.149584
49.763,238,3264.426244
49.838,163,3264.741887
49.787,214,3270.855987
49.828,173,3275.629959
49.808,193,3275.911321
49.791,210,3276.182137
49.802,199,3280.170629
49.805,196,3286.779025
49.812,189,3287.425102
49.774,227,3287.754258
49.798,203,3292.544142
49.807,194,3299.429039
49.795,206,3300.284914
49.81,191,3301.676839
49.803,198,3306.412823
49.81,191,3309.841348
49.808,193,3311.364058
49.802,199,3313.24887
49.801,200,3318.592715
49.812,189,3323.36215
49.776,225,3327.010944
49.781,220,3327.336063
49.824,177,3330.421172
49.822998,178,3335.171162
49.807,194,3339.304228
49.828,173,3340.937143
49.818,183,3343.545915
49.836,165,3347.231759
49.827,174,3350.581621
49.829998,171,3351.532929
49.822998,178,3354.634369
49.831,170,3357.639197
49.808,193,3361.718541
49.814,187,3362.536206
49.814,187,3365.679941
49.826,175,3368.49352
49.821,180,3372.777626
49.805,196,3373.443351
49.818,183,3374.677208
49.817,184,3378.619901
49.826,175,3383.091681
49.822,179,3385.07069
49.809,192,3387.727981
49.807,194,3391.577774
49.831,170,3395.53263
49.814,187,3395.798245
49.808,193,3401.57782
49.846,155,3402.229998
49.846,155,3402.814066
49.825,176,3406.544783
49.835,166,3408.745441
49.826,175,3410.543165
49.844,157,3412.746193
49.814,187,3416.46913
51.79,211,3423.559356
49.789,212,3423.894957
49.794,207,3425.983081
49.774,227,3430.292832
49.776,225,3436.786047
49.761,240,3438.37116
-48.197,198,3438.659801
49.822998,178,3440.711517
49.786,215,3449.442868
49.805,196,3449.737192
49.796,205,3450.065172
49.734,267,3457.963953
49.817,184,3459.127602
49.809,192,3461.829758
49.791,210,3463.993362
47.752,249,3474.745527
49.79,211,3476.597269
49.788,213,3477.976879
49.8,201,3478.308409
49.811,190,3486.969898
49.782,219,3489.394983
49.808,193,3490.044252
47.802,199,3490.388992
49.841,160,3496.988815
49.795,206,3501.359592
49.809,192,3501.680068
49.783,218,3502.144053
49.785,216,3508.841048
49.81,191,3512.758111
49.787,214,3513.104302
49.776,225,3513.579849
49.8,201,3520.411796
49.804,197,3523.67304
49.8,201,3525.89684
47.789,212,3526.790499
49.785,216,3533.730069
49.804,197,3535.485923
49.825,176,3539.021233
49.802,199,3540.045806
49.806,195,3548.592871
49.815,186,3550.144462
49.791,210,3553.485
49.803,198,3553.778013
49.834,167,3561.226705
49.835,166,3562.238895
49.81,191,3566.081071
49.796,205,3567.907265
51.772,229,3575.093098
49.777,224,3575.413722
49.798,203,3578.721109
49.798,203,3579.956874
49.813,188,3589.29781
49.807,194,3589.614014
49.814,187,3591.42482
-52.201,202,3594.597457
49.825,176,3600.251587
49.826,175,3602.329459
49.819,182,3608.73104
49.753998,247,3610.980209
51.799,202,3617.009412
49.777,224,3619.16788
49.822998,178,3621.406207
49.808,193,3625.373088
49.812,189,3629.666696
49.819,182,3633.410961
47.798,203,3636.788718
49.81,191,3639.856063
49.805,196,3642.85437
49.803,198,3646.33866
49.817,184,3651.906284
49.781,220,3652.258934
49.815998,185,3657.136124
49.799,202,3660.739478
49.822,179,3665.492799
49.804,197,3666.009543
49.809,192,3671.198228
49.821,180,3674.625613
49.797,204,3679.111895
49.801,200,3681.109292
49.81,191,3685.282621
49.819,182,3689.962775
49.809,192,3696.07772
49.808,193,3697.183062
49.834,167,3697.57875
49.799,202,3702.581301
49.826,175,3707.959612
49.798,203,3709.930604
49.828,173,3711.215871
49.818,183,3717.340343
49.829,172,3722.736295
49.814,187,3723.992959
49.841,160,3724.307897
49.769,232,3728.062752
49.833,168,3729.314471
49.822998,178,3732.611321
49.815998,185,3732.984357
49.841,160,3739.224667
49.801,200,3744.428638
49.807,194,3744.757124
49.79,211,3746.688902
49.825,176,3753.971954
49.84,161,3756.118099
49.796,205,3760.634635
49.808,193,3761.059562
49.841,160,3764.288384
49.821,180,3770.793436
49.834,167,3775.314095
49.819,182,3775.639267
49.836998,164,3778.67316
49.842,159,3782.999038
49.827,174,3788.315574
49.781,220,3791.432633
49.806,195,3793.57097
49.819,182,3796.26338
47.824,177,3800.108577
49.835,166,3802.726684
49.821,180,3804.821841
49.789,212,3809.388565
49.796,205,3813.867207
49.815,186,3817.567793
49.849,152,3818.744735
49.795,206,3824.393263
49.814,187,3826.7341
49.832,169,3827.136892
49.797,204,3833.216759
49.835,166,3839.809575
49.797,204,3840.168614
49.822,179,3842.955787
49.81,191,3845.842535
49.836,165,3853.229177
49.829,172,3856.072417
49.798,203,3856.402558
49.818,183,3859.489798
49.82,181,3868.749683
49.789,212,3869.08903
49.803,198,3869.448427
49.817,184,3872.751642
49.829998,171,3881.805993
49.791,210,3883.676006
49.809,192,3883.987553
49.833,168,3885.794018
49.848,153,3892.972107
49.824,177,3895.028343
49.806,195,3899.523069
49.817,184,3899.823115
49.824,177,3904.628546
49.836,165,3907.801324
49.801,200,3911.118752
49.8,201,3911.423645
49.835,166,3915.392022
49.798,203,3920.982199
49.836,165,3923.203079
-48.173,174,3924.113198
49.819,182,3928.71613
49.822998,178,3934.031357
49.822998,178,3938.446731
49.81,191,3938.808985
49.822998,178,3942.86201
49.836,165,3946.426708
49.82,181,3949.471008
49.824,177,3950.825639
49.805,196,3955.357136
49.807,194,3958.567766
49.826,175,3961.070745
49.802,199,3962.748581
49.817,184,3966.754797
47.818,183,3970.247197
49.812,189,3974.021522
49.825,176,3975.679213
49.829998,171,3980.161234
51.828,173,3983.609169
49.818,183,3987.129295
49.813,188,3988.379866
49.821,180,3991.143876
49.849,152,3993.636643
49.828,173,3996.865175
49.813,188,3999.630359
49.835,166,4001.24792
49.81,191,4005.62841
49.814,187,4008.435591
49.846,155,4009.598082
49.828,173,4012.300575
49.822998,178,4017.299065
49.825,176,4023.438019
49.779,222,4025.047518
49.814,187,4026.111374
49.825,176,4029.728138
49.827,174,4037.338799
49.792,209,4037.670601
49.835,166,4039.200042
49.832,169,4041.357906
49.848,153,4047.318869
49.835,166,4049.161711
49.829998,171,4051.15934
49.797,204,4057.639215
49.834,167,4063.657687
49.812,189,4064.509874
49.79,211,4064.888624
49.832,169,4069.49689
49.832,169,4074.342423
49.811,190,4075.725398
49.805,196,4076.151239
49.825,176,4080.460908
49.832,169,4084.186304
49.836,165,4086.286139
49.824,177,4088.350059
49.829,172,4092.005397
49.839,162,4094.790426
49.831,170,4097.834718
49.825,176,4099.592153
49.829998,171,4103.854131
49.829998,171,4106.555954
49.842,159,4107.811893
49.826,175,4111.05968
49.822,179,4116.683653
49.835,166,4122.552604
49.814,187,4122.911404
49.836998,164,4124.517998
49.813,188,4128.641565
49.842,159,4131.15607
49.829998,171,4133.002275
49.839,162,4135.779422
49.844,157,4139.186027
49.809,192,4142.597063
49.832,169,4143.380673
49.822,179,4146.009114
49.844,157,4148.993326
49.841,160,4151.106176
49.824,177,4153.499069
49.85,151,4153.85068
49.829998,171,4159.318629
49.824,177,4163.097518
49.828,173,4165.62032
49.815,186,4167.433614
49.815998,185,4171.920995
49.827,174,4175.509232
49.836998,164,4176.817874
49.831,170,4180.475023
49.832,169,4185.773817
49.822,179,4190.801811
49.815998,185,4191.953041
49.817,184,4193.619196
49.841,160,4195.46035
49.817,184,4203.318901
49.815998,185,4203.642003
49.832,169,4205.548339
49.813,188,4210.265427
49.845,156,4216.040945
49.818,183,4216.914973
49.819,182,4219.108785
49.833,168,4221.959107
49.832,169,4227.14972
49.832,169,4229.22381
49.849,152,4229.56781
49.832,169,4232.506089
49.81,191,4239.427246
55.821,180,4240.117417
49.811,190,4240.475662
49.836,165,4242.475301
49.839,162,4248.233535
49.829,172,4249.71407
49.831,170,4251.398565
49.829998,171,4253.405232
49.844,157,4260.503288
49.844,157,4260.829009
49.822,179,4262.241546
49.804,197,4266.129873
49.843,158,4267.842434
49.792,209,4271.445612
49.826,175,4272.60966
49.8,201,4277.958109
49.824,177,4279.983902
49.838,163,4281.040195
49.826,175,4283.907657
49.831,170,4288.988002
49.818,183,4291.154726
49.818,183,4294.068313
49.82,181,4296.154993
49.834,167,4300.694516
49.833,168,4304.033188
49.833,168,4306.092779
49.855,146,4306.428061
49.826,175,4310.286762
49.821,180,4312.654541
49.825,176,4315.192827
49.821,180,4315.521958
49.802,199,4321.136186
49.836,165,4322.186444
49.822,179,4324.901354
49.817,184,4325.221898
49.836998,164,4331.875889
49.808,193,4334.027144
49.848,153,4335.383883
49.824,177,4337.042419
49.838,163,4342.402439
49.84,161,4345.985103
49.812,189,4346.353561
49.815998,185,4349.16244
49.794,207,4353.571298
49.834,167,4355.872129
49.81,191,4356.478283
49.797,204,4360.934196
49.834,167,4364.295264
49.833,168,4367.629064
49.804,197,4367.629142
49.836,165,4370.858715
49.829998,171,4375.046717
49.829998,171,4378.67341
49.822998,178,4378.996016
49.826,175,4382.672452
49.852,149,4385.476233
49.85,151,4387.626806
49.838,163,4388.863611
49.839,162,4391.505836
49.839,162,4395.088349
49.829998,171,4398.805582
49.824,177,4399.132658
49.82,181,4402.054945
49.826,175,4405.64821
49.839,162,4409.417349
49.835,166,4409.75374
49.822,179,4413.791672
49.798,203,4416.862811
49.826,175,4420.64546
49.827,174,4420.981687
49.836,165,4424.20573
49.829998,171,4428.870466
49.828,173,4432.314823
49.815,186,4432.695799
49.842,159,4434.63533
49.829,172,4440.1234
49.838,163,4442.268995
49.827,174,4442.5955
49.839,162,4445.93152
49.814,187,4451.189046
49.826,175,4453.419723
49.822998,178,4453.75946
49.814,187,4456.92445
49.824,177,4462.93027
49.829998,171,4465.448163
49.831,170,4465.783455
49.82,181,4468.849251
49.813,188,4476.106738
49.829998,171,4477.627684
49.817,184,4478.008222
49.822,179,4479.654311
49.842,159,4487.143383
49.824,177,4488.394197
49.795,206,4488.769572
49.813,188,4492.387389
49.839,162,4495.852843
49.809,192,4499.759295
49.829998,171,4500.256776
49.829998,171,4503.707164
49.815998,185,4508.872634
49.818,183,4512.289482
49.809,192,4512.641829
49.812,189,4515.501249
49.824,177,4521.67458
49.821,180,4526.109649
49.808,193,4526.452258
49.84,161,4528.07484
49.825,176,4534.120258
49.828,173,4537.443121
49.827,174,4537.780799
49.827,174,4539.936224
49.817,184,4545.102609
49.831,170,4546.883981
49.831,170,4547.866202
49.819,182,4550.709919
49.828,173,4554.620908
49.804,197,4558.377033
49.806,195,4558.710083
49.818,183,4560.996436
49.818,183,4565.449912
49.818,183,4567.480938
49.815,186,4567.832178
49.832,169,4569.744288
49.805,196,4578.150854
49.849,152,4578.530873
49.826,175,4581.061391
49.82,181,4582.855161
49.818,183,4590.781698
49.829,172,4591.136106
49.812,189,4594.474276
49.827,174,4594.819523
49.846,155,4599.594803
49.839,162,4599.958614
49.832,169,4602.479903
49.826,175,4602.819679
49.832,169,4610.444286
49.827,174,4610.994282
49.847,154,4611.400251
49.814,187,4615.042135
49.851,150,4618.327452
49.844,157,4620.33438
49.838,163,4620.749036
49.833,168,4624.299723
49.839,162,4626.920987
49.847,154,4627.302852
49.86,141,4628.76503
49.848,153,4631.807149
49.835,166,4638.185628
49.813,188,4638.581764
49.834,167,4639.667
49.835,166,4641.986775
49.82,181,4648.135762
49.832,169,4650.230134
49.796,205,4650.639596
49.834,167,4651.030977
49.822,179,4658.956933
49.822998,178,4663.114909
49.795,206,4664.382245
49.835,166,4665.457218
49.826,175,4672.880156
49.835,166,4675.090845
49.822998,178,4675.47731
49.822,179,4677.217118
49.836998,164,4682.985663
49.824,177,4686.710003
49.822998,178,4686.710089
47.82,181,4689.173672
49.827,174,4694.393284
49.829998,171,4697.546387
49.826,175,4697.940773
49.833,168,4699.738996
49.792,209,4709.614136
49.834,167,4711.253994
49.829998,171,4711.25408
49.821,180,4713.18322
49.846,155,4719.46142
49.844,157,4719.846857
49.831,170,4720.217957
49.842,159,4721.29216
49.852,149,4725.914099
49.825,176,4728.449534
49.815,186,4728.811494
49.835,166,4729.879691
49.836,165,4737.337909
49.851,150,4737.708035
49.831,170,4739.372692
49.835,166,4740.45049
49.844,157,4748.242939
49.822,179,4748.614227
49.813,188,4751.948542
49.833,168,4752.468808
49.831,170,4758.477789
49.828,173,4760.093329
49.821,180,4764.066611
49.81,191,4764.473863
-52.170002,171,4774.26705
49.838,163,4775.175601
49.844,157,4776.731936
49.832,169,4777.435084
49.826,175,4784.753384
49.826,175,4785.115236
49.836998,164,4787.463658
49.829998,171,4788.057741
49.845,156,4792.771497
49.834,167,4794.937263
49.846,155,4796.067976
49.805,196,4799.055234
49.819,182,4804.507777
49.813,188,4805.773078
49.817,184,4806.526581
49.836,165,4807.690524
49.842,159,4815.01717
49.845,156,4816.102624
49.834,167,4817.750992
49.827,174,4820.019232
49.845,156,4823.949405
49.836998,164,4825.822439
49.829998,171,4828.077576
49.836,165,4831.858146
49.821,180,4839.43554
49.835,166,4841.070306
49.832,169,4843.048955
49.847,154,4843.461483
49.846,155,4849.498741
49.818,183,4851.51107
49.815998,185,4855.74501
49.828,173,4856.14659
49.838,163,4859.563674
49.829998,171,4861.415082
49.832,169,4865.143303
49.829,172,4865.489696
49.815,186,4871.21734
49.846,155,4871.599755
49.853,148,4872.064316
49.848,153,4872.432056
49.825,176,4880.432285
49.817,184,4881.733221
49.839,162,4883.784542
49.831,170,4884.186085
49.809,192,4892.377611
49.833,168,4892.377695
49.835,166,4894.934574
49.822998,178,4895.347778
49.851,150,4901.42051
49.84,161,4901.802763
49.847,154,4902.177762
49.833,168,4904.29577
49.844,157,4910.919544
49.826,175,4911.305099
49.86,141,4913.642061
49.809,192,4914.035949
49.824,177,4922.746848
49.828,173,4923.125151
49.833,168,4924.6167
49.827,174,4926.975179
49.845,156,4932.595703
49.833,168,4934.860937
49.825,176,4937.182395
49.836998,164,4938.289485
49.825,176,4946.287304
49.831,170,4947.038593
49.847,154,4947.4397
49.847,154,4947.82124
49.844,157,4953.052147
49.847,154,4953.466281
49.833,168,4954.958167
49.846,155,4955.330128
49.834,167,4963.852742
49.827,174,4966.23948
49.834,167,4968.264903
49.822,179,4968.664412
49.831,170,4975.978851
49.829,172,4977.934568
49.829,172,4980.421578
49.821,180,4980.811379
49.815,186,4990.815862
49.854,147,4991.199213
-48.169,170,4993.016035
49.818,183,4993.429027
49.854,147,4998.203721
49.836,165,4999.914395
49.834,167,5001.578083
49.829,172,5002.005896
49.824,177,5009.78941
49.832,169,5011.852447
49.831,170,5013.993711
49.814,187,5015.569163
49.839,162,5022.573874
49.834,167,5023.677749
49.847,154,5024.050938
49.85,151,5024.490013
49.844,157,5030.554476
49.84,161,5034.107616
49.836998,164,5035.224451
49.843,158,5035.674736
49.859,142,5041.98851
49.849,152,5043.327201
49.845,156,5044.33057
49.814,187,5044.728107
49.836998,164,5054.812199
49.797,204,5055.200675
49.847,154,5057.476186
49.828,173,5057.905125
49.861,140,5063.826259
49.848,153,5066.077875
-52.175,176,5066.452169
49.833,168,5068.593609
49.822998,178,5075.953953
49.829,172,5078.613181
49.825,176,5078.999961
49.836998,164,5081.157818
49.846,155,5086.984341
49.836998,164,5088.867388
49.829998,171,5090.005664
49.832,169,5091.178563
49.827,174,5098.713768
49.829998,171,5101.035895
49.84,161,5103.970579
49.829998,171,5104.359735
49.833,168,5109.5776
49.851,150,5109.975102
49.824,177,5112.698609
49.817,184,5113.166198
49.836,165,5122.011616
49.842,159,5122.462755
49.853,148,5122.935462
49.815998,185,5125.970102
49.841,160,5133.263452
49.829998,171,5134.150142
49.822998,178,5137.487094
49.836,165,5140.018577
49.836,165,5148.252283
49.836,165,5149.031563
49.822998,178,5150.873994
49.819,182,5153.570973
49.815,186,5158.608668
49.815,186,5159.00268
49.84,161,5159.434468
49.836,165,5160.652757
49.828,173,5169.004677
49.836998,164,5169.817515
49.808,193,5170.21214
49.845,156,5172.039869
49.827,174,5179.632788
49.847,154,5180.035033
49.832,169,5182.366067
49.847,154,5182.812333
49.85,151,5188.083875
49.835,166,5190.3052
49.843,158,5190.708903
49.836998,164,5192.762659
49.851,150,5201.159671
49.836998,164,5201.737277
49.827,174,5203.655198
49.828,173,5206.23597
49.852,149,5212.077378
49.826,175,5214.19939
49.848,153,5214.605597
49.822998,178,5217.95379
49.826,175,5224.187747
49.862,139,5224.187835
49.841,160,5225.330378
-52.169,170,5227.280766
49.846,155,5231.613456
49.839,162,5235.207867
49.815,186,5235.617987
49.821,180,5241.683282
49.858,143,5243.305082
49.835,166,5246.695235
49.821,180,5248.367517
49.832,169,5253.059991
49.826,175,5257.244183
49.832,169,5260.219179
49.834,167,5262.811925
49.831,170,5267.560017
49.839,162,5270.457331
49.838,163,5272.477482
49.842,159,5273.114542
49.832,169,5278.256351
49.853,148,5282.259216
49.81,191,5282.642869
49.841,160,5285.406989
49.821,180,5291.294355
49.856,145,5291.718347
49.838,163,5293.497317
49.843,158,5293.943996
49.84,161,5300.941118
49.845,156,5302.238388
49.803,198,5305.160523
49.836998,164,5306.551622
49.834,167,5315.444794
49.829998,171,5317.788642
49.826,175,5320.11839
49.828,173,5320.953112
49.824,177,5328.499519
49.847,154,5328.926141
49.845,156,5330.522787
49.839,162,5331.486238
49.826,175,5338.933992
49.84,161,5339.343561
49.844,157,5340.011954
49.828,173,5341.445211
49.846,155,5347.948956
49.835,166,5349.376593
49.834,167,5353.490928
49.808,193,5354.294443
49.845,156,5360.262439
49.831,170,5361.633786
49.833,168,5364.16323
49.822,179,5367.77708
49.826,175,5373.428944
49.831,170,5373.429007
49.822998,178,5376.898144
49.81,191,5379.001294
49.834,167,5382.881328
49.825,176,5384.691213
49.843,158,5386.603578
49.836998,164,5391.60108
49.85,151,5393.331786
49.829998,171,5394.870885
49.817,184,5401.647892
49.833,168,5404.223409
49.845,156,5404.742991
49.828,173,5408.945308
49.836998,164,5412.425656
49.843,158,5414.452787
49.846,155,5415.751319
49.833,168,5420.354681
49.852,149,5424.04532
49.831,170,5424.804559
49.824,177,5428.549918
49.857,144,5430.418733
49.824,177,5437.429614
49.824,177,5437.830241
49.838,163,5441.455902
49.818,183,5443.537503
49.843,158,5449.088717
49.822998,178,5450.475343
49.835,166,5452.847338
49.845,156,5453.299072
49.829998,171,5462.57337
49.817,184,5464.637474
49.829998,171,5467.476186
49.817,184,5469.252905
-52.177002,178,5475.435415
49.849,152,5475.861369
49.84,161,5478.202591
49.841,160,5479.411012
49.827,174,5488.093871
49.814,187,5488.532417
49.851,150,5489.018804
49.817,184,5490.671786
49.85,151,5498.813732
49.828,173,5499.822733
49.833,168,5501.723296
49.829,172,5504.908451
49.845,156,5508.186837
49.838,163,5511.343002
49.835,166,5513.24403
49.836,165,5517.332499
49.844,157,5522.097465
49.815,186,5522.53508
49.84,161,5523.765398
49.812,189,5528.521565
49.832,169,5532.96871
49.819,182,5537.818251
49.832,169,5538.295703
49.828,173,5543.131181
49.827,174,5545.46265
49.832,169,5548.721757
49.813,188,5550.614963
49.831,170,5555.184145
49.848,153,5557.24985
49.835,166,5559.669274
49.833,168,5562.236913
49.842,159,5565.753776
49.853,148,5567.836091
49.827,174,5571.85829
49.844,157,5572.330267
49.85,151,5574.441993
49.848,153,5578.0913
49.836,165,5580.688598
49.833,168,5583.508908
49.825,176,5586.187705
49.834,167,5590.443979
49.841,160,5592.538368
49.831,170,5596.095639
49.832,169,5598.794017
49.825,176,5602.253224
49.814,187,5608.077189
49.825,176,5609.423744
49.819,182,5611.503417
49.851,150,5612.114079
49.831,170,5620.421324
49.819,182,5621.8988
49.829,172,5625.120084
49.818,183,5627.460584
49.826,175,5633.679565
49.81,191,5635.97332
49.824,177,5639.01069
49.834,167,5640.327048
49.827,174,5646.386076
49.819,182,5649.408789
49.833,168,5651.690413
49.814,187,5654.703453
49.79,211,5662.106514
49.82,181,5664.019845
49.825,176,5665.689153
49.831,170,5667.491008
49.817,184,5679.930781
49.794,207,5681.364285
49.802,199,5685.033691
49.814,187,5685.450951
49.832,169,5693.891501
49.829998,171,5694.327932
49.822,179,5697.80116
49.809,192,5698.236238
49.832,169,5707.239804
49.822,179,5709.999181
49.827,174,5712.399731
49.834,167,5713.021114
49.825,176,5720.574703
49.828,173,5722.643192
49.843,158,5723.090228
49.798,203,5726.906192
49.806,195,5736.067296
49.827,174,5738.099284
49.804,197,5738.529943
49.844,157,5738.988873
49.843,158,5747.705656
49.815998,185,5749.824781
49.817,184,5750.27442
49.831,170,5752.07986
49.835,166,5759.996383
49.828,173,5767.364293
49.809,192,5768.035838
49.829998,171,5768.471755
49.792,209,5778.173684
49.828,173,5778.86134
49.811,190,5780.017015
49.811,190,5780.455626
49.842,159,5787.63027
49.811,190,5792.171696
49.831,170,5793.614184
49.819,182,5794.098843
-52.186,187,5801.098419
49.839,162,5802.327262
49.848,153,5802.80358
49.824,177,5805.003023
49.822998,178,5814.589047
49.817,184,5816.517544
49.826,175,5817.767492
49.797,204,5818.208957
49.82,181,5826.506403
49.843,158,5827.149152
49.844,157,5828.40578
49.822,179,5828.882041
49.848,153,5836.471344
49.815998,185,5839.55019
49.824,177,5840.19545
49.825,176,5840.672411
49.842,159,5845.896132
49.841,160,5847.265831
49.836,165,5848.138679
49.838,163,5849.403684
49.851,150,5854.711639
49.847,154,5855.207874
49.836998,164,5856.454159
49.829,172,5858.563113
49.829,172,5867.336376
49.842,159,5868.645557
49.852,149,5869.078749
49.841,160,5869.586051
49.833,168,5878.334798
49.839,162,5880.167136
49.836,165,5880.167227
49.839,162,5882.713534
49.831,170,5890.593037
49.842,159,5891.851663
49.812,189,5895.380484
49.831,170,5896.681571
49.826,175,5908.09925
49.835,166,5908.722442
49.838,163,5911.147924
49.832,169,5911.581444
49.847,154,5917.775624
49.843,158,5918.828879
49.832,169,5922.253917
49.822,179,5922.753647
49.855,146,5928.472145
49.839,162,5928.950084
49.825,176,5933.450575
49.804,197,5935.303218
49.854,147,5935.81525
49.84,161,5939.502946
49.864,137,5940.67532
49.819,182,5946.321593
49.831,170,5949.129924
49.844,157,5949.598526
49.82,181,5955.643901
49.822,179,5960.32834
49.846,155,5960.778714
49.825,176,5965.420758
49.844,157,5969.100347
49.829998,171,5975.226041
49.804,197,5975.688659
49.824,177,5977.380655
49.822998,178,5983.334837
49.836,165,5990.156357
49.821,180,5990.582611
49.845,156,5991.057791
49.815,186,5995.204186
49.841,160,5998.971155
49.839,162,5999.612812
49.829,172,6003.810019
49.839,162,6007.644715
49.829998,171,6012.342562
49.825,176,6014.036118
49.815,186,6017.848138
49.828,173,6021.56037
49.822,179,6027.680702
49.822998,178,6028.556237
49.845,156,6029.884386
49.829,172,6033.742807
49.841,160,6036.763569
49.851,150,6039.823881
49.814,187,6040.511739
49.835,166,6046.359332
49.843,158,6047.74556
49.84,161,6050.259759
49.852,149,6051.132931
49.85,151,6056.685923
49.838,163,6062.699528
49.813,188,6063.353477
49.818,183,6063.826766
49.822,179,6067.478959
49.836,165,6073.016906
49.827,174,6073.895434
49.827,174,6076.012882
49.852,149,6076.796318
49.853,148,6082.482628
49.842,159,6084.389015
49.836998,164,6086.352468
49.833,168,6090.798371
49.839,162,6093.899817
49.849,152,6094.766549
49.863,138,6096.081581
49.828,173,6102.446822
49.844,157,6102.965504
49.853,148,6104.056337
49.833,168,6104.914011
49.842,159,6112.360648
49.836,165,6114.34218
49.838,163,6116.028844
49.814,187,6117.597288
49.84,161,6121.789719
49.86,141,6125.325314
49.838,163,6127.960746
49.835,166,6131.392491
49.84,161,6135.976302
49.86,141,6137.490088
49.811,190,6143.690996
49.832,169,6143.691063
49.838,163,6149.083089
49.81,191,6149.606201
49.846,155,6151.323085
49.838,163,6153.388323
49.819,182,6160.205464
49.826,175,6160.702415
49.856,145,6161.221763
49.825,176,6165.036514
49.844,157,6169.704549
49.836,165,6170.854539
49.822998,178,6172.838717
49.834,167,6177.157326
49.836,165,6183.43905
49.807,194,6183.90307
49.827,174,6186.472443
49.838,163,6189.231148
49.838,163,6196.17752
49.814,187,6200.152541
49.84,161,6201.505312
49.812,189,6204.653294
49.838,163,6209.897835
49.843,158,6212.921071
49.845,156,6213.392764
49.846,155,6215.640898
49.844,157,6221.564581
49.831,170,6227.14455
49.844,157,6227.144634
49.844,157,6229.450641
49.848,153,6232.216439
49.847,154,6235.334405
49.845,156,6235.803115
49.849,152,6237.984745
49.826,175,6243.72075
49.852,149,6244.224537
49.806,195,6247.547951
49.827,174,6249.844101
49.832,169,6256.767193
49.848,153,6258.089254
49.863,138,6258.619593
49.833,168,6263.034741
49.849,152,6265.203316
49.843,158,6267.387793
49.828,173,6269.88796
49.839,162,6276.295991
49.843,158,6278.38057
49.827,174,6281.253478
49.852,149,6281.772035
49.815998,185,6288.007043
49.846,155,6289.646468
49.843,158,6292.051183
49.844,157,6295.042533
49.834,167,6302.056288
49.835,166,6304.57556
49.852,149,6306.400874
49.829,172,6306.855187
49.848,153,6312.083045
49.846,155,6314.557807
49.852,149,6315.053567
49.829998,171,6318.520413
49.85,151,6322.513759
49.829998,171,6326.682948
49.849,152,6327.158373
49.851,150,6329.35359
49.826,175,6335.078544
49.862,139,6335.575515
