#{"t_start": 1744830877.801953, "env_id": "None"}
r,l,t
49.835,166,6337.574487
49.848,153,6338.077779
49.845,156,6345.077282
49.854,147,6347.796474
49.822998,178,6348.510449
49.842,159,6350.489027
49.825,176,6359.780696
49.841,160,6361.189353
49.822,179,6366.030003
49.836,165,6366.030091
-52.165,166,6374.262541
49.84,161,6376.434832
49.85,151,6377.785774
49.819,182,6380.673184
49.858,143,6387.284136
49.84,161,6389.114562
49.848,153,6389.628389
49.842,159,6392.171033
49.839,162,6397.607785
49.843,158,6399.208794
49.856,145,6399.697543
49.839,162,6402.919332
49.827,174,6409.755924
49.844,157,6411.11217
49.827,174,6413.766847
49.835,166,6416.679134
49.832,169,6423.816638
49.822998,178,6424.58955
49.82,181,6427.270882
49.851,150,6429.064773
49.849,152,6435.891285
49.829998,171,6438.393735
49.833,168,6441.696657
49.836,165,6443.227695
49.831,170,6452.694634
49.857,144,6454.907176
49.829998,171,6455.431344
49.843,158,6457.17187
49.844,157,6465.314015
49.835,166,6468.655905
49.844,157,6470.674393
49.815998,185,6471.150655
49.822998,178,6479.289491
49.841,160,6479.852373
49.84,161,6482.342882
49.803,198,6484.37305
49.849,152,6488.671723
49.852,149,6490.335327
49.844,157,6491.688831
49.826,175,6497.001313
49.842,159,6501.430025
49.805,196,6507.995191
49.822998,178,6508.464378
49.844,157,6510.769672
49.821,180,6519.409111
49.832,169,6523.872045
49.82,181,6524.395016
49.831,170,6526.993171
49.84,161,6531.545295
49.835,166,6535.627292
49.822998,178,6537.246337
49.847,154,6538.813904
49.839,162,6544.074578
49.841,160,6546.737274
49.851,150,6547.278033
49.829,172,6550.52701
49.836998,164,6556.554235
49.853,148,6558.878486
49.832,169,6560.65983
49.833,168,6563.830507
49.836,165,6570.013608
49.835,166,6574.185567
49.839,162,6576.65443
49.827,174,6580.453909
49.851,150,6584.091796
49.835,166,6589.827873
49.844,157,6589.827961
49.833,168,6594.050872
49.834,167,6600.199936
49.847,154,6602.51991
49.835,166,6604.385748
49.835,166,6608.31085
49.833,168,6613.158319
49.849,152,6614.985518
49.831,170,6617.702776
49.84,161,6622.600801
49.821,180,6627.331294
49.853,148,6627.803435
49.817,184,6632.113138
49.841,160,6637.186915
49.836998,164,6641.572782
49.805,196,6643.672376
49.842,159,6646.232306
49.844,157,6650.008854
49.814,187,6657.321997
49.844,157,6657.798841
49.834,167,6659.525848
49.854,147,6660.016553
49.845,156,6668.926151
49.84,161,6671.587917
49.858,143,6672.112829
49.822998,178,6675.079771
49.845,156,6687.662324
49.819,182,6688.169121
49.843,158,6688.672663
49.836998,164,6691.28542
49.839,162,6702.498195
49.822,179,6702.992181
49.847,154,6703.489038
49.838,163,6705.827058
49.854,147,6710.998092
49.835,166,6714.383023
49.821,180,6714.87866
49.825,176,6718.402602
49.855,146,6725.021545
49.857,144,6725.523729
49.81,191,6726.048229
49.847,154,6726.652284
49.843,158,6737.009881
49.832,169,6737.482236
49.822,179,6740.744234
49.853,148,6741.284794
49.834,167,6750.643589
49.831,170,6751.125975
49.844,157,6752.61259
49.839,162,6753.859168
49.845,156,6762.143393
49.844,157,6762.623924
49.854,147,6764.777248
49.836998,164,6766.402387
49.856,145,6772.763452
49.845,156,6773.263833
49.846,155,6775.66612
49.836,165,6776.20341
49.829,172,6786.850507
49.801,200,6789.480918
49.834,167,6790.645969
49.827,174,6791.880441
49.843,158,6799.395949
49.839,162,6802.694645
49.824,177,6804.975261
49.826,175,6805.549722
49.834,167,6815.334501
49.833,168,6818.108607
49.838,163,6819.034043
49.824,177,6822.785084
49.836,165,6829.969568
49.839,162,6832.326525
49.815998,185,6834.456699
49.836998,164,6836.191746
49.822,179,6844.66699
49.843,158,6846.100688
49.846,155,6849.282475
49.828,173,6851.088339
49.836,165,6859.595378
49.836,165,6862.144459
49.845,156,6862.730602
49.839,162,6865.451057
49.839,162,6874.962607
49.846,155,6875.474113
49.843,158,6876.972314
49.846,155,6878.371384
49.838,163,6885.501558
49.828,173,6887.864996
49.821,180,6892.05666
49.822998,178,6892.57242
49.838,163,6900.827899
49.844,157,6901.342201
49.835,166,6904.821396
49.836,165,6906.839796
49.835,166,6916.677878
49.842,159,6918.116916
49.858,143,6918.699013
49.853,148,6919.212113
49.851,150,6928.042872
49.82,181,6928.782464
49.836998,164,6930.976213
49.835,166,6932.857069
49.84,161,6942.727902
49.854,147,6943.226907
49.844,157,6945.816209
49.853,148,6946.322605
49.851,150,6953.049485
49.836998,164,6955.340178
49.851,150,6955.916542
49.839,162,6957.997608
49.852,149,6968.627543
49.829,172,6968.627623
49.847,154,6970.119433
49.831,170,6972.056716
49.843,158,6980.803511
49.84,161,6981.970558
49.836,165,6984.881131
49.845,156,6985.426786
49.828,173,6995.248585
49.824,177,6995.764592
49.822,179,6997.689795
49.819,182,7000.921586
49.845,156,7009.070998
49.836998,164,7009.596202
49.839,162,7011.82593
49.861,140,7012.334237
49.832,169,7024.349025
49.836,165,7024.860932
49.846,155,7025.439669
49.841,160,7027.115298
49.847,154,7034.43913
49.834,167,7036.394842
49.833,168,7038.547578
49.836998,164,7040.387453
49.844,157,7048.862418
49.824,177,7049.366787
49.834,167,7053.37096
49.842,159,7054.326857
49.843,158,7061.940228
49.842,159,7063.574751
49.853,148,7064.129036
49.848,153,7064.692654
49.845,156,7071.167438
49.848,153,7071.66809
49.85,151,7072.206711
49.821,180,7074.887696
49.852,149,7081.069242
49.834,167,7084.295541
49.844,157,7084.806689
49.829,172,7087.548927
49.858,143,7094.739916
49.835,166,7095.973777
49.829,172,7098.988786
49.834,167,7102.876339
49.852,149,7108.530493
49.838,163,7110.426993
49.836998,164,7113.292154
49.835,166,7117.975876
49.842,159,7121.892081
49.848,153,7123.32894
49.845,156,7125.323991
49.835,166,7129.227922
49.844,157,7132.391765
49.836,165,7135.326511
49.836998,164,7138.61511
49.86,141,7140.903306
49.851,150,7145.005294
49.841,160,7149.011493
49.841,160,7151.61631
49.822,179,7157.289259
49.846,155,7159.737687
49.851,150,7161.198106
49.845,156,7163.40644
49.833,168,7169.484029
49.834,167,7174.955043
49.814,187,7175.47369
49.849,152,7177.852595
49.862,139,7179.293405
49.847,154,7186.058122
49.841,160,7187.555261
49.828,173,7189.95758
49.839,162,7193.589519
49.841,160,7199.030119
49.827,174,7202.429395
49.853,148,7202.957252
49.849,152,7204.296208
49.828,173,7213.794017
49.831,170,7217.566189
49.827,174,7218.333101
49.843,158,7219.860937
49.844,157,7227.80533
49.828,173,7230.962203
49.831,170,7231.989456
49.848,153,7232.563897
49.832,169,7241.929136
49.854,147,7242.469814
49.847,154,7243.953309
49.854,147,7244.527318
49.841,160,7252.214707
49.847,154,7256.049613
49.848,153,7256.862239
49.822,179,7257.394572
49.844,157,7263.345514
49.849,152,7265.23768
49.839,162,7267.721494
49.844,157,7267.721581
49.862,139,7273.825268
49.848,153,7274.398077
49.84,161,7277.864527
49.838,163,7278.900563
49.857,144,7285.611614
49.85,151,7288.159207
49.844,157,7288.749991
49.82,181,7289.272611
49.829,172,7297.176482
49.853,148,7297.763025
49.858,143,7298.345595
49.845,156,7299.844275
49.847,154,7307.322211
49.836998,164,7310.851104
49.824,177,7312.619919
49.836,165,7313.138958
49.839,162,7321.608939
49.856,145,7322.185872
49.853,148,7322.790402
49.851,150,7323.321588
49.845,156,7331.412645
49.86,141,7334.279106
49.841,160,7334.279192
49.838,163,7336.489534
49.847,154,7345.497427
49.831,170,7348.823916
49.825,176,7349.421422
49.832,169,7353.592639
49.836,165,7360.166402
49.846,155,7363.124285
49.834,167,7363.671027
49.853,148,7364.19905
49.841,160,7372.867448
49.842,159,7375.456226
49.843,158,7378.127022
49.829998,171,7378.67031
49.843,158,7386.677675
49.853,148,7387.312941
49.849,152,7387.86536
49.828,173,7392.692103
49.836998,164,7400.111604
49.829998,171,7402.63236
49.827,174,7405.027052
49.833,168,7408.910454
49.847,154,7414.263328
49.866,135,7416.068936
49.843,158,7418.823932
49.842,159,7423.66364
49.822998,178,7432.436493
49.84,161,7434.849531
49.836,165,7437.911317
49.845,156,7438.467587
49.845,156,7446.271724
49.828,173,7448.509522
49.844,157,7450.676744
49.836,165,7453.387533
49.85,151,7460.012905
49.858,143,7460.861029
49.836998,164,7464.364373
49.836998,164,7467.91375
49.847,154,7472.036539
49.833,168,7476.412386
49.855,146,7476.999718
49.836998,164,7481.10674
49.843,158,7486.148455
49.851,150,7491.895098
49.802,199,7492.515221
49.838,163,7496.997089
49.829998,171,7503.396739
49.84,161,7507.533419
49.838,163,7510.02851
49.845,156,7513.448288
49.849,152,7518.81742
49.851,150,7520.83928
49.826,175,7526.697927
49.822998,178,7529.504561
49.838,163,7533.681998
49.841,160,7537.71427
49.843,158,7540.465347
49.853,148,7541.04448
49.862,139,7543.504792
49.85,151,7547.72119
49.855,146,7550.278562
49.841,160,7552.098959
49.853,148,7554.60019
49.853,148,7558.363842
49.85,151,7562.197372
49.824,177,7566.420196
49.848,153,7567.906688
49.832,169,7572.105617
49.842,159,7578.082571
49.85,151,7580.46246
49.838,163,7582.92497
49.847,154,7585.505964
49.849,152,7589.829497
49.827,174,7595.587625
49.826,175,7597.742591
49.847,154,7600.006658
49.829998,171,7605.541014
49.833,168,7610.151631
49.848,153,7611.473014
49.852,149,7614.842445
49.833,168,7620.355316
49.842,159,7623.904927
49.82,181,7627.425696
49.842,159,7629.62287
49.857,144,7632.000084
49.855,146,7636.285814
49.861,140,7638.293397
49.843,158,7639.820611
49.829,172,7645.799306
49.858,143,7647.845787
49.849,152,7650.894429
49.834,167,7651.442665
49.84,161,7657.497176
49.832,169,7661.034049
49.843,158,7664.458222
49.836998,164,7665.216216
49.843,158,7669.205154
49.847,154,7670.573987
49.844,157,7673.346641
49.832,169,7675.395949
49.847,154,7679.071878
49.854,147,7682.298713
49.829,172,7688.160762
49.835,166,7690.182993
49.846,155,7693.962368
49.848,153,7698.064954
49.845,156,7701.402907
49.848,153,7703.042442
49.846,155,7706.874469
49.847,154,7710.26209
49.838,163,7715.585804
49.836,165,7716.597363
49.843,158,7719.472669
49.853,148,7720.047748
49.852,149,7727.778788
49.834,167,7730.372656
49.821,180,7736.219365
49.833,168,7737.026416
49.838,163,7743.452334
49.857,144,7744.25118
49.849,152,7745.982229
49.832,169,7749.814072
49.851,150,7752.450726
49.845,156,7755.285761
49.846,155,7760.150226
49.846,155,7764.617542
49.847,154,7767.388069
49.836998,164,7770.917571
49.846,155,7773.772297
49.824,177,7777.026444
49.855,146,7778.974437
49.854,147,7781.009477
49.842,159,7787.308244
49.866,135,7791.270735
49.838,163,7791.845645
49.839,162,7796.413466
49.856,145,7800.814065
49.852,149,7805.162473
49.838,163,7805.98002
49.836998,164,7809.640841
49.828,173,7816.522584
49.829,172,7823.099076
49.839,162,7823.641332
49.815,186,7829.156686
49.844,157,7833.196762
49.842,159,7837.313015
49.841,160,7837.863005
49.854,147,7840.462969
49.828,173,7845.333439
49.856,145,7847.92259
49.82,181,7850.292857
49.856,145,7852.908505
49.831,170,7861.624236
49.856,145,7862.170051
49.841,160,7865.313958
49.846,155,7867.453045
49.846,155,7875.631973
49.826,175,7878.418857
49.838,163,7881.526921
49.839,162,7885.042326
49.844,157,7892.299539
49.834,167,7894.662999
49.824,177,7899.031688
49.838,163,7900.572293
49.827,174,7908.599584
49.847,154,7909.165035
49.857,144,7910.82739
49.85,151,7910.827459
49.847,154,7920.990891
49.831,170,7921.611179
49.846,155,7924.596875
49.815,186,7926.913886
49.842,159,7933.897044
49.843,158,7935.273406
49.824,177,7938.297517
49.851,150,7938.84004
49.841,160,7947.331927
49.832,169,7947.896252
49.848,153,7949.510826
49.838,163,7952.579354
49.834,167,7965.097025
49.818,183,7965.696344
49.849,152,7966.281179
49.853,148,7966.838368
49.852,149,7974.57407
49.839,162,7976.956755
49.847,154,7977.531423
49.854,147,7978.085276
49.825,176,7987.918823
49.856,145,7988.484485
49.85,151,7989.069756
49.813,188,7991.165586
49.855,146,7998.663811
49.847,154,8000.317834
49.851,150,8001.907936
49.84,161,8005.015459
49.852,149,8012.292612
49.842,159,8014.173642
49.851,150,8014.750351
49.848,153,8017.614748
49.847,154,8026.142874
49.849,152,8027.786898
49.852,149,8028.361375
49.851,150,8029.011863
49.836998,164,8039.116795
49.847,154,8040.018991
49.839,162,8042.140287
49.855,146,8042.764121
49.846,155,8051.934837
49.856,145,8052.77306
49.833,168,8054.878632
49.854,147,8055.477737
49.86,141,8061.94099
49.839,162,8064.854184
49.863,138,8068.36141
49.815,186,8069.01636
49.859,142,8077.828284
49.847,154,8078.458553
49.851,150,8079.038617
49.863,138,8079.696693
49.847,154,8088.341598
49.855,146,8088.958866
49.84,161,8091.066015
49.825,176,8095.28942
49.834,167,8102.523795
49.845,156,8104.602051
49.827,174,8107.504801
49.842,159,8109.851806
49.852,149,8118.209704
49.836998,164,8120.858436
49.82,181,8125.563155
49.824,177,8126.187739
49.847,154,8130.168197
49.834,167,8137.222066
49.857,144,8139.895078
49.854,147,8140.534015
49.851,150,8142.971439
49.853,148,8147.008967
49.849,152,8150.557061
49.855,146,8151.203542
49.856,145,8153.896351
49.848,153,8157.019871
49.859,142,8159.386955
49.834,167,8162.583451
49.843,158,8167.710521
49.843,158,8173.350434
49.858,143,8173.939173
49.845,156,8176.586824
49.851,150,8181.290257
49.86,141,8183.679881
49.852,149,8184.276619
49.843,158,8189.587937
49.845,156,8194.127869
49.841,160,8197.730026
49.836,165,8200.431613
49.808,193,8207.73645
49.847,154,8208.861455
49.85,151,8210.789113
49.859,142,8211.377556
49.85,151,8219.658116
49.841,160,8222.437397
49.846,155,8224.144349
49.845,156,8225.976372
49.835,166,8237.166509
49.838,163,8237.808444
49.857,144,8238.418916
49.853,148,8239.029458
49.846,155,8248.51966
49.839,162,8250.98852
49.851,150,8251.587928
49.851,150,8252.20354
49.852,149,8264.491323
49.833,168,8266.184248
49.814,187,8266.785778
49.849,152,8268.375173
49.854,147,8276.317447
49.843,158,8279.071993
49.827,174,8282.168956
49.832,169,8282.738915
49.846,155,8293.736138
49.851,150,8294.409504
49.86,141,8295.005469
49.851,150,8295.586821
49.848,153,8304.625408
49.867,134,8306.507248
49.842,159,8307.398383
49.836,165,8310.105706
49.857,144,8318.581439
49.839,162,8322.693103
49.836,165,8323.329559
49.851,150,8323.921101
49.841,160,8333.653023
49.84,161,8337.365148
49.843,158,8338.013645
49.852,149,8338.587574
49.841,160,8345.423824
49.863,138,8346.029524
49.854,147,8346.618468
49.835,166,8349.152878
49.829998,171,8359.353717
49.846,155,8363.224532
49.841,160,8363.224612
49.85,151,8363.892108
49.848,153,8376.285069
49.834,167,8376.876782
49.832,169,8377.771473
49.836998,164,8380.323281
49.845,156,8390.40134
49.854,147,8392.672553
49.829,172,8392.672615
49.828,173,8393.795387
49.841,160,8404.275217
49.841,160,8407.713707
49.828,173,8410.691061
49.84,161,8411.262433
49.84,161,8421.328846
49.841,160,8424.611862
49.854,147,8424.61195
49.852,149,8425.191476
49.841,160,8433.692719
49.857,144,8435.085894
49.847,154,8437.125525
49.831,170,8438.310735
49.852,149,8446.608566
49.852,149,8447.191082
49.85,151,8448.847393
49.841,160,8451.89461
49.845,156,8461.371695
49.843,158,8464.169986
49.845,156,8466.073757
49.844,157,8468.581861
49.854,147,8476.546803
49.845,156,8477.398318
49.847,154,8480.598044
49.829998,171,8483.417521
49.859,142,8490.529176
49.839,162,8493.451579
49.84,161,8495.904475
49.854,147,8496.603011
49.848,153,8507.29296
49.851,150,8508.888897
49.846,155,8511.841037
49.854,147,8512.517392
49.843,158,8523.039088
49.846,155,8524.651587
49.851,150,8525.266041
49.84,161,8527.003426
49.859,142,8535.740377
49.836,165,8537.966754
49.833,168,8540.243793
49.838,163,8543.783315
49.848,153,8555.742421
49.827,174,8556.332178
49.845,156,8559.912789
49.855,146,8560.581655
49.848,153,8569.181511
49.851,150,8569.769308
49.831,170,8574.752491
49.847,154,8575.652846
49.841,160,8585.472581
49.846,155,8586.837194
49.852,149,8588.581073
49.834,167,8591.107775
49.844,157,8600.712269
49.838,163,8601.3131
49.843,158,8604.409219
49.849,152,8606.103482
49.851,150,8614.042529
49.843,158,8615.905617
49.836,165,8619.817626
49.845,156,8620.92438
49.86,141,8627.284581
49.851,150,8627.881909
49.848,153,8631.318053
49.836,165,8633.783844
49.845,156,8643.056559
49.844,157,8644.968515
49.848,153,8646.745703
49.855,146,8647.35703
49.852,149,8655.570365
49.84,161,8656.987729
49.843,158,8660.111703
49.85,151,8660.111785
49.853,148,8667.206591
49.85,151,8668.901891
49.844,157,8670.76784
49.842,159,8671.934952
49.861,140,8679.343217
49.832,169,8682.06178
49.844,157,8685.51122
49.839,162,8686.972815
49.847,154,8695.060003
49.814,187,8698.895916
49.851,150,8699.590077
49.847,154,8701.226198
49.847,154,8708.853369
49.84,161,8711.618755
49.856,145,8712.24912
49.838,163,8715.303891
49.844,157,8722.229343
49.862,139,8723.445938
49.84,161,8725.39575
49.846,155,8729.21665
49.832,169,8737.125694
49.861,140,8737.764646
49.864,137,8738.476937
49.848,153,8739.873963
49.85,151,8747.643436
49.853,148,8748.27329
49.847,154,8751.464437
49.831,170,8752.699389
49.851,150,8762.697377
49.841,160,8766.577907
49.863,138,8767.19984
49.863,138,8767.878272
49.85,151,8777.887442
49.858,143,8778.530119
49.855,146,8781.804668
49.836,165,8782.404591
49.859,142,8792.035624
49.855,146,8792.674608
49.86,141,8793.327658
49.849,152,8793.985533
49.861,140,8802.055796
49.825,176,8805.224012
49.846,155,8808.268891
49.827,174,8811.015716
49.849,152,8815.611787
49.848,153,8820.396563
49.829998,171,8822.335347
49.838,163,8825.313158
49.829,172,8831.661303
49.843,158,8835.369277
49.834,167,8837.717387
49.826,175,8839.853042
49.843,158,8845.296668
49.824,177,8853.628279
49.832,169,8854.269728
49.836998,164,8856.531604
49.844,157,8861.097935
49.847,154,8867.914413
49.842,159,8870.892663
49.843,158,8872.60918
49.841,160,8877.142661
49.848,153,8881.431844
49.841,160,8884.931514
49.841,160,8887.472844
49.846,155,8892.126446
49.853,148,8896.91929
49.847,154,8900.846241
49.843,158,8903.36243
49.851,150,8905.636484
49.829,172,8915.654052
49.844,157,8917.929765
49.855,146,8918.559842
49.841,160,8922.899636
49.853,148,8930.878216
49.835,166,8931.848983
49.847,154,8932.479601
49.839,162,8936.390936
49.851,150,8940.88709
49.839,162,8946.47438
49.831,170,8947.927408
49.842,159,8952.629036
49.847,154,8958.1914
49.831,170,8963.49016
49.848,153,8964.633424
49.845,156,8969.701067
49.853,148,8973.05211
49.836,165,8980.798271
49.811,190,8983.116643
49.841,160,8986.791011
49.827,174,8992.802027
49.851,150,8995.586628
49.824,177,9001.816024
49.849,152,9002.938868
49.846,155,9007.008731
49.858,143,9009.979316
49.85,151,9012.178561
49.844,157,9014.408123
49.842,159,9020.297257
49.851,150,9022.03797
49.853,148,9023.307947
49.842,159,9024.901062
49.856,145,9028.07783
49.834,167,9033.779098
49.861,140,9034.440504
49.827,174,9040.32515
49.845,156,9044.319431
49.853,148,9045.540649
49.841,160,9050.319103
49.835,166,9057.015088
49.843,158,9061.647265
49.835,166,9064.734059
49.835,166,9070.73112
49.849,152,9072.829078
49.85,151,9075.126026
49.842,159,9080.607431
49.846,155,9084.351671
49.84,161,9087.749205
49.829,172,9092.735438
49.847,154,9093.965442
49.843,158,9097.139234
49.849,152,9102.132627
49.845,156,9105.292144
49.846,155,9107.336266
49.843,158,9109.710751
49.849,152,9113.277569
49.858,143,9115.311246
49.859,142,9118.135111
49.842,159,9124.975509
49.843,158,9129.813754
49.846,155,9131.607452
49.834,167,9138.312669
49.836998,164,9143.96376
49.821,180,9148.967176
49.855,146,9149.60848
49.857,144,9151.885888
49.856,145,9157.335517
49.84,161,9162.754061
49.846,155,9163.38891
49.846,155,9168.192082
49.85,151,9174.155238
49.854,147,9177.133384
49.828,173,9180.702748
49.85,151,9182.159966
49.84,161,9188.484583
49.862,139,9190.890324
49.85,151,9191.633132
49.84,161,9196.985001
49.846,155,9203.272502
49.846,155,9207.244221
49.851,150,9207.97226
49.853,148,9210.750062
49.848,153,9215.84129
49.857,144,9218.681241
49.85,151,9219.432675
49.859,142,9220.070241
49.832,169,9231.700899
49.843,158,9235.105118
49.831,170,9240.251583
49.834,167,9241.970415
49.857,144,9253.476916
49.843,158,9254.626521
49.858,143,9255.402544
49.842,159,9258.499035
49.86,141,9264.333912
49.846,155,9268.352437
49.856,145,9269.123502
49.855,146,9271.416752
49.852,149,9278.849432
49.835,166,9283.472658
49.852,149,9284.206674
49.839,162,9289.204173
49.845,156,9294.349532
49.869,132,9297.555064
49.838,163,9300.172833
49.853,148,9302.799267
49.855,146,9307.584723
49.852,149,9312.992864
49.836,165,9314.002738
49.859,142,9315.26151
49.832,169,9325.503054
49.858,143,9326.179221
49.829998,171,9329.089912
49.833,168,9333.093983
49.85,151,9341.07336
49.846,155,9341.789492
49.847,154,9343.644807
49.842,159,9347.731394
49.847,154,9353.971103
49.855,146,9356.855067
49.834,167,9358.731861
49.844,157,9363.618852
49.85,151,9366.840003
49.846,155,9371.674542
49.828,173,9376.62872
49.844,157,9379.415416
49.852,149,9383.189602
49.835,166,9384.619836
49.85,151,9387.728495
49.852,149,9389.623926
49.849,152,9393.34523
49.822998,178,9396.605899
49.849,152,9398.587022
49.85,151,9400.093178
49.841,160,9407.016105
49.841,160,9410.381296
49.862,139,9411.107097
49.845,156,9412.899627
49.843,158,9423.511086
49.867,134,9424.138854
49.824,177,9429.985177
49.84,161,9431.793116
49.853,148,9436.457701
49.849,152,9439.37663
49.85,151,9440.784897
49.842,159,9445.292174
49.851,150,9447.194043
49.834,167,9451.437702
49.849,152,9453.089835
49.847,154,9457.548513
49.841,160,9465.224066
49.852,149,9468.113531
49.85,151,9468.920772
49.847,154,9471.870889
49.849,152,9477.117511
49.843,158,9482.462866
49.842,159,9485.555671
49.831,170,9491.811105
49.849,152,9493.976955
49.852,149,9494.925152
49.852,149,9497.949826
49.839,162,9505.135813
49.836998,164,9509.435567
49.851,150,9510.070142
49.852,149,9512.770192
49.843,158,9518.350517
49.852,149,9521.070443
49.843,158,9524.225694
49.851,150,9526.942824
49.845,156,9533.279235
49.855,146,9536.183376
49.85,151,9537.94849
49.838,163,9543.194169
49.854,147,9547.452193
49.863,138,9548.145804
49.835,166,9554.135189
49.836,165,9562.677194
49.847,154,9566.742861
49.846,155,9569.682476
49.84,161,9575.391831
49.856,145,9578.712036
49.84,161,9582.427976
49.813,188,9588.58846
49.833,168,9592.543491
49.842,159,9596.12553
49.833,168,9602.85202
49.838,163,9607.875104
49.845,156,9609.673987
49.844,157,9613.833395
49.853,148,9617.99407
49.854,147,9621.908094
49.845,156,9624.960365
49.85,151,9625.718637
49.85,151,9628.725111
49.844,157,9635.925735
49.856,145,9637.189653
49.843,158,9640.506991
49.839,162,9647.074021
49.835,166,9651.576882
49.847,154,9652.236944
49.841,160,9657.513108
49.856,145,9662.546357
49.853,148,9666.903657
49.852,149,9667.552823
49.86,141,9670.600308
49.861,140,9673.591984
49.858,143,9678.988759
49.838,163,9681.808418
49.855,146,9682.57454
49.847,154,9686.019354
49.852,149,9690.4868
49.838,163,9695.654734
49.851,150,9696.409684
49.851,150,9699.358428
49.841,160,9709.992309
49.817,184,9710.644574
49.849,152,9713.612353
49.853,148,9715.484879
49.855,146,9724.717721
49.847,154,9727.123397
49.846,155,9728.987987
49.846,155,9730.854809
49.856,145,9739.754528
49.854,147,9740.45186
49.851,150,9741.183422
49.842,159,9744.467091
49.853,148,9754.204015
49.862,139,9754.960657
49.847,154,9755.64904
49.835,166,9761.93852
49.839,162,9772.652858
49.836,165,9773.405126
49.822998,178,9773.405211
49.815,186,9779.740475
49.847,154,9783.034766
49.843,158,9784.297371
49.841,160,9785.024201
49.85,151,9793.557478
49.845,156,9796.448831
49.844,157,9797.965806
49.843,158,9799.83299
49.839,162,9809.220936
49.862,139,9809.961646
49.848,153,9811.302016
49.832,169,9813.10921
49.844,157,9824.277737
49.85,151,9826.177909
49.856,145,9826.929459
49.851,150,9827.600681
49.846,155,9839.859086
49.854,147,9840.575569
49.851,150,9841.337092
49.852,149,9842.008785
49.85,151,9851.977688
49.855,146,9852.687488
49.834,167,9858.266571
49.844,157,9858.903744
49.836998,164,9870.15267
49.85,151,9871.974628
49.85,151,9874.844832
49.84,161,9876.704871
49.848,153,9890.738408
49.833,168,9891.395498
49.853,148,9892.099738
49.843,158,9895.688266
49.849,152,9903.508647
49.85,151,9904.171925
49.843,158,9908.018717
49.849,152,9909.895945
49.854,147,9917.522475
49.842,159,9919.373619
49.853,148,9920.079062
49.849,152,9921.974112
49.855,146,9931.320805
49.856,145,9932.014019
49.849,152,9935.681021
49.829,172,9936.340808
49.848,153,9945.336958
49.849,152,9946.029662
49.854,147,9946.853764
49.847,154,9948.689398
49.854,147,9960.867153
49.843,158,9962.405734
49.855,146,9965.718487
49.84,161,9966.464154
49.85,151,9973.956844
49.841,160,9977.485407
49.853,148,9978.225617
49.839,162,9982.083884
49.845,156,9993.876525
47.829998,171,9994.563003
49.846,155,9996.398513
49.849,152,9998.353608
49.857,144,10007.29372
49.836,165,10011.444927
49.863,138,10012.124959
49.847,154,10014.347404
49.854,147,10024.328631
49.847,154,10027.035865
49.832,169,10027.703827
49.835,166,10032.260312
49.852,149,10035.883827
49.859,142,10038.281723
49.847,154,10040.074131
49.835,166,10045.202835
49.851,150,10051.112093
49.841,160,10056.486285
49.844,157,10058.301798
49.822,179,10069.694661
49.835,166,10074.2348
49.862,139,10074.924625
49.85,151,10076.256869
49.839,162,10087.496304
49.842,159,10091.38423
49.846,155,10093.234389
49.849,152,10095.369846
49.857,144,10104.861174
49.847,154,10105.623653
49.838,163,10108.04088
49.846,155,10110.002881
49.851,150,10117.240113
49.864,137,10119.138212
49.852,149,10121.043463
49.845,156,10124.449662
49.853,148,10129.949394
49.843,158,10134.771216
49.851,150,10135.493424
49.855,146,10137.941593
49.841,160,10146.823414
49.85,151,10147.555091
49.857,144,10148.256922
49.858,143,10148.945696
49.851,150,10159.00061
49.853,148,10159.742389
49.853,148,10162.96539
49.836,165,10165.008352
49.858,143,10173.218307
49.845,156,10176.854747
49.859,142,10177.558262
49.85,151,10178.61373
49.845,156,10188.836937
49.848,153,10190.736877
49.848,153,10192.580109
49.835,166,10197.929873
49.838,163,10207.450011
49.852,149,10208.491286
49.849,152,10211.033914
49.813,188,10213.764916
49.847,154,10219.068111
49.836998,164,10223.965225
49.852,149,10225.984881
49.829,172,10228.010836
49.851,150,10231.263538
49.84,161,10239.422058
49.848,153,10241.970846
49.853,148,10242.975057
49.838,163,10249.882037
49.848,153,10252.415752
-48.154,155,10254.879582
49.828,173,10260.304868
49.848,153,10266.519243
49.85,151,10272.101199
49.865,136,10272.794815
49.836998,164,10278.881616
49.845,156,10284.681116
49.848,153,10287.602738
49.845,156,10290.663915
49.853,148,10293.786014
49.853,148,10299.362425
49.839,162,10305.074758
49.847,154,10306.926097
49.825,176,10315.589145
49.854,147,10318.747348
49.858,143,10322.274397
49.845,156,10322.274484
49.853,148,10327.53063
49.845,156,10331.104739
49.85,151,10333.313122
49.848,153,10334.331383
49.849,152,10338.815374
49.841,160,10343.841707
49.85,151,10345.271172
49.846,155,10347.915262
49.866,135,10351.050032
49.854,147,10356.085706
49.85,151,10359.150527
49.848,153,10361.019189
49.843,158,10366.52053
49.838,163,10375.926422
49.849,152,10379.348497
49.838,163,10382.749298
49.856,145,10385.876705
49.85,151,10391.515823
49.855,146,10394.586796
49.843,158,10398.338859
49.846,155,10401.140715
49.856,145,10406.723477
49.864,137,10407.425382
49.849,152,10410.503273
49.835,166,10418.445054
49.845,156,10423.693635
49.853,148,10424.413127
49.847,154,10428.796042
