time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/iterations,train/n_updates,train/clip_range,train/learning_rate,train/clip_fraction,train/loss,train/value_loss,train/explained_variance,train/entropy_loss,train/policy_gradient_loss,train/approx_kl
307200,695.58,16727.3,106,2897,150,1490,0.2,0.0003,0.023828125,74861.734375,118820.42960205078,0.0,-0.8225335113704204,-0.005742746179021196,0.0043273303
309248,697.08,16761.7,105,2928,151,1500,0.2,0.0003,0.01806640625,48371.72265625,102508.14533691407,0.0,-0.8944092012941838,-0.0049774662562413145,0.0031257542
311296,699.37,16770.11,105,2960,152,1510,0.2,0.0003,0.015625,31583.7734375,58689.96112060547,0.0,-0.9123566804453731,-0.004975088109495119,0.0030633803
313344,698.5,16700.57,104,2993,153,1520,0.2,0.0003,0.042919921875,26900.494140625,53751.188232421875,1.1920928955078125e-07,-0.9285554256290197,-0.008523874011734734,0.0049552415
315392,702.32,16766.68,104,3025,154,1530,0.2,0.0003,0.041015625,16802.14453125,44202.51680908203,1.1920928955078125e-07,-0.943290943466127,-0.008815186769061257,0.0053763585
317440,703.46,16725.66,103,3067,155,1540,0.2,0.0003,0.054931640625,18906.78125,44439.24283447266,0.0,-0.9255931152030825,-0.008122399774583755,0.006085305
319488,703.83,16738.44,102,3108,156,1550,0.2,0.0003,0.031396484375,21280.919921875,42545.552416992185,0.0,-0.9249912731349468,-0.006979168116231449,0.0036149423
321536,703.72,16697.64,102,3151,157,1560,0.2,0.0003,0.0703125,30940.66015625,49854.409606933594,0.0,-0.9296580769121647,-0.009646985515428242,0.005689797
323584,704.42,16665.9,101,3184,158,1570,0.2,0.0003,0.03720703125,21529.158203125,40733.78076782227,0.0,-0.8991299875080585,-0.006502926908433437,0.004540311
325632,706.44,16651.02,100,3227,159,1580,0.2,0.0003,0.014501953125,27835.2734375,48325.95603027344,1.1920928955078125e-07,-0.9632747180759906,-0.00694804097256565,0.0033275213
327680,708.91,16640.9,100,3271,160,1590,0.2,0.0003,0.01767578125,27207.732421875,43139.51922607422,1.1920928955078125e-07,-0.9108809815719724,-0.005161439508083276,0.0037253175
329728,709.62,16647.55,99,3313,161,1600,0.2,0.0003,0.028173828125,16119.982421875,40736.79324951172,0.0,-0.9189525611698628,-0.00674194218518096,0.0038701242
331776,708.43,16590.15,99,3347,162,1610,0.2,0.0003,0.0267578125,23507.94921875,47018.746032714844,0.0,-0.900510362163186,-0.007328723251703195,0.0034303658
333824,707.37,16542.97,99,3371,163,1620,0.2,0.0003,0.049609375,22672.21484375,49581.36411132813,0.0,-0.9059398902580142,-0.008274290428380482,0.0047759973
335872,710.24,16652.98,98,3396,164,1630,0.2,0.0003,0.044921875,15530.7734375,43536.19955444336,2.384185791015625e-07,-0.9107039276510477,-0.006928196110675344,0.0039485157
337920,709.08,16641.16,98,3419,165,1640,0.2,0.0003,0.037548828125,30949.087890625,69032.09482421874,0.0,-0.9052533196285367,-0.010187403537020145,0.004000443
339968,709.07,16663.79,98,3453,166,1650,0.2,0.0003,0.024951171875,27749.994140625,51646.214318847655,-1.1920928955078125e-07,-0.9442737011238933,-0.0050157880672486495,0.003781809
342016,710.3,16679.09,97,3497,167,1660,0.2,0.0003,0.0373046875,27665.830078125,52392.768615722656,0.0,-0.9094068672508001,-0.0077742353169924176,0.0060795303
344064,711.27,16776.6,97,3543,168,1670,0.2,0.0003,0.039404296875,35623.1875,77678.76237792968,1.1920928955078125e-07,-0.9122322989627719,-0.00820926273081568,0.0050117965
346112,713.18,16829.38,97,3567,169,1680,0.2,0.0003,0.02900390625,35843.625,85414.49348144532,-1.1920928955078125e-07,-0.9300752995535732,-0.00838323049574683,0.0036775246
348160,713.33,16775.82,96,3592,170,1690,0.2,0.0003,0.03466796875,21788.4765625,53285.88049316406,1.1920928955078125e-07,-0.9208548316732049,-0.00878582306104363,0.004933676
350208,714.54,16803.0,96,3626,171,1700,0.2,0.0003,0.023681640625,29385.0390625,66909.11561279297,0.0,-0.9253344094380737,-0.007190157046716194,0.003285194
352256,713.48,16703.13,96,3650,172,1710,0.2,0.0003,0.04091796875,29256.19140625,48772.87381591797,5.960464477539062e-07,-0.9152008518576622,-0.009610729147243546,0.0045867427
354304,714.35,16698.74,96,3675,173,1720,0.2,0.0003,0.02470703125,23676.837890625,38589.05092163086,0.016498029232025146,-0.9110275145620108,-0.005257844348670914,0.0038798866
356352,716.31,16671.49,96,3710,174,1730,0.2,0.0003,0.03994140625,23617.763671875,48438.652923583984,-0.03156936168670654,-0.9286163333803416,-0.007420481189910788,0.004579235
358400,715.7,16592.33,95,3746,175,1740,0.2,0.0003,0.024560546875,15678.1279296875,36920.09421386719,0.004181504249572754,-0.9257879182696342,-0.006617495684986352,0.003328134
360448,714.44,16472.42,95,3792,176,1750,0.2,0.0003,0.044921875,18699.255859375,41978.20361328125,0.024612247943878174,-0.9194080656394362,-0.004581290695932693,0.0057017896
362496,713.73,16389.73,94,3828,177,1760,0.2,0.0003,0.053955078125,14167.3720703125,36810.53410644531,3.993511199951172e-05,-0.8915556227788329,-0.007782395995309344,0.0055898014
364544,713.22,16330.65,94,3864,178,1770,0.2,0.0003,0.030029296875,21062.85546875,46737.321606445315,0.003817319869995117,-0.8903765644878149,-0.004072245515999384,0.0042407406
366592,713.77,16354.65,94,3899,179,1780,0.2,0.0003,0.0,19352.427734375,41087.00659790039,0.3159668445587158,-0.957558399066329,-0.0011332356276398058,0.00036157243
368640,714.88,16308.43,93,3935,180,1790,0.2,0.0003,0.009375,15263.7900390625,32684.613317871095,0.39759349822998047,-0.9453763669356704,-0.0014161440640236833,0.0026286296
370688,714.19,16227.31,93,3982,181,1800,0.2,0.0003,0.018359375,17166.400390625,43759.8537902832,0.6486713886260986,-0.8933915423229337,-0.0034006407935521566,0.004329432
372736,713.47,16236.61,92,4030,182,1810,0.2,0.0003,0.019921875,21704.04296875,50206.61958007813,0.0009009242057800293,-0.875259211845696,-0.003320350404101191,0.0031752628
374784,713.54,16259.62,91,4077,183,1820,0.2,0.0003,0.009375,23753.392578125,55292.94641113281,0.45922237634658813,-0.8733378076925874,-0.0028134693740867077,0.0030781443
376832,714.08,16154.83,91,4114,184,1830,0.2,0.0003,0.0171875,19216.69921875,53190.969458007814,0.6072073578834534,-0.8545278817415237,-0.005254217494803015,0.0032285755
378880,713.08,16122.97,91,4152,185,1840,0.2,0.0003,0.004736328125,16082.59375,34023.517205810545,0.4521978497505188,-0.8423259072005749,-0.0025431813875911756,0.0020451301
380928,711.41,16095.42,90,4188,186,1850,0.2,0.0003,0.01220703125,28389.400390625,67603.63283691407,0.35174447298049927,-0.8468781590461731,-0.0031281910771213004,0.0025440536
382976,711.03,16108.46,90,4226,187,1860,0.2,0.0003,0.012158203125,28598.951171875,53390.73212890625,0.7634603381156921,-0.8343205029144883,-0.0036715888301841913,0.001436617
385024,709.17,16143.91,90,4274,188,1870,0.2,0.0003,0.04326171875,33305.453125,63836.67982177735,0.1804010272026062,-0.8305361285805702,-0.004845437636686256,0.006101002
387072,707.61,16120.72,89,4323,189,1880,0.2,0.0003,0.015576171875,16972.884765625,49222.031756591794,0.04183089733123779,-0.8362799677997828,-0.0032859402046597095,0.0030869953
389120,706.77,16101.07,88,4373,190,1890,0.2,0.0003,0.0283203125,19401.96484375,41045.53178710937,0.005747318267822266,-0.8291746081784368,-0.0031549536797683686,0.0017847036
391168,706.15,16137.94,88,4422,191,1900,0.2,0.0003,0.026025390625,12150.6142578125,33237.82239990235,0.5578765869140625,-0.8711744528263807,-0.004907126481703017,0.003125041
393216,704.76,16182.88,87,4470,192,1910,0.2,0.0003,0.00361328125,19561.748046875,43317.75174560547,0.8196640014648438,-0.8748047446832061,-0.0024618334908154795,0.0023665386
395264,704.02,16193.07,87,4508,193,1920,0.2,0.0003,0.0052734375,21204.474609375,48311.03980712891,0.566811740398407,-0.8630834523588419,-0.0017397142095433083,0.0018987106
397312,702.52,16198.74,87,4557,194,1930,0.2,0.0003,0.0064453125,13839.5244140625,31141.70216064453,0.778139591217041,-0.8983487498015166,-0.003454485361726256,0.0026888263
399360,701.69,16342.95,87,4584,195,1940,0.2,0.0003,0.021435546875,28802.3828125,70340.39569091797,0.6643590927124023,-0.8468936754390597,-0.0038669659050356133,0.0027768426
401408,701.6,16368.84,86,4634,196,1950,0.2,0.0003,0.0166015625,25442.875,99467.66721191406,0.3457523584365845,-0.8764313591644168,-0.0035422238215687685,0.0021268935
403456,701.8,16368.4,86,4685,197,1960,0.2,0.0003,0.01044921875,15542.6826171875,34311.380688476565,0.2775917053222656,-0.9171617677435279,-0.0025076562404137805,0.003988877
405504,701.41,16359.58,85,4736,198,1970,0.2,0.0003,0.04765625,17039.115234375,43005.52269897461,0.4436981678009033,-0.9170938389375806,-0.005025839775044005,0.0048013334
407552,700.68,16357.27,85,4787,199,1980,0.2,0.0003,0.01025390625,23794.265625,54629.31645507812,-0.0014324188232421875,-0.9228443501517176,-0.002373492268816335,0.002295163
409600,698.67,16263.61,84,4838,200,1990,0.2,0.0003,0.046875,15751.5888671875,35510.25855102539,0.00015735626220703125,-0.8507281063124538,-0.00639628901190008,0.0045773336
411648,696.13,16213.18,84,4890,201,2000,0.2,0.0003,0.003955078125,16487.943359375,46435.09028930664,0.7290682792663574,-0.890521721728146,-0.001820899957237998,0.0016765425
413696,695.03,16104.11,83,4930,202,2010,0.2,0.0003,0.000146484375,21684.771484375,48114.52727050781,0.6266313791275024,-0.8849959133192897,-0.001437834899115842,0.00063653
415744,693.86,16082.43,83,4981,203,2020,0.2,0.0003,0.00224609375,9767.818359375,23115.55777282715,0.8671966195106506,-0.8839957993477583,-0.002205120863800403,0.0022087616
417792,691.32,16068.26,83,5021,204,2030,0.2,0.0003,0.006884765625,17549.716796875,36034.75703125,0.8094484806060791,-0.8776531048119068,-0.0033328484772937373,0.0023262682
419840,688.32,16044.36,82,5060,205,2040,0.2,0.0003,0.004541015625,46149.1484375,81842.239453125,0.383700966835022,-0.8473619626834988,-0.00264252798515372,0.002063998
421888,689.52,16054.7,82,5113,206,2050,0.2,0.0003,0.003271484375,29644.560546875,60742.35005493164,0.543039083480835,-0.8562607895582914,-0.0015931446749164024,0.0027110393
423936,686.98,15979.09,82,5166,207,2060,0.2,0.0003,0.011572265625,9664.384765625,21375.442938232423,0.42955946922302246,-0.8713714757934212,-0.002003533029346727,0.002554468
425984,685.34,15940.04,81,5219,208,2070,0.2,0.0003,0.010546875,12851.8427734375,30585.615173339844,0.49885672330856323,-0.8464936023578048,-0.002148784156452166,0.002561367
428032,682.66,15860.06,80,5285,209,2080,0.2,0.0003,0.022412109375,10291.501953125,30671.11998901367,0.6844978332519531,-0.8312286969274283,-0.0068931452748074665,0.0028110123
430080,680.92,15809.3,80,5340,210,2090,0.2,0.0003,0.009716796875,10770.37109375,25899.881927490234,0.09903591871261597,-0.7710096713155508,-0.000796547596110031,0.0016156288
432128,677.65,15734.69,80,5392,211,2100,0.2,0.0003,0.0341796875,17120.009765625,34237.849609375,0.001167595386505127,-0.7712668279185891,-0.005332688809721731,0.0047873063
434176,672.84,15653.92,79,5460,212,2110,0.2,0.0003,0.0,12519.8154296875,30419.82943725586,0.7778757810592651,-0.7698770053684711,-0.001158928456425201,0.00052233617
436224,670.83,15644.2,79,5515,213,2120,0.2,0.0003,0.00576171875,35544.14453125,46686.49959716797,0.475456178188324,-0.734817314427346,-0.001842196187499212,0.0020589787
438272,667.94,15525.28,78,5570,214,2130,0.2,0.0003,0.00078125,20776.09375,64459.947253417966,0.17270666360855103,-0.7634727980941534,-0.0007999482164450456,0.0003871806
440320,665.79,15367.09,78,5639,215,2140,0.2,0.0003,0.0,8223.8115234375,18344.38757019043,0.9068080186843872,-0.7636210091412068,-0.0005387881814385764,0.00018380772
442368,664.35,15315.33,77,5694,216,2150,0.2,0.0003,0.0,11309.8984375,27372.470935058594,0.49062955379486084,-0.77718594558537,-0.0006418849134206539,0.00015731799
444416,661.76,15220.17,77,5748,217,2160,0.2,0.0003,0.008740234375,7526.15869140625,18670.27131958008,0.9411373734474182,-0.7903575856238604,-0.005398828574107029,0.0024186305
446464,658.46,15097.0,76,5819,218,2170,0.2,0.0003,0.000439453125,13906.1083984375,26329.75778808594,0.540077805519104,-0.7255247867666185,-0.0008467693405691534,0.00039558834
448512,657.13,15057.27,76,5875,219,2180,0.2,0.0003,0.0,20575.671875,50330.53882446289,0.6885719299316406,-0.7381162347272039,-0.0008634000943857246,0.0002327194
450560,655.51,14961.48,75,5930,220,2190,0.2,0.0003,0.0013671875,15650.998046875,34261.58154907227,0.725995659828186,-0.7423299023881554,-0.0009935546568158315,0.0013124794
452608,653.63,14922.63,75,6001,221,2200,0.2,0.0003,0.00244140625,7985.0673828125,19901.35903930664,0.8727708458900452,-0.7711632491089404,-0.0026469030184671284,0.0015796132
454656,651.25,14887.83,75,6057,222,2210,0.2,0.0003,4.8828125e-05,11891.6220703125,27354.057022094727,0.8040204644203186,-0.696387491375208,-0.0008117975346976891,0.00062900037
456704,648.57,14857.83,74,6114,223,2220,0.2,0.0003,0.00693359375,21791.83984375,39618.75948486328,0.4408687949180603,-0.7079602837562561,-0.0019414960923313628,0.0019277774
458752,644.93,14751.46,74,6186,224,2230,0.2,0.0003,4.8828125e-05,30300.2265625,69329.65848388671,0.3474532961845398,-0.6980909831821919,-0.0005718815184081905,0.00023505828
460800,641.66,14727.13,73,6243,225,2240,0.2,0.0003,0.001025390625,12135.2763671875,27931.11536254883,0.8122949600219727,-0.6723585891537368,-0.001067845768193365,0.00078992
462848,639.85,14591.83,73,6316,226,2250,0.2,0.0003,0.00234375,21165.919921875,44091.25825195313,0.2829328179359436,-0.6674163057468832,-0.0012923729216709034,0.0011896786
464896,636.62,14579.8,72,6374,227,2260,0.2,0.0003,0.00205078125,26877.298828125,68518.03492431641,0.5181740522384644,-0.6672845162451267,-0.0007974941559950821,0.0009689211
466944,634.24,14551.99,72,6431,228,2270,0.2,0.0003,0.0,22777.564453125,51504.0250793457,0.7150352597236633,-0.6692749383859337,-0.001088863210316049,0.0004770907
468992,632.98,14501.65,72,6489,229,2280,0.2,0.0003,0.0,13060.6484375,32346.65189819336,0.7705094814300537,-0.7176314674317836,-0.000341855593433138,0.00037186954
471040,628.65,14460.55,72,6520,230,2290,0.2,0.0003,0.005322265625,22395.298828125,49939.06002807617,0.8283257484436035,-0.6685074049048125,-0.002322383943828754,0.0018566339
473088,626.11,14371.51,71,6594,231,2300,0.2,0.0003,0.00634765625,11350.5029296875,33076.609259033205,0.04738414287567139,-0.6466914138756692,-0.001592837244606926,0.0010937171
475136,623.68,14356.08,71,6654,232,2310,0.2,0.0003,0.0,8399.162109375,29016.590087890625,0.8702660202980042,-0.6421454831957817,-0.000732263807731215,0.00024264707
477184,621.11,14371.8,71,6712,233,2320,0.2,0.0003,0.001708984375,21945.1328125,44354.204650878906,0.2070862054824829,-0.6790696651674807,-0.00034694266250880903,0.0008679137
479232,619.2,14215.16,70,6787,234,2330,0.2,0.0003,0.005712890625,22177.056640625,57116.54697875977,0.26485294103622437,-0.7107184579595923,-0.000952214164135512,0.0013644353
481280,617.53,14115.37,70,6846,235,2340,0.2,0.0003,0.0,17339.45703125,36800.20741577148,0.632310152053833,-0.6924803456291556,-0.0010086284804856406,0.0005532533
483328,615.02,14143.81,69,6906,236,2350,0.2,0.0003,0.0,9461.9580078125,25279.50690612793,0.8416748046875,-0.6796772019937635,-0.001020705539121991,0.0008127741
485376,612.37,14121.82,69,6983,237,2360,0.2,0.0003,0.0095703125,19370.158203125,57384.56566162109,0.31276440620422363,-0.6872066722251475,-0.00275033884208824,0.0016290733
487424,610.57,14096.23,69,7027,238,2370,0.2,0.0003,0.0,13377.6572265625,27694.503686523436,0.8636928200721741,-0.6459197556599975,-0.0002179507901018951,0.00021204288
489472,607.41,14179.51,69,7075,239,2380,0.2,0.0003,0.006396484375,11173.31640625,25380.942391967772,0.8013539910316467,-0.6813875313848257,-0.001685831983195385,0.0021033776
491520,604.98,14207.16,68,7137,240,2390,0.2,0.0003,0.0044921875,33438.51953125,69864.84798583985,0.5893343687057495,-0.6304748272523284,-0.002278189115168061,0.0023379605
493568,605.35,14203.02,68,7198,241,2400,0.2,0.0003,0.00068359375,41361.55859375,61444.230505371095,0.6702808141708374,-0.6348499118350446,-0.0021167926330235786,0.0008949279
495616,605.06,14157.48,68,7259,242,2410,0.2,0.0003,0.000341796875,9872.9501953125,20803.968313598634,0.8502861857414246,-0.6635735409334302,-0.0006790021863707807,0.0008098905
497664,605.37,14263.92,67,7338,243,2420,0.2,0.0003,0.00078125,29704.4609375,58065.480456542966,0.5023136734962463,-0.6405415004119277,-0.0017595591270946898,0.00064344535
499712,604.69,14318.17,67,7383,244,2430,0.2,0.0003,0.00341796875,12259.68359375,34630.84559936523,0.776831865310669,-0.7001136042177677,-0.0025472452347457875,0.0011984566
501760,604.3,14363.44,67,7445,245,2440,0.2,0.0003,0.008837890625,11289.9716796875,34340.54410400391,0.6406295299530029,-0.6634185753762722,-0.0027982026236713863,0.0031745075
503808,603.35,14346.59,67,7508,246,2450,0.2,0.0003,0.0005859375,13604.4541015625,32896.768725585935,0.6411904692649841,-0.6933822212740779,-0.0007679527541768038,0.00040403008
505856,602.13,14356.78,66,7555,247,2460,0.2,0.0003,0.007373046875,6584.72509765625,20308.58921813965,0.7191641330718994,-0.6712619907222688,-0.0007771296084683854,0.0016220339
507904,601.83,14395.66,66,7635,248,2470,0.2,0.0003,0.0091796875,48612.84375,71975.52713623046,0.41645920276641846,-0.653186609968543,-0.0041657450376078485,0.001652343
509952,601.65,14414.17,66,7698,249,2480,0.2,0.0003,0.0,10454.115234375,28167.71439819336,0.47859686613082886,-0.6711692283861339,-0.0007665160803298932,0.00041729194
512000,601.57,14471.44,65,7761,250,2490,0.2,0.0003,0.011376953125,24767.9765625,51272.14802246094,0.010335385799407959,-0.6746675889007747,-0.002438032900681719,0.0011723574
514048,602.18,14467.66,65,7842,251,2500,0.2,0.0003,0.0,8975.865234375,24113.617282104493,0.8748619556427002,-0.6979129510931671,-0.0005597743973339675,0.00010165137
516096,602.56,14395.33,65,7905,252,2510,0.2,0.0003,0.008740234375,12997.771484375,30093.280017089844,0.8944934010505676,-0.686757217720151,-0.0019657031138194726,0.0020425045
518144,602.1,14463.5,65,7953,253,2520,0.2,0.0003,0.00185546875,10844.7587890625,18675.30008544922,0.8848947286605835,-0.6851545195095241,-0.0014071567078644876,0.00067635963
520192,601.99,14503.76,64,8035,254,2530,0.2,0.0003,0.007763671875,28945.060546875,54766.722827148435,0.35984528064727783,-0.7048963457345963,-0.0012722583314825897,0.0011882484
522240,603.04,14466.26,64,8099,255,2540,0.2,0.0003,4.8828125e-05,12836.6806640625,41759.54580078125,0.3357691168785095,-0.6722782628610731,-0.0005194662371650338,0.00028175762
524288,603.09,14484.32,64,8162,256,2550,0.2,0.0003,0.009375,15320.263671875,37814.977447509766,0.3957015872001648,-0.716811540722847,-0.0015031197926873574,0.00089513033
526336,603.15,14455.01,63,8244,257,2560,0.2,0.0003,0.00029296875,15250.1689453125,36362.364141845705,0.5148787498474121,-0.7388858992606402,-0.0005282541002088692,0.00017180562
528384,603.03,14387.69,63,8309,258,2570,0.2,0.0003,0.000341796875,14075.9599609375,32135.669848632813,0.6202400922775269,-0.6772687782533466,-0.0007374630240519764,0.0006557293
530432,603.58,14389.92,63,8374,259,2580,0.2,0.0003,0.004443359375,6906.45263671875,14679.170330810546,0.879567563533783,-0.6985308256931603,-0.0024719848202948923,0.0011079686
532480,604.86,14449.7,62,8458,260,2590,0.2,0.0003,0.008544921875,16907.11328125,37100.35619506836,0.3514685034751892,-0.7008676877245307,-0.0033715375495376064,0.001871445
534528,604.53,14436.35,62,8525,261,2600,0.2,0.0003,0.0,13076.646484375,30591.125524902345,0.529373049736023,-0.6988267078995705,-0.0008322811358084436,0.00022816457
536576,604.27,14391.03,62,8576,262,2610,0.2,0.0003,9.765625e-05,11522.6708984375,27446.93228149414,0.45473068952560425,-0.7211008095182478,-0.0009933390687365319,0.00040783128
538624,604.12,14380.67,62,8625,263,2620,0.2,0.0003,4.8828125e-05,24512.3359375,42586.23966674805,0.7964601516723633,-0.7462478425353766,-0.0010296573855157476,0.0003773278
540672,604.08,14413.28,62,8692,264,2630,0.2,0.0003,0.01923828125,10409.953125,25831.196185302735,0.6915433406829834,-0.6837173036299646,-0.005140581810701405,0.0034505953
542720,604.25,14417.57,61,8776,265,2640,0.2,0.0003,0.0,12511.07421875,33561.26948852539,0.6314609050750732,-0.7378732953220606,-0.0007285042811417952,0.00029820614
544768,604.64,14390.93,61,8843,266,2650,0.2,0.0003,0.000439453125,10437.07421875,24726.005953979493,0.7844783663749695,-0.7234644789248705,-0.000711367062467616,0.00036792934
546816,604.22,14377.0,61,8876,267,2660,0.2,0.0003,0.0005859375,8261.943359375,19534.771026611328,0.8412052392959595,-0.6909521339461208,-0.0008015051715119625,0.0009978309
548864,604.12,14283.73,61,8962,268,2670,0.2,0.0003,9.765625e-05,8351.7822265625,18194.482412719728,0.591861367225647,-0.7325289767235518,-0.0011163988203406916,0.00078525266
550912,606.96,14225.68,61,9029,269,2680,0.2,0.0003,4.8828125e-05,6817.74462890625,16320.099142456054,0.3886141777038574,-0.7060011504217982,-0.000571053808380384,0.000612718
552960,608.51,14298.86,60,9099,270,2690,0.2,0.0003,0.006640625,7805.1787109375,16766.42756652832,0.890694797039032,-0.7386388448998332,-0.002536612140102079,0.00182055
555008,608.52,14262.68,60,9167,271,2700,0.2,0.0003,0.000341796875,30587.998046875,53478.50609130859,0.8100852966308594,-0.7289153389632702,-0.0016691433418600354,0.0005539872
557056,609.64,14182.82,60,9235,272,2710,0.2,0.0003,0.008935546875,5756.359375,15555.07755432129,0.6018821001052856,-0.711773068830371,-0.002173236031376291,0.0025375136
559104,609.28,14212.61,60,9303,273,2720,0.2,0.0003,4.8828125e-05,4825.4990234375,12535.213032531738,0.9451625347137451,-0.7228730037808418,-0.0009689509548479691,0.000590318
561152,610.62,14221.87,59,9390,274,2730,0.2,0.0003,0.00205078125,14869.6884765625,35435.94952392578,0.7515701055526733,-0.729911726154387,-0.0023732858171570115,0.0012367461
563200,610.6,14238.09,59,9440,275,2740,0.2,0.0003,0.0017578125,14022.33984375,27149.514654541017,0.752311646938324,-0.6878115992993117,-0.0015057782911753748,0.0006529738
565248,610.23,14363.95,59,9512,276,2750,0.2,0.0003,0.001123046875,24704.46875,39696.12817077637,0.6723862886428833,-0.7060713107697666,-0.0018948295204609168,0.0006489168
567296,610.53,14397.47,59,9564,277,2760,0.2,0.0003,0.001953125,43121.984375,85788.56726074219,0.3986346125602722,-0.6813685401342809,-0.0003889785351930186,0.0015271213
569344,607.42,14374.13,59,9599,278,2770,0.2,0.0003,0.00361328125,29997.986328125,59597.67244262695,0.4189837574958801,-0.6481633793562651,-0.002223080642579589,0.0013407903
571392,606.15,14278.28,59,9634,279,2780,0.2,0.0003,0.000830078125,19281.486328125,44220.52075805664,0.6112537384033203,-0.6691236554645001,-0.001652741256111767,0.0006449038
573440,603.46,14364.23,59,9669,280,2790,0.2,0.0003,0.00263671875,22250.005859375,38775.98107604981,0.6954137682914734,-0.7076039190404118,-0.0016504198305483443,0.0014363772
575488,603.85,14399.48,59,9739,281,2800,0.2,0.0003,0.0220703125,26511.130859375,51126.76396484375,0.002815723419189453,-0.6419603679329157,-0.005398921109735966,0.0032842683
577536,604.84,14463.61,58,9828,282,2810,0.2,0.0003,4.8828125e-05,16347.7548828125,44491.535455322264,0.596869945526123,-0.7247404456138611,-0.0012404574648826384,0.00047901875
579584,604.37,14531.64,58,9862,283,2820,0.2,0.0003,0.0,25360.140625,54374.70065307617,0.5460858345031738,-0.6917287116870284,-0.0004203084812615998,0.00015109604
581632,603.85,14534.35,58,9914,284,2830,0.2,0.0003,0.0056640625,34967.171875,73490.5040649414,0.1833781599998474,-0.6857414058409631,-0.0023003880538453813,0.001618993
583680,603.27,14577.95,58,9969,285,2840,0.2,0.0003,0.0037109375,27679.544921875,45106.179705810544,0.17946916818618774,-0.736696218047291,-0.0007988660188857466,0.0021985713
585728,604.17,14669.0,58,10039,286,2850,0.2,0.0003,0.0212890625,24480.82421875,43901.43966674805,0.32375144958496094,-0.7042778321541846,-0.0014459331185207702,0.0021780482
587776,604.58,14804.33,58,10111,287,2860,0.2,0.0003,0.0072265625,38256.07421875,66039.01221923828,0.4402680993080139,-0.7587132243439555,-0.003770344327494968,0.00097252784
589824,604.84,14914.07,57,10184,288,2870,0.2,0.0003,0.0130859375,45020.73828125,87924.66827392578,0.1668645739555359,-0.7240771409124136,-0.0040980715602927376,0.0023698183
591872,605.67,14972.09,57,10256,289,2880,0.2,0.0003,0.032958984375,54914.6015625,56716.31566162109,0.026406466960906982,-0.6914513602852821,-0.0051525149014196355,0.0031685752
593920,606.15,15150.92,57,10328,290,2890,0.2,0.0003,0.00205078125,18429.154296875,43425.8450805664,0.4948512315750122,-0.7118602463975549,-0.0005015800168621353,0.00067597895
595968,607.02,15210.03,57,10400,291,2900,0.2,0.0003,0.01025390625,57298.45703125,114298.72408447266,0.08413946628570557,-0.7013854937627911,-0.0056169528543250635,0.00210269
598016,608.11,15214.18,56,10493,292,2910,0.2,0.0003,0.000341796875,10068.2685546875,27087.024661254884,0.7479021549224854,-0.7435383100993931,-0.0004577575091389008,0.00053544034
600064,608.93,15246.05,56,10566,293,2920,0.2,0.0003,0.000146484375,8438.7998046875,18347.395877075196,0.9099377393722534,-0.7477324155159295,-0.0008223356846428942,0.00060427794
602112,609.39,15286.82,56,10639,294,2930,0.2,0.0003,0.0,12272.00390625,24186.090625,0.8299317359924316,-0.6899011221714317,-0.0006229854399862234,0.00032422305
604160,609.67,15333.35,56,10712,295,2940,0.2,0.0003,0.0,20403.62109375,37349.39672241211,0.551575779914856,-0.7173481944948434,-0.0006470135838753776,0.0001447597
606208,611.02,15455.54,56,10807,296,2950,0.2,0.0003,0.0,17314.513671875,37174.55590209961,0.7871681451797485,-0.7078000391833484,-0.0004011845296190586,0.00012410844
608256,611.47,15539.19,55,10881,297,2960,0.2,0.0003,0.0,14100.0751953125,26571.501803588868,0.5907611846923828,-0.7175340390764177,-0.0005157290870556608,0.00015621097
610304,612.2,15678.33,55,10953,298,2970,0.2,0.0003,0.00107421875,19858.396484375,47146.92809448242,0.3794558048248291,-0.6602651598863304,-0.001071956485247938,0.0012625415
612352,612.52,15736.74,55,11027,299,2980,0.2,0.0003,0.001171875,24090.365234375,44302.97047119141,0.6292842626571655,-0.7139610604383051,-0.0007652399042854085,0.0006167175
614400,613.41,15771.21,55,11122,300,2990,0.2,0.0003,4.8828125e-05,15733.9853515625,42976.59911499023,0.5257811546325684,-0.6863408343866467,-0.000782329190406017,0.00030886222
616448,607.96,15764.76,55,11161,301,3000,0.2,0.0003,0.001513671875,15394.65625,38174.171368408206,0.5182912349700928,-0.652104773465544,-0.000876675762992818,0.00070418254
618496,606.99,15815.56,55,11197,302,3010,0.2,0.0003,0.040283203125,18804.044921875,46375.060534667966,0.40567725896835327,-0.6748281078413129,-0.006327351400977932,0.0023637908
620544,606.73,15735.78,55,11254,303,3020,0.2,0.0003,0.00068359375,15134.1884765625,31968.317462158204,0.638501763343811,-0.7227660950273276,-0.0012275684479391203,0.0008822432
622592,606.48,15819.66,54,11329,304,3030,0.2,0.0003,0.00234375,8412.9453125,18821.186529541017,0.8646623492240906,-0.6913998685777187,-0.001805042941487045,0.0014100128
624640,607.13,15860.29,54,11405,305,3040,0.2,0.0003,0.002392578125,35880.56640625,71439.48060302735,0.4524151086807251,-0.7073401138186455,-0.0011787323237513192,0.001822303
