time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/fps,train/loss,train/learning_rate,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/clip_fraction,train/n_updates,train/explained_variance
661,379.62,301056,147,-23.317119999999996,454,0.015376269817352295,0.0003,0.2,-0.6469012598507107,-0.006742822423984762,0.016469305,0.7520053337560967,0.11015625,1460,0.9323824644088745
667,378.32,303104,148,-23.28942,453,-0.007556268945336342,0.0003,0.2,-0.6555983452126384,-0.010902661795262248,0.033274837,0.058746005123248325,0.1994140625,1470,0.9938603043556213
674,375.73,305152,149,-23.17663,452,0.017324354499578476,0.0003,0.2,-0.743969177082181,-0.012053236900828778,0.017567206,0.0560494503704831,0.152783203125,1480,0.9950687289237976
680,372.78,307200,150,-23.10378,451,-0.012748983688652515,0.0003,0.2,-0.730041319411248,-0.008065489330329,0.019570833,0.025222234532702715,0.141357421875,1490,0.9959657788276672
687,370.75,309248,151,-22.968850000000003,449,-0.02664683572947979,0.0003,0.2,-0.6868772719055414,-0.009945897789293667,0.01866488,0.03332136933458969,0.138818359375,1500,0.9975118637084961
694,368.11,311296,152,-22.888610000000003,448,-0.0006054844707250595,0.0003,0.2,-0.6507473793812096,-0.009456323999620509,0.013257606,0.03016432614385849,0.147021484375,1510,0.9983984231948853
700,366.33,313344,153,-22.76773,447,-0.012277809903025627,0.0003,0.2,-0.6329674781300128,-0.013494058685319032,0.022907184,0.020293130062054843,0.183837890625,1520,0.998729944229126
707,365.62,315392,154,-22.67492,445,-0.009698779322206974,0.0003,0.2,-0.5989572297781706,-0.008135414020216558,0.012033809,0.02803742952819448,0.119775390625,1530,0.9975908994674683
713,365.43,317440,155,-22.54293,444,0.0026755407452583313,0.0003,0.2,-0.5356833102181554,-0.008505988791876007,0.013846742,0.02712878388701938,0.110986328125,1540,0.9985502362251282
720,365.25,319488,156,-21.91645,443,-0.002035468816757202,0.0003,0.2,-0.5070815087296069,-0.00807517629582435,0.013011206,0.02500899699953152,0.115234375,1550,0.9984526634216309
726,365.37,321536,157,-21.060069999999996,442,-0.015799198299646378,0.0003,0.2,-0.5177743281237781,-0.004822938839788548,0.026945246,0.019442866621830035,0.13056640625,1560,0.9985890984535217
733,365.13,323584,158,-20.758629999999997,441,0.0024917428381741047,0.0003,0.2,-0.47736133392900226,-0.006301704125507968,0.031556107,0.020137671213888098,0.127978515625,1570,0.999089241027832
739,365.27,325632,159,-20.44257,440,0.013934447430074215,0.0003,0.2,-0.49637084938585757,-0.004823859313182766,0.020413209,0.036918251228053124,0.1125,1580,0.997611403465271
745,364.75,327680,160,-20.108849999999997,439,-0.002794181928038597,0.0003,0.2,-0.5265511440113186,-0.012306014059868175,0.027494833,0.025739497697213665,0.160546875,1590,0.998172402381897
752,364.08,329728,161,-19.809379999999997,438,0.009109735488891602,0.0003,0.2,-0.49897766634821894,-0.00904277667577844,0.030425332,0.029107636968547013,0.138916015625,1600,0.9974290132522583
758,363.82,331776,162,-19.304419999999997,437,-0.0099840322509408,0.0003,0.2,-0.5544316736981273,-0.00688249267404899,0.016332874,0.03277125573222293,0.1224609375,1610,0.9978808164596558
764,364.48,333824,163,-19.60418,436,-0.002930477261543274,0.0003,0.2,-0.5544146391563117,-0.006336492531409022,0.02389063,0.026489197513728868,0.142724609375,1620,0.998707115650177
771,365.77,335872,164,-19.638970000000004,435,0.08222348988056183,0.0003,0.2,-0.605332563444972,-0.0037845282182388472,0.0064720036,1.1488924717879854,0.0505859375,1630,0.9327264428138733
777,366.3,337920,165,-19.967100000000002,434,-0.030658531934022903,0.0003,0.2,-0.6326877465471625,-0.006462029874091968,0.017554397,0.028802443682798183,0.140625,1640,0.9972599744796753
784,368.32,339968,166,-20.570820000000005,433,-0.021000029519200325,0.0003,0.2,-0.6214902921579778,-0.006076686474261806,0.011259101,0.10623763257026439,0.108984375,1650,0.9769533276557922
791,370.16,342016,167,-20.70726,432,0.0013454128056764603,0.0003,0.2,-0.6342874829657376,-0.008986180320061977,0.010194956,0.5903810441552195,0.089599609375,1660,0.9205541610717773
797,372.34,344064,168,-20.79404,431,0.03122992441058159,0.0003,0.2,-0.6685876884497702,-0.0073421960521955045,0.009210251,0.12772954314714297,0.10546875,1670,0.9735458493232727
804,373.69,346112,169,-20.85769,430,-0.03399435430765152,0.0003,0.2,-0.6679994382895529,-0.009391216638323385,0.023666661,0.023957352801517118,0.18115234375,1680,0.9975672960281372
810,374.9,348160,170,-20.9124,429,-0.009881000965833664,0.0003,0.2,-0.682131234370172,-0.010586799685552251,0.02071204,0.029409787719487213,0.147021484375,1690,0.998116135597229
817,376.34,350208,171,-20.96704,428,0.021882129833102226,0.0003,0.2,-0.7532922342419625,-0.009043549903435633,0.014225626,0.032890400409814904,0.13017578125,1700,0.9970284700393677
825,376.37,352256,172,-21.271969999999996,426,-0.025064866989850998,0.0003,0.2,-0.7560783119872212,-0.010896791154664243,0.012398331,0.027112466619291807,0.109033203125,1710,0.9986169338226318
831,376.0,354304,173,-21.891599999999997,426,0.037915073335170746,0.0003,0.2,-0.7367215720936656,-0.006719026425707852,0.013023132,0.16994319682416972,0.103466796875,1720,0.9537500739097595
838,375.73,356352,174,-22.017230000000005,424,-0.01716027967631817,0.0003,0.2,-0.7323303724639117,-0.005506303133734037,0.0046085455,0.9872213549795561,0.0533203125,1730,0.8867337107658386
845,375.58,358400,175,-22.08058,424,0.025850370526313782,0.0003,0.2,-0.751612140610814,-0.008361563932703575,0.01401731,0.09495653460617177,0.09541015625,1740,0.9815186262130737
852,374.88,360448,176,-22.11368,422,-0.012099158018827438,0.0003,0.2,-0.6859902733005583,-0.008299192764025066,0.019673247,0.03651516986137722,0.139794921875,1750,0.9973204135894775
859,372.91,362496,177,-22.124209999999998,421,-0.010773958638310432,0.0003,0.2,-0.7168265905231237,-0.008856532837671693,0.014932034,0.029994120718038177,0.1396484375,1760,0.997026264667511
867,371.51,364544,178,-22.12991,420,0.00063367560505867,0.0003,0.2,-0.7107594108209014,-0.011580302818038036,0.016784038,0.08956513666198589,0.1158203125,1770,0.9914610981941223
873,371.0,366592,179,-22.081200000000003,419,-0.021516229957342148,0.0003,0.2,-0.6394546245224774,-0.006609258749813307,0.014529403,0.03306037062138785,0.136328125,1780,0.9977631568908691
880,369.52,368640,180,-22.327420000000004,418,-0.024404626339673996,0.0003,0.2,-0.6421347608789801,-0.00837720398849342,0.019449674,0.018459177324257326,0.16005859375,1790,0.9987955093383789
887,368.99,370688,181,-21.782490000000003,417,0.36016228795051575,0.0003,0.2,-0.6315075136721134,-0.005692477327829693,0.0077801337,1.086544696497731,0.049365234375,1800,0.9385043978691101
894,367.82,372736,182,-21.753119999999996,416,-0.00293070450425148,0.0003,0.2,-0.6204733150079846,-0.006382652284810319,0.0170105,0.06703817913366947,0.11240234375,1810,0.9915309548377991
902,366.74,374784,183,-21.703240000000005,415,-0.014720017090439796,0.0003,0.2,-0.6380308227613568,-0.00886679082250339,0.01692418,0.030222130702168216,0.1314453125,1820,0.9971418380737305
909,364.54,376832,184,-21.16134,414,-0.012236686423420906,0.0003,0.2,-0.6188004545867443,-0.004710369213717059,0.014693875,0.1486094773572404,0.0919921875,1830,0.970474362373352
916,363.06,378880,185,-21.099860000000003,413,-0.0014607906341552734,0.0003,0.2,-0.6683368965983391,-0.007935415295287384,0.012449531,0.07648160260578152,0.1208984375,1840,0.9885035753250122
924,361.9,380928,186,-21.0581,412,-0.015798311680555344,0.0003,0.2,-0.6284318461082876,-0.008812144775583874,0.016645227,0.03162670269084629,0.14033203125,1850,0.9973994493484497
931,361.27,382976,187,-20.97337,411,-0.023080237209796906,0.0003,0.2,-0.650128940679133,-0.012437050676089712,0.01801215,0.03263023053877987,0.14306640625,1860,0.9970643520355225
938,360.71,385024,188,-20.94601,410,0.017472993582487106,0.0003,0.2,-0.6569634013809263,-0.007709987166163046,0.019688837,0.06121613327122759,0.157275390625,1870,0.9924500584602356
945,360.62,387072,189,-20.60562,409,0.012876498512923717,0.0003,0.2,-0.6723878149874508,-0.00926806595234666,0.017002119,0.03217380432470236,0.166064453125,1880,0.997031569480896
953,361.55,389120,190,-20.27535,408,0.009535219520330429,0.0003,0.2,-0.607600677665323,-0.005298733084055129,0.01873864,0.03236007896484807,0.15078125,1890,0.996548593044281
960,362.07,391168,191,-19.929969999999997,407,-0.00907885655760765,0.0003,0.2,-0.5395124898292124,-0.008013834005396347,0.017946405,0.027787736713071352,0.133154296875,1900,0.9984824657440186
968,362.35,393216,192,-19.80145,406,-0.027537163347005844,0.0003,0.2,-0.5723612919449806,-0.005945788472308778,0.019510614,0.02030571040668292,0.14814453125,1910,0.9989809989929199
974,362.22,395264,193,-19.769619999999996,405,-0.023846298456192017,0.0003,0.2,-0.5561013952828944,-0.008727606211323291,0.014263973,0.023346631483582313,0.133984375,1920,0.9981529712677002
982,363.52,397312,194,-20.060019999999998,404,0.013908354565501213,0.0003,0.2,-0.5804667771793902,-0.006470251344580902,0.019662317,0.02210422200296307,0.133349609375,1930,0.9981105923652649
989,364.8,399360,195,-20.044399999999996,403,0.0052340105175971985,0.0003,0.2,-0.5291587102226913,-0.004561311783618294,0.016125042,0.26777079445600976,0.087939453125,1940,0.9248429536819458
996,366.27,401408,196,-20.044069999999998,402,-0.006711870431900024,0.0003,0.2,-0.5799739759415388,-0.0071162635496875735,0.015901936,0.02515389496111311,0.151708984375,1950,0.9974811673164368
1004,367.01,403456,197,-20.06621,401,0.0031642457470297813,0.0003,0.2,-0.5316894014365972,-0.008341134425791097,0.023203071,0.016355627781013026,0.14892578125,1960,0.9989793300628662
1011,368.71,405504,198,-19.790809999999993,401,-0.03870169073343277,0.0003,0.2,-0.5396468096412719,-0.00991388559632469,0.024765095,0.0280012395727681,0.158740234375,1970,0.9977595806121826
1018,369.74,407552,199,-19.805639999999997,400,-0.006085933186113834,0.0003,0.2,-0.5287351452745497,-0.009390525170601904,0.018894777,0.022044719530094882,0.1421875,1980,0.9988477230072021
1025,371.32,409600,200,-20.125420000000002,399,0.011318381875753403,0.0003,0.2,-0.5228582616895437,-0.008664083496842067,0.017755546,0.024619632208487018,0.124951171875,1990,0.9991037845611572
1032,372.95,411648,201,-20.159950000000002,398,-0.010600565001368523,0.0003,0.2,-0.5259382015094161,-0.006042648256698158,0.014430951,0.35310929363477045,0.1107421875,2000,0.9276626110076904
1040,375.71,413696,202,-19.98151,397,-0.03654957562685013,0.0003,0.2,-0.5376436043530702,-0.009308166400296613,0.018427543,0.02845488614111673,0.1359375,2010,0.9978982210159302
1047,377.69,415744,203,-20.023189999999996,396,-0.020701434463262558,0.0003,0.2,-0.5311362575739622,-0.010332619036489632,0.019987218,0.018245185194246005,0.145458984375,2020,0.9984071254730225
1054,379.42,417792,204,-20.05492,396,-0.0025799404829740524,0.0003,0.2,-0.540872999932617,-0.008436519891984063,0.019050026,0.027054246720217633,0.156982421875,2030,0.9989506602287292
1061,380.51,419840,205,-20.119810000000005,395,-0.009810265153646469,0.0003,0.2,-0.5611018835566938,-0.007466519226727542,0.018532464,0.02011332983674947,0.14423828125,2040,0.9985179901123047
1068,382.73,421888,206,-20.17993,394,0.0038424674421548843,0.0003,0.2,-0.5382372974418104,-0.00938519511546474,0.019421078,0.01940004701609723,0.14580078125,2050,0.9989273548126221
1076,384.5,423936,207,-20.2437,393,-0.01438591256737709,0.0003,0.2,-0.5821991071105004,-0.010570140223717318,0.027593466,0.023564092589367647,0.16337890625,2060,0.9981656670570374
1084,385.81,425984,208,-20.34561,392,-0.02152196317911148,0.0003,0.2,-0.6148060379549861,-0.010618578678986523,0.016468164,0.02407742182404036,0.154052734375,2070,0.9985464811325073
1091,386.15,428032,209,-20.42715,392,-0.0504574179649353,0.0003,0.2,-0.6200604795478284,-0.009801332639472093,0.02052645,0.02518514559342293,0.157568359375,2080,0.998176634311676
1099,386.38,430080,210,-20.52388,391,-0.017569834366440773,0.0003,0.2,-0.6060493684373796,-0.011368237433634932,0.021111593,0.022431788775429597,0.1634765625,2090,0.9988198280334473
1106,387.39,432128,211,-20.57219,390,-0.019600432366132736,0.0003,0.2,-0.6210130510851741,-0.007762159736012108,0.016896859,0.02136120151699288,0.13515625,2100,0.9991611242294312
1114,387.33,434176,212,-20.641530000000003,389,-0.007062062621116638,0.0003,0.2,-0.6624546751379967,-0.009825409314362332,0.020023884,0.019642658559314442,0.17333984375,2110,0.9987960457801819
1121,386.62,436224,213,-20.41762,388,0.0133704524487257,0.0003,0.2,-0.6519618998281658,-0.007821176983270561,0.01593069,0.03810240555612836,0.116357421875,2120,0.9977739453315735
1130,386.0,438272,214,-20.768499999999996,387,-0.0009958688169717789,0.0003,0.2,-0.6435692218132317,-0.009395196950936224,0.013411883,0.02516215774230659,0.14072265625,2130,0.9986058473587036
1137,385.47,440320,215,-21.11297,387,0.07434940338134766,0.0003,0.2,-0.6084735572338105,-0.003381456252827775,0.009381928,0.41728265589335933,0.09296875,2140,0.9298679232597351
1145,384.96,442368,216,-21.664860000000004,386,0.01797100156545639,0.0003,0.2,-0.6195494218729436,-0.0034059501198498766,0.011571251,0.5928142399730859,0.0720703125,2150,0.9377284646034241
1153,384.38,444416,217,-21.71168,385,-0.011459402740001678,0.0003,0.2,-0.6259648656472564,-0.006071161192812724,0.007872283,0.30693567882990463,0.08017578125,2160,0.9360918998718262
1160,383.78,446464,218,-21.721679999999996,384,0.0382324755191803,0.0003,0.2,-0.6209098344668746,-0.00445791244492284,0.012761234,0.13495026676682756,0.091845703125,2170,0.9668996334075928
1168,382.73,448512,219,-21.36303,383,-0.007433266378939152,0.0003,0.2,-0.6126968401484192,-0.005350869357062038,0.020307988,0.04606645566527732,0.156396484375,2180,0.9922589063644409
1177,380.26,450560,220,-21.595959999999994,382,-0.0135432668030262,0.0003,0.2,-0.666856000572443,-0.0069734983655507675,0.017604653,0.031099817302310838,0.159716796875,2190,0.9962300658226013
1184,378.45,452608,221,-21.51215,382,0.05510440468788147,0.0003,0.2,-0.6847920363768936,-0.0009189180898829363,0.008680861,0.4635568385914667,0.1046875,2200,0.9423609375953674
1192,376.69,454656,222,-21.411289999999997,381,-0.007451524026691914,0.0003,0.2,-0.6579335380345583,-0.007484851930348669,0.01750227,0.04784003013919573,0.13837890625,2210,0.99684739112854
1201,374.51,456704,223,-21.638009999999998,380,-0.012655423954129219,0.0003,0.2,-0.6503908929415048,-0.005856401615892537,0.017559577,0.023860626672103535,0.14482421875,2220,0.9979047775268555
1208,373.83,458752,224,-21.895329999999994,379,0.0007591862231492996,0.0003,0.2,-0.6400902519002557,-0.0005502059422724415,0.008889968,0.24348025296931156,0.105224609375,2230,0.924106240272522
1216,372.77,460800,225,-21.85047,378,0.07439468801021576,0.0003,0.2,-0.6495408711023629,-0.002534229553202749,0.011651091,0.48667775456560775,0.060400390625,2240,0.9602698087692261
1224,372.41,462848,226,-21.79071,377,-0.013897979632019997,0.0003,0.2,-0.5818227268755436,-0.011107969758450053,0.024120398,0.02116248726088088,0.149658203125,2250,0.9987927675247192
1232,372.13,464896,227,-21.78983,377,-0.0029899217188358307,0.0003,0.2,-0.6511303970590234,-0.007431182084837928,0.014916944,0.028651175537379458,0.124755859375,2260,0.9979079365730286
1241,372.39,466944,228,-22.02569,376,-0.018134869635105133,0.0003,0.2,-0.5792851032689214,-0.010465122886671452,0.0189767,0.023839634004980327,0.1248046875,2270,0.9969380497932434
1248,372.52,468992,229,-22.082019999999996,375,0.051536090672016144,0.0003,0.2,-0.6273481387645006,-0.0071518831704452165,0.010317512,0.26048411598894744,0.067919921875,2280,0.9504578709602356
1256,373.21,471040,230,-22.632709999999996,374,-0.0071195196360349655,0.0003,0.2,-0.6348785140551627,-0.003103563324839342,0.010757046,0.11059263295028358,0.080322265625,2290,0.9815924167633057
1265,374.52,473088,231,-22.666920000000005,373,0.16312767565250397,0.0003,0.2,-0.6057174538262189,-0.0007839290454285219,0.0100141745,0.735726871312363,0.048779296875,2300,0.9266525506973267
1272,374.94,475136,232,-22.37114,373,-0.009566513821482658,0.0003,0.2,-0.6132057755254209,-0.0058387369957927145,0.018416118,0.06327978703193367,0.11787109375,2310,0.991237998008728
1280,375.81,477184,233,-22.03671,372,-0.007855544798076153,0.0003,0.2,-0.6517884291708469,-0.007776210056908895,0.015316374,0.031997596326982604,0.10478515625,2320,0.998542845249176
1289,376.45,479232,234,-21.77615000000001,371,-0.009765787981450558,0.0003,0.2,-0.6295131247490644,-0.007069213641807437,0.016810702,0.025898133536975364,0.138720703125,2330,0.9986069202423096
1296,377.05,481280,235,-21.45935,371,-0.011297444812953472,0.0003,0.2,-0.6133748638443649,-0.006682333428761922,0.015460633,0.02681550316483481,0.118408203125,2340,0.9987492561340332
1304,378.35,483328,236,-21.384449999999998,370,-0.006227266974747181,0.0003,0.2,-0.5833199959248304,-0.007888217080471804,0.017321514,0.020353122579399495,0.11279296875,2350,0.9991021752357483
1312,379.1,485376,237,-21.3587,369,-0.0328177809715271,0.0003,0.2,-0.5640320337377489,-0.009180034349265042,0.020459305,0.01696349358971929,0.162255859375,2360,0.9992131590843201
1320,380.12,487424,238,-21.66382,369,-0.022080758586525917,0.0003,0.2,-0.5983334834687412,-0.003090286333099357,0.027082916,0.02023916801845189,0.107373046875,2370,0.9990938901901245
1329,382.11,489472,239,-21.676609999999997,368,-0.007899170741438866,0.0003,0.2,-0.5588740641251206,-0.005668146621610503,0.016596977,0.22458989829901838,0.062451171875,2380,0.924013614654541
1336,383.74,491520,240,-21.69674,367,0.006958013400435448,0.0003,0.2,-0.5995873082429171,-0.0023648641616091483,0.009194904,0.4597511940984987,0.04990234375,2390,0.9630668759346008
1344,385.03,493568,241,-21.757430000000003,367,0.01847023144364357,0.0003,0.2,-0.578795759472996,-0.002043892160872929,0.011312528,0.0316706614146824,0.088623046875,2400,0.9939056038856506
1352,386.69,495616,242,-21.575789999999998,366,-0.006419955752789974,0.0003,0.2,-0.5372950118966401,-0.009170777941471897,0.015384072,0.02050408548093401,0.116259765625,2410,0.9991406202316284
1360,387.74,497664,243,-21.34384,365,-0.0019222171977162361,0.0003,0.2,-0.5448939075693489,-0.010963784100749763,0.02322282,0.025027763386606238,0.114404296875,2420,0.9986808896064758
1368,389.14,499712,244,-21.383440000000004,365,-0.014984914101660252,0.0003,0.2,-0.5223089181818068,-0.00715366434524185,0.01911435,0.021010611912060995,0.09912109375,2430,0.999089777469635
1377,390.26,501760,245,-21.43656,364,-0.022282788529992104,0.0003,0.2,-0.5122391956858336,-0.005481307294030557,0.017913561,0.02358658871235093,0.104248046875,2440,0.9991199970245361
1385,391.84,503808,246,-21.701040000000003,363,-0.011235173791646957,0.0003,0.2,-0.5411145601421594,-0.008385744223414805,0.020568125,0.02423594025312923,0.09736328125,2450,0.9990974068641663
1393,392.6,505856,247,-21.464400000000005,363,-0.008488125167787075,0.0003,0.2,-0.5285582356154919,-0.002772484516754048,0.010451299,0.6307919982995372,0.0541015625,2460,0.9323076009750366
1401,392.99,507904,248,-21.42859,362,-0.029740415513515472,0.0003,0.2,-0.5497735534794629,-0.0030234892205044162,0.015315407,0.09038854224781971,0.072607421875,2470,0.9834331274032593
1409,392.73,509952,249,-21.43593,361,-0.011829588562250137,0.0003,0.2,-0.6024529714137316,-0.007669419555895729,0.028249435,0.020614146086154507,0.168017578125,2480,0.9975277781486511
1418,392.56,512000,250,-21.103059999999996,360,-0.017943125218153,0.0003,0.2,-0.6087995769456029,-0.006166134210798191,0.012803939,0.23754758265276904,0.0912109375,2490,0.9869584441184998
1426,392.49,514048,251,-21.090889999999998,360,-0.0027457652613520622,0.0003,0.2,-0.5979655615985393,-0.008465570607950213,0.013794189,0.023824260702531318,0.129345703125,2500,0.9980655908584595
1435,392.21,516096,252,-21.419410000000003,359,-0.01799667440354824,0.0003,0.2,-0.6262685870751739,-0.009067368865362368,0.017509133,0.01875252981117228,0.127685546875,2510,0.9985021948814392
1444,391.95,518144,253,-21.462949999999996,358,0.06316202133893967,0.0003,0.2,-0.5872639719396829,-0.00250288797506073,0.014370801,0.31196115609491243,0.11259765625,2520,0.9424027800559998
1452,391.59,520192,254,-21.776690000000002,358,0.07864467054605484,0.0003,0.2,-0.6126975210383534,-0.008882262861880008,0.011443848,0.05900422760314541,0.0830078125,2530,0.9928768873214722
1460,391.62,522240,255,-22.09112,357,0.03235441446304321,0.0003,0.2,-0.6062963254749775,-0.0059891604287258815,0.007551671,0.4292853563034441,0.047705078125,2540,0.9568918943405151
1468,391.85,524288,256,-22.14545,356,0.031121276319026947,0.0003,0.2,-0.5944145537912846,-0.003387770900008036,0.013214659,0.24255692770675524,0.092919921875,2550,0.983558714389801
1477,391.33,526336,257,-22.45843,356,-0.04458283632993698,0.0003,0.2,-0.5725548534654081,-0.009403677364753093,0.017818596,0.028986770944902672,0.138330078125,2560,0.9978947043418884
1486,390.9,528384,258,-22.4868,355,-0.017571132630109787,0.0003,0.2,-0.6386701295152306,-0.0060015726267010905,0.010461494,0.7632986741489731,0.096923828125,2570,0.911386251449585
1495,390.2,530432,259,-23.050500000000003,354,0.008474292233586311,0.0003,0.2,-0.6412221885286271,-0.004302279962212196,0.0094461795,0.24640952821355314,0.058154296875,2580,0.9791702628135681
1503,389.68,532480,260,-23.029379999999996,354,0.02370091900229454,0.0003,0.2,-0.644828447047621,-0.008692192377202446,0.009078573,0.35738393470528534,0.074853515625,2590,0.9832387566566467
1511,388.77,534528,261,-23.00287,353,0.06605174392461777,0.0003,0.2,-0.6530626434832811,-0.003992145413940306,0.015630381,0.11016306629171595,0.11533203125,2600,0.9813917875289917
1521,387.73,536576,262,-22.951230000000006,352,-0.005003591999411583,0.0003,0.2,-0.6554780040867627,-0.011507364564022283,0.018962206,0.06903814119432354,0.153759765625,2610,0.9843963384628296
1529,386.27,538624,263,-23.000670000000003,352,-0.014515496790409088,0.0003,0.2,-0.7028160540387034,-0.009431912851869128,0.017960414,0.026447715447284283,0.145556640625,2620,0.9981604814529419
1539,384.4,540672,264,-23.058500000000002,351,-0.01980775035917759,0.0003,0.2,-0.7024143300019204,-0.011784000800253125,0.01363318,0.03218242009024834,0.123291015625,2630,0.9970991611480713
1547,383.78,542720,265,-23.32788,350,-0.025572359561920166,0.0003,0.2,-0.6669906445778906,-0.013902932328346652,0.015187822,0.03710437463887502,0.148583984375,2640,0.9978800415992737
1555,382.69,544768,266,-23.336790000000004,350,0.09824618697166443,0.0003,0.2,-0.6362379308789968,-0.004202583225560374,0.009764896,2.361064316960983,0.05419921875,2650,0.9036737084388733
1565,381.76,546816,267,-23.63056,349,0.047973595559597015,0.0003,0.2,-0.6040814060717821,-0.00754033198390971,0.009409196,0.09554030678700656,0.06923828125,2660,0.9910725951194763
1574,381.64,548864,268,-23.40014,348,0.010407280176877975,0.0003,0.2,-0.6107505477033556,-0.007801286966423504,0.010018427,0.6715889907965902,0.066748046875,2670,0.9585081934928894
1583,381.65,550912,269,-23.43515,347,-0.012648982927203178,0.0003,0.2,-0.6077212830074131,-0.0074358521233079955,0.014338287,0.0744829764298629,0.116259765625,2680,0.9899344444274902
1592,381.87,552960,270,-23.68067,347,0.023726217448711395,0.0003,0.2,-0.6431755719706416,-0.009421984346408863,0.020292776,0.05504688465152867,0.1341796875,2690,0.9968100190162659
1600,381.92,555008,271,-23.930719999999997,346,0.022829068824648857,0.0003,0.2,-0.6409696410410106,-0.0027983030220639195,0.0067782537,1.02153565606568,0.066259765625,2700,0.9318721890449524
1610,382.27,557056,272,-24.175770000000004,345,0.09527657926082611,0.0003,0.2,-0.6239512452855707,-0.005776339873409597,0.010653591,0.8909549581119791,0.079931640625,2710,0.9466394186019897
1618,381.62,559104,273,-23.91982,345,0.040173109620809555,0.0003,0.2,-0.6067476786673069,-0.005293531613824598,0.012261027,0.2701148576685227,0.06767578125,2720,0.9811063408851624
1629,380.17,561152,274,-23.908370000000005,344,0.23656603693962097,0.0003,0.2,-0.6824284933507443,-0.002949090936454013,0.009474423,1.2282603434403427,0.063330078125,2730,0.9531550407409668
1637,378.46,563200,275,-23.58786,343,0.07397779822349548,0.0003,0.2,-0.7006225029006601,-0.0038609314266068394,0.015360971,0.3400605994858779,0.105859375,2740,0.9691095352172852
1647,377.17,565248,276,-23.263070000000003,343,0.0015429258346557617,0.0003,0.2,-0.754956298880279,-0.011375724281242583,0.01899733,0.07407253640412818,0.16630859375,2750,0.9873096346855164
1657,375.2,567296,277,-22.963499999999996,342,-0.007517507299780846,0.0003,0.2,-0.7363933673128485,-0.011327006606006763,0.019145159,0.072018810902955,0.14306640625,2760,0.9924577474594116
1665,374.61,569344,278,-22.408510000000007,341,-0.03132055699825287,0.0003,0.2,-0.6886099518276751,-0.008094582631019875,0.019210612,0.05974952662654687,0.15283203125,2770,0.9950408935546875
1675,373.53,571392,279,-22.649230000000003,340,-0.0280923992395401,0.0003,0.2,-0.6780052310787141,-0.009709668114373926,0.015714517,0.043099699905724265,0.110595703125,2780,0.996375560760498
1684,373.4,573440,280,-22.670000000000005,340,0.023909948766231537,0.0003,0.2,-0.6724400301463902,-0.006919936533086002,0.013407867,0.4317665804817807,0.10712890625,2790,0.9631173610687256
1694,373.41,575488,281,-22.855009999999996,339,0.02218332327902317,0.0003,0.2,-0.6170438178814948,-0.00606425011283136,0.017050711,0.09254615013487637,0.07666015625,2800,0.9900243282318115
1702,373.81,577536,282,-22.780109999999993,339,-0.009038656949996948,0.0003,0.2,-0.629255806747824,-0.0033688683033687994,0.013189124,0.5103149627277161,0.087158203125,2810,0.9376346468925476
1712,373.41,579584,283,-22.735910000000004,338,0.0033863093703985214,0.0003,0.2,-0.6398363902233541,-0.006961887456418481,0.021992862,0.07436110063572414,0.125,2820,0.9878618717193604
1721,373.01,581632,284,-22.411710000000003,337,0.30527085065841675,0.0003,0.2,-0.668702247273177,-0.001366355537538766,0.0075954534,0.3281113920529606,0.06982421875,2830,0.9677153825759888
1731,372.47,583680,285,-22.37297,337,0.010307271033525467,0.0003,0.2,-0.6367789382115007,-0.008611851985915565,0.027593834,0.0403570297290571,0.130712890625,2840,0.9967215657234192
1740,372.44,585728,286,-22.350340000000003,336,0.033519722521305084,0.0003,0.2,-0.65787073392421,-0.0036381126017658973,0.010699352,0.28495293663581833,0.07900390625,2850,0.9574026465415955
1750,372.65,587776,287,-22.587049999999998,335,-0.025185326114296913,0.0003,0.2,-0.6372845617122949,-0.011581961083720671,0.024950007,0.04657919894088991,0.143017578125,2860,0.9968857765197754
1759,372.85,589824,288,-22.332849999999997,335,0.05474759638309479,0.0003,0.2,-0.6285613723099231,-0.0036444291356019674,0.013235398,0.7060151709534693,0.076171875,2870,0.9327168464660645
1768,373.0,591872,289,-21.7898,334,0.0010243318974971771,0.0003,0.2,-0.5923653026111424,-0.005049618350312812,0.025285715,0.03584298725036206,0.142236328125,2880,0.995745837688446
1777,373.71,593920,290,-22.311709999999994,334,-0.0016979072242975235,0.0003,0.2,-0.5639274514280259,-0.005756075619137846,0.011333302,0.038373909002984874,0.117578125,2890,0.9983355402946472
1787,374.48,595968,291,-22.042479999999998,333,0.05797683447599411,0.0003,0.2,-0.5698722632601857,-0.0017007419453875627,0.00847061,0.8721902875287924,0.05859375,2900,0.8844248056411743
1796,375.89,598016,292,-21.749189999999995,332,0.004574868828058243,0.0003,0.2,-0.5613241426646709,0.00044392139243427665,0.027054107,0.07814514742640313,0.096875,2910,0.98255455493927
1805,377.2,600064,293,-21.7911,332,-0.020474443212151527,0.0003,0.2,-0.5866359275765717,-0.011250520106113982,0.019038334,0.028274462599074467,0.131982421875,2920,0.9983323216438293
