rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_len_mean,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/value_loss,train/clip_range,train/explained_variance,train/loss,train/clip_fraction,train/n_updates,train/learning_rate
5917.013000000001,44,14105,630784,154,630.67,-0.0008690121918334626,0.000504244,-1.028157478943467,15259.950860595703,0.3,0.9213764667510986,6140.2470703125,0.0,1530,0.00025
5984.217,44,14228,634880,155,629.47,-0.0012462971746572294,0.000880236,-0.9616203725337982,18053.035766601562,0.3,0.8890195488929749,7221.080078125,0.0,1540,0.00025
6039.135,44,14371,638976,156,629.41,-0.0004764825018355623,0.0002496473,-1.0019686251878739,44374.581274414064,0.3,0.8154780268669128,22010.330078125,0.0,1550,0.00025
6054.121999999999,44,14540,643072,157,628.96,-0.0016591549472650513,0.0010844902,-0.9548015713691711,10586.656912231445,0.3,0.9441363215446472,4956.7490234375,0.0,1560,0.00025
6140.445,44,14706,647168,158,628.8,-0.0012334288956481032,0.0008657101,-0.9896939121186733,27708.334020996095,0.3,0.9094149470329285,13088.0439453125,0.0,1570,0.00025
6190.121,43,14855,651264,159,628.0,-0.0008670018447446637,0.0009139869,-1.0054194647818804,41855.36495361328,0.3,0.862606942653656,21211.974609375,0.0,1580,0.00025
6199.182,43,15023,655360,160,626.98,-0.00023553422543045598,9.602932e-05,-0.9981291070580482,30578.53254394531,0.3,0.8312477469444275,14003.9111328125,0.0,1590,0.00025
6132.799,43,15174,659456,161,625.34,-0.0009899216252961195,0.0014297318,-1.0032333433628082,18921.61919555664,0.3,0.9170114398002625,7894.744140625,0.0,1600,0.00025
6100.184000000001,43,15346,663552,162,624.4,-0.002203363339503994,0.0023467178,-0.9891029112040997,8054.755404663086,0.3,0.9359924793243408,2332.91796875,0.0,1610,0.00025
6078.766999999998,42,15542,667648,163,621.75,-0.0010236525980872103,0.0006269617,-1.0209306459873915,16328.969458007812,0.3,0.9082713723182678,6800.53173828125,0.0,1620,0.00025
6061.3640000000005,42,15717,671744,164,620.16,-0.0016597920410276856,0.001859092,-1.0224638767540455,20952.419885253905,0.3,0.8541103005409241,9878.2021484375,0.0,1630,0.00025
6053.06,42,15894,675840,165,620.44,-0.0012333837283222237,0.001436206,-1.009166045859456,7491.372888183594,0.3,0.9325349926948547,3245.469970703125,0.0,1640,0.00025
5995.811,42,16021,679936,166,620.61,-0.0011258830709266476,0.0010319931,-1.0049189001321792,14284.506005859375,0.3,0.9450753927230835,6327.35888671875,0.0,1650,0.00025
6013.266999999998,42,16152,684032,167,621.54,-0.002667320196633227,0.0028626963,-0.9727739877998829,11172.932009887696,0.3,0.9368461966514587,5250.521484375,0.0,1660,0.00025
6130.329999999999,42,16283,688128,168,622.73,-0.001354205803363584,0.0010668078,-0.9653818778693676,20016.19219970703,0.3,0.9194022417068481,7764.46923828125,0.0,1670,0.00025
6236.497,42,16438,692224,169,623.77,-0.001384728914126754,0.0007729867,-0.9979263827204704,42977.464038085935,0.3,0.9017505049705505,16522.822265625,0.0,1680,0.00025
6158.771,42,16570,696320,170,622.6,-0.0016491672744450626,0.0020000334,-0.9689156040549278,26334.481860351563,0.3,0.8773170113563538,12075.45703125,0.0,1690,0.00025
6156.07,41,16727,700416,171,621.85,-0.0007747789502900559,0.0006844562,-0.992282846570015,18136.699517822264,0.3,0.874809741973877,8379.0634765625,0.0,1700,0.00025
6134.247999999998,41,16863,704512,172,619.79,-0.0018553242567577398,0.0020375839,-0.9531586848199367,10837.383862304687,0.3,0.9342867136001587,4819.84814453125,0.0,1710,0.00025
6071.203999999999,41,17022,708608,173,617.61,-0.0009471310360822827,0.0012601668,-0.9430874794721603,17136.98454589844,0.3,0.9455564618110657,7749.8193359375,0.0,1720,0.00025
6046.21,41,17134,712704,174,615.55,-0.0009312157999374904,0.0010414664,-0.9738500609993934,21270.351812744142,0.3,0.8945022821426392,9610.619140625,0.0,1730,0.00025
6120.190999999999,41,17293,716800,175,616.56,-0.0009692937761428766,0.0011892123,-0.9903573721647263,21701.90285644531,0.3,0.860383152961731,9023.84375,0.0,1740,0.00025
6198.25,41,17429,720896,176,618.18,-0.0005458264407934621,0.00019351367,-1.0192379392683506,23635.95185546875,0.3,0.9283357858657837,10060.6884765625,0.0,1750,0.00025
6251.355,41,17615,724992,177,620.21,-0.0005208207046962343,0.00020371217,-1.002969951555133,18030.50944824219,0.3,0.9336612820625305,8927.560546875,0.0,1760,0.00025
6324.8060000000005,41,17751,729088,178,622.19,-0.0012259933158929926,0.0010863713,-0.975023876875639,12835.354058837891,0.3,0.9488109350204468,6385.1640625,0.0,1770,0.00025
6401.701000000001,40,17916,733184,179,624.72,-0.0011565333166799973,0.000885322,-0.992090268433094,23232.172973632812,0.3,0.9140934944152832,12205.119140625,0.0,1780,0.00025
6401.26,40,18052,737280,180,624.09,-0.0003766255176742561,5.592808e-05,-0.9948453068733215,21004.86224975586,0.3,0.8807357549667358,9653.6669921875,0.0,1790,0.00025
6497.252999999998,40,18245,741376,181,624.68,-0.001387674619036261,0.00079030986,-0.9565591886639595,11781.422482299804,0.3,0.9392344951629639,6152.00146484375,0.0,1800,0.00025
6484.257999999998,40,18334,745472,182,624.58,-0.000690112457232317,0.0002965972,-0.9684470508247613,16137.20327758789,0.3,0.9419221878051758,9047.775390625,0.0,1810,0.00025
6428.9450000000015,40,18526,749568,183,622.8,-0.00047114675689954313,0.00033980922,-0.9658438198268413,14660.85537109375,0.3,0.9451630711555481,5743.84375,0.0,1820,0.00025
6388.910000000001,40,18691,753664,184,622.36,-0.000564891949761659,0.000275765,-0.9761834077537059,11340.217276000976,0.3,0.9469900727272034,5213.69287109375,0.0,1830,0.00025
6338.885,40,18885,757760,185,623.61,-0.0010492635978152976,0.0024140095,-1.0042295876890421,18582.762994384764,0.3,0.9289135932922363,8751.80078125,0.0,1840,0.00025
6355.43,39,19081,761856,186,623.5,-0.0006219893308298197,0.00018902251,-0.9970179118216038,5777.494166564941,0.3,0.9605213403701782,3049.135498046875,0.0,1850,0.00025
6395.483000000002,39,19275,765952,187,623.58,-0.0007025874161627144,0.0003444188,-1.0174020439386369,7932.08862915039,0.3,0.941353440284729,3930.380615234375,0.0,1860,0.00025
6381.405000000002,39,19500,770048,188,624.46,-0.0005386573808209505,9.1039714e-05,-1.0309548538178206,18174.05046386719,0.3,0.9205037355422974,9358.7353515625,0.0,1870,0.00025
6444.951000000001,39,19677,774144,189,628.4,-0.0010711127702961675,0.0012471213,-0.985213578492403,9118.915097045898,0.3,0.9689663648605347,5043.5986328125,0.0,1880,0.00025
6357.013000000001,39,19880,778240,190,628.81,-0.001368153639486991,0.00090607937,-1.027433095127344,23972.721643066405,0.3,0.9265674352645874,12306.9609375,0.0,1890,0.00025
6327.018000000002,39,20027,782336,191,626.73,-0.0008987100998638197,0.00033339945,-0.9716568779200315,6135.750224304199,0.3,0.9625920653343201,3446.341552734375,0.0,1900,0.00025
6349.331000000001,38,20202,786432,192,625.42,-0.0006360641586070414,0.00022229145,-0.9966222878545523,14190.68823852539,0.3,0.9453188180923462,6409.46435546875,0.0,1910,0.00025
6340.128000000001,38,20299,790528,193,623.66,-0.0008591086836531759,0.0003641356,-0.9863750688731671,24797.836486816406,0.3,0.8967419266700745,11818.6708984375,0.0,1920,0.00025
6331.223000000002,38,20422,794624,194,622.81,-0.0010138713812921196,0.00063883374,-0.9867742501199246,12233.127783203125,0.3,0.9407936930656433,5786.30419921875,0.0,1930,0.00025
6390.060000000001,38,20574,798720,195,623.2,-0.0008101088787952904,0.0006921465,-0.9850648108869791,11589.99740600586,0.3,0.9502877593040466,5972.95849609375,0.0,1940,0.00025
6476.003,38,20748,802816,196,625.06,-0.000885302436654456,0.00041039893,-0.9969205316156149,23742.432177734376,0.3,0.9110981225967407,10425.9130859375,0.0,1950,0.00025
6469.138999999999,38,20956,806912,197,624.76,-0.0005186057423998136,0.0004003878,-1.0192199278622867,16591.801306152345,0.3,0.9304706454277039,8482.2529296875,0.0,1960,0.00025
6505.678999999999,38,21134,811008,198,625.41,-0.001010758363554487,0.00044220692,-1.005904394388199,18260.151849365233,0.3,0.9287518858909607,8923.505859375,0.0,1970,0.00025
6585.406999999999,38,21313,815104,199,625.47,-0.0013823976172716358,0.001116745,-1.0018696676939727,14722.407781982422,0.3,0.9445890188217163,7071.11669921875,0.0,1980,0.00025
6653.331000000001,38,21439,819200,200,626.39,-0.00019925465458072721,6.889613e-05,-1.0143786527216434,32289.38621826172,0.3,0.8961330652236938,16999.201171875,0.0,1990,0.00025
6817.837,38,21591,823296,201,629.29,-0.0005878418116481044,0.00021846825,-0.9822556432336569,19375.642279052736,0.3,0.9367357492446899,8651.7783203125,0.0,2000,0.00025
6814.430000000001,38,21747,827392,202,629.94,-0.0006622866130783223,0.00025799384,-1.01335023380816,22858.461840820313,0.3,0.9501885771751404,11715.08984375,0.0,2010,0.00025
6893.2840000000015,37,21959,831488,203,631.92,-0.0006660237500909716,0.0002083362,-0.9866167653352023,10548.988290405274,0.3,0.9271128177642822,4925.41357421875,0.0,2020,0.00025
6923.169000000002,37,22172,835584,204,631.85,-0.0008086262845608871,0.00028184894,-0.9939646888524294,14666.992144775391,0.3,0.9540536403656006,7027.494140625,0.0,2030,0.00025
6921.968000000001,37,22385,839680,205,632.58,-0.00044917049235664307,0.00015444445,-0.9914256475865841,16642.006945800782,0.3,0.9405791163444519,6988.00439453125,0.0,2040,0.00025
6992.085,37,22570,843776,206,633.23,-0.0010024421455455013,0.00046781468,-0.9885376278311014,11072.969522094727,0.3,0.9601520895957947,4394.57568359375,0.0,2050,0.00025
7018.366999999998,37,22790,847872,207,632.69,-0.0010092252872709651,0.0003339558,-0.981154628098011,10878.410223388672,0.3,0.9574607610702515,4445.75048828125,0.0,2060,0.00025
7066.614000000001,37,22975,851968,208,635.56,-0.0003698994289152324,0.00025429772,-0.9684895981103182,14614.336962890626,0.3,0.9527474045753479,5960.50048828125,0.0,2070,0.00025
7151.835999999998,36,23162,856064,209,637.29,-0.0009295323689002544,0.00073819445,-0.9912102963775397,17661.377947998048,0.3,0.9592577219009399,8348.24609375,0.0,2080,0.00025
7199.757,36,23348,860160,210,637.13,-0.0004676651231420692,0.00020545832,-1.0242204066365956,24265.35158691406,0.3,0.9591238498687744,11920.8486328125,0.0,2090,0.00025
7161.982000000001,36,23541,864256,211,635.88,-0.00030811367178102956,0.00011792806,-0.9803842511028051,13410.342095947266,0.3,0.915698230266571,6498.890625,0.0,2100,0.00025
7200.519,36,23643,868352,212,636.5,-0.0007342079959926195,0.00057405,-0.9936933033168316,18696.065130615236,0.3,0.9085872173309326,8702.5029296875,0.0,2110,0.00025
7190.196999999999,36,23862,872448,213,637.16,-0.0007107829893357121,0.0003720877,-1.0129530567675828,8824.06655883789,0.3,0.9712896943092346,4505.19384765625,0.0,2120,0.00025
7208.582,36,24087,876544,214,638.47,-0.0007467890616680961,0.00041271374,-0.9859797466546297,8041.70971069336,0.3,0.9707702994346619,3605.495361328125,0.0,2130,0.00025
7161.446999999999,36,24249,880640,215,638.33,-0.0008037950246944092,0.00040132832,-0.9776448354125022,10419.944244384766,0.3,0.9612553715705872,4726.767578125,0.0,2140,0.00025
7090.732999999998,36,24412,884736,216,638.48,-0.0005297031326335855,0.00011091414,-1.0097026687115431,20169.112493896486,0.3,0.9172273874282837,8552.3896484375,0.0,2150,0.00025
7141.559999999999,36,24574,888832,217,639.55,-0.0004926132431137375,0.00018031595,-0.9828255500644445,6585.47388305664,0.3,0.9613664150238037,2671.445556640625,0.0,2160,0.00025
7177.847999999998,36,24706,892928,218,639.25,-0.0005737962062994483,0.00034342415,-0.9934938855469226,16228.132501220703,0.3,0.961274266242981,7454.162109375,0.0,2170,0.00025
7138.892000000001,36,24873,897024,219,638.76,-0.0008051160053582862,0.00066562445,-0.9835592322051525,8845.132507324219,0.3,0.9664826989173889,4399.96240234375,0.0,2180,0.00025
7165.785,36,25003,901120,220,639.11,-0.0007289099143235944,0.00030310417,-0.9742252245545387,7584.345492553711,0.3,0.9603003263473511,3669.746337890625,0.0,2190,0.00025
7135.673999999999,35,25203,905216,221,637.34,-0.000843019071908202,0.00030847732,-0.9904977556318044,9229.615487670899,0.3,0.9597042798995972,4486.9560546875,0.0,2200,0.00025
7194.553000000001,35,25397,909312,222,637.23,-0.0017014136887155474,0.0010066524,-0.9606217727065086,6269.90686340332,0.3,0.9660542607307434,3377.320068359375,0.0,2210,0.00025
7185.873999999999,35,25600,913408,223,638.19,-0.00041985328571172433,0.00028259063,-0.9993281546980143,18918.735876464845,0.3,0.9516345262527466,9031.5732421875,0.0,2220,0.00025
7209.274,35,25801,917504,224,637.76,-0.0004594358542817645,0.00015364571,-0.9917857054620981,11319.564208984375,0.3,0.9533106088638306,4562.02734375,0.0,2230,0.00025
7230.303000000001,35,26030,921600,225,637.93,-0.00045314214876270855,0.00011782977,-1.0005942203104496,20241.595196533202,0.3,0.955327033996582,7595.28466796875,0.0,2240,0.00025
7245.665,35,26227,925696,226,639.23,-0.0004123954669921659,0.00013472761,-0.9897833954542875,19781.192315673827,0.3,0.9510431885719299,10302.9677734375,0.0,2250,0.00025
7297.561000000002,35,26465,929792,227,642.1,-0.00042752187291625885,0.00016753764,-1.0030558165162802,14093.068505859375,0.3,0.9633569717407227,6803.43017578125,0.0,2260,0.00025
7362.569999999999,34,26698,933888,228,642.13,-0.0019712207416887396,0.0014786741,-0.9742277394980192,10253.94692993164,0.3,0.9618911743164062,4830.47705078125,0.0,2270,0.00025
7367.342,34,26876,937984,229,642.21,-0.0005333433466148563,0.00051957427,-0.963833088800311,15814.50796508789,0.3,0.9530702829360962,8041.78271484375,0.0,2280,0.00025
7368.916,34,27015,942080,230,641.12,-0.0004647486923204269,0.0001894483,-0.9854873742908239,9016.244464111329,0.3,0.961502194404602,3451.287841796875,0.0,2290,0.00025
7384.317000000001,34,27183,946176,231,640.5,-0.00026842153747566046,5.2799718e-05,-0.9621693886816501,13067.763720703126,0.3,0.9211190938949585,5963.14501953125,0.0,2300,0.00025
7472.074999999999,34,27458,950272,232,641.61,-0.000575641466275556,0.00016380356,-0.9819801062345505,12138.350677490234,0.3,0.956451952457428,5251.61572265625,0.0,2310,0.00025
7488.096,34,27660,954368,233,641.6,-0.00047224427544279024,0.00026747707,-0.9800840802490711,19554.801330566406,0.3,0.9590972065925598,7709.99609375,0.0,2320,0.00025
7531.385000000001,34,27774,958464,234,640.96,-0.00037923170602880416,0.00012118946,-0.9639343310147523,14011.715356445313,0.3,0.953972578048706,7259.2998046875,0.0,2330,0.00025
7645.838,34,28044,962560,235,642.2,-0.000718946018605493,0.0002277222,-0.9710143577307463,17466.187878417968,0.3,0.9193943738937378,8135.1279296875,0.0,2340,0.00025
7760.7930000000015,34,28218,966656,236,643.75,-0.000641024399374146,0.00020974051,-0.9800090830773115,19264.29737548828,0.3,0.9621764421463013,7731.3720703125,0.0,2350,0.00025
7808.7649999999985,34,28391,970752,237,644.27,-0.0005573463349719532,0.00031460868,-0.971833223104477,19337.24483642578,0.3,0.9335646033287048,9669.232421875,0.0,2360,0.00025
7789.424999999999,34,28575,974848,238,644.2,-0.0006130588109954261,0.00030726183,-0.9771912947297097,11091.908834838867,0.3,0.9568771123886108,4737.6572265625,0.0,2370,0.00025
7819.499,34,28717,978944,239,643.87,-0.0004118743228900712,0.00014874834,-0.9719772063195705,18179.738037109375,0.3,0.8884782791137695,7208.93359375,0.0,2380,0.00025
7708.445999999999,33,28931,983040,240,644.09,-0.0008783690369455144,0.0006250291,-0.9934477288275957,10494.814587402343,0.3,0.9482250213623047,5065.54150390625,0.0,2390,0.00025
7736.953999999998,33,29146,987136,241,645.26,-0.0006074014330806676,0.00017762894,-0.9525328632444143,5075.29732055664,0.3,0.9745063781738281,1786.8883056640625,0.0,2400,0.00025
7797.237999999999,33,29356,991232,242,644.94,-0.0008422461884038057,0.00030133178,-0.9747628286480904,12678.186791992188,0.3,0.969477653503418,5426.62060546875,0.0,2410,0.00025
7830.667,33,29439,995328,243,641.99,-0.0008319323140312917,0.00021424911,-0.9844883710145951,18017.487542724608,0.3,0.9533421397209167,7634.1650390625,0.0,2420,0.00025
7890.8910000000005,33,29616,999424,244,643.96,-0.0001993386453250423,2.4945119e-05,-0.9813577149063348,26160.635827636717,0.3,0.8424832820892334,10202.6494140625,0.0,2430,0.00025
7911.832,33,29761,1003520,245,644.01,-0.0007168587981141172,0.00029156607,-0.9702388785779477,9218.358889770509,0.3,0.961498498916626,4177.94091796875,0.0,2440,0.00025
