rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_len_mean,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/value_loss,train/clip_range,train/explained_variance,train/loss,train/clip_fraction,train/n_updates,train/learning_rate
2473.962,126,1132,143360,35,599.12,-0.002566993208893109,0.003489194,-1.026529884338379,41477.497265625,0.3,0.3358900547027588,18496.345703125,0.0,340,0.00025
2574.9629999999997,125,1176,147456,36,598.02,-0.0018037916408502497,0.003754808,-0.9781462855637073,33386.36300048828,0.3,0.4410635232925415,16656.740234375,0.0,350,0.00025
2686.473,124,1217,151552,37,597.76,-0.002276481833541766,0.0019483471,-1.008455929160118,59445.31687011719,0.3,0.33776944875717163,29752.09765625,0.0,360,0.00025
2767.776,122,1268,155648,38,599.11,-0.0016616187145700677,0.0007806943,-1.0157356135547162,51642.19970703125,0.3,0.41072791814804077,27178.27734375,0.0,370,0.00025
2897.7480000000005,121,1311,159744,39,598.82,-0.00229074578237487,0.0051322603,-0.9999637495726347,36370.05460205078,0.3,0.3823448419570923,16399.1875,0.002490234375,380,0.00025
3015.854,120,1359,163840,40,598.86,-0.0017383639031322673,0.0035586567,-0.9809716504067183,27097.351477050783,0.3,0.5025036334991455,12825.3896484375,0.000439453125,390,0.00025
3097.298,120,1390,167936,41,598.26,-0.0024368025420699268,0.0031537376,-1.0072519470006227,35200.07239990235,0.3,0.4331415891647339,16255.677734375,0.0002197265625,400,0.00025
3312.239999999999,120,1425,172032,42,600.13,-0.004125132504850626,0.0081540365,-0.9882145702838898,14860.303448486327,0.3,0.48135823011398315,6260.31103515625,0.003173828125,410,0.00025
3378.343,121,1449,176128,43,600.51,-0.0025800589544815013,0.004793172,-0.9887417498975992,63629.94155273437,0.3,0.20199018716812134,29792.884765625,0.0006591796875,420,0.00025
3476.713999999999,120,1494,180224,44,602.5,-0.00173281535244314,0.0036252944,-0.9718753062188625,31885.241931152344,0.3,0.4522903561592102,15259.83203125,0.0004638671875,430,0.00025
3623.848,119,1539,184320,45,603.88,-0.0016393034951761366,0.0022074683,-0.9970573902130127,29224.76151123047,0.3,0.6661767959594727,13935.90625,0.0001708984375,440,0.00025
3668.566,118,1589,188416,46,604.01,-0.0025274877218180334,0.003722297,-1.0294804971665144,47503.53627929687,0.3,0.3848591446876526,21283.87109375,0.001611328125,450,0.00025
3678.8680000000004,118,1626,192512,47,606.01,-0.0017296187179454137,0.0023219446,-1.0234777737408876,24557.176159667968,0.3,0.39642542600631714,10898.3701171875,0.0,460,0.00025
3756.8379999999997,117,1676,196608,48,604.39,-0.0014513736263324973,0.0025204956,-1.0081394076347352,19626.3010925293,0.3,0.7024402618408203,7944.19873046875,0.0,470,0.00025
3743.2329999999997,115,1732,200704,49,604.6,-0.0019336485012900085,0.0038676986,-1.04790473356843,36120.80427246094,0.3,0.2984657883644104,17268.1328125,0.00126953125,480,0.00025
3647.94,114,1782,204800,50,601.68,-0.0028295330514083615,0.0059394315,-1.0453286431729794,24294.04719238281,0.3,0.4504653215408325,13470.5703125,0.0011474609375,490,0.00025
3614.611,113,1841,208896,51,601.5,-0.001967209098802414,0.0024177146,-0.9993280034512282,16090.115075683594,0.3,0.5808817148208618,8797.462890625,0.0001953125,500,0.00025
3506.2529999999997,111,1906,212992,52,598.21,-0.0010857719491468743,0.0010801498,-0.9902539547532797,19273.99817504883,0.3,0.6799114346504211,8205.49609375,0.0,510,0.00025
3475.114,111,1946,217088,53,592.08,-0.0031216278483043427,0.0038926688,-0.9860053651034832,15702.077221679687,0.3,0.711138129234314,8486.423828125,0.0,520,0.00025
3471.285999999999,110,2007,221184,54,592.2,-0.0013504588569048792,0.0019004985,-0.9240051101893186,27082.348901367186,0.3,0.5116385221481323,12069.083984375,0.0,530,0.00025
3498.7589999999996,108,2068,225280,55,588.21,-0.0017348782726912758,0.0020286734,-0.9713791705667972,31185.861950683593,0.3,0.7194105982780457,14821.6376953125,0.0,540,0.00025
3447.0480000000007,106,2154,229376,56,585.95,-0.003905486493022181,0.008531654,-0.9902371782809496,31268.736901855467,0.3,0.45973455905914307,14772.4990234375,0.0033447265625,550,0.00025
3363.581,104,2232,233472,57,583.63,-0.0011585333359107608,0.0017647978,-1.0126906380057334,13881.760534667968,0.3,0.6007375717163086,5647.326171875,0.0,560,0.00025
3310.248,102,2311,237568,58,580.7,-0.002220586016483139,0.0057625463,-1.045704547315836,16839.718170166016,0.3,0.6848512887954712,8836.1572265625,0.0024658203125,570,0.00025
3246.4320000000002,101,2384,241664,59,577.89,-0.0023059075203491373,0.004485408,-1.009111887961626,11620.602655029297,0.3,0.8415265679359436,6214.6650390625,0.0,580,0.00025
3230.342,99,2466,245760,60,576.16,-0.0019163385208230467,0.0045517483,-1.0110097993165255,14903.171002197265,0.3,0.7843676805496216,6437.568359375,0.0,590,0.00025
3208.509,98,2548,249856,61,573.21,-0.0030433983643888495,0.0065940907,-1.0486306581646203,13299.54500732422,0.3,0.7836595177650452,6261.9169921875,0.001025390625,600,0.00025
3201.735,96,2632,253952,62,573.59,-0.0029441326172673144,0.005039598,-1.0330144818872213,15583.151434326172,0.3,0.7293020486831665,6200.87841796875,7.32421875e-05,610,0.00025
3218.302,94,2716,258048,63,570.64,-0.0023284920564037746,0.0026157806,-1.0282977469265462,24694.722875976564,0.3,0.7557941675186157,11666.3740234375,0.0,620,0.00025
3325.476000000001,93,2794,262144,64,573.58,-0.0027532242951565423,0.005386838,-1.019861912727356,26124.9376953125,0.3,0.6165676712989807,12779.2548828125,0.0,630,0.00025
3410.507,92,2881,266240,65,573.93,-0.0019557337516744157,0.0024389396,-1.0228532005101443,38398.08391113281,0.3,0.6791630983352661,18296.197265625,0.0,640,0.00025
3464.947,91,2960,270336,66,573.78,-0.0012839763476222288,0.0016091908,-0.9907816302031278,40517.43647460938,0.3,0.5575028657913208,19106.22265625,0.0,650,0.00025
3517.5609999999992,89,3049,274432,67,576.29,-0.0011761244735680521,0.0007594554,-1.0142749045044184,24274.01268310547,0.3,0.7381990551948547,10970.0615234375,0.0,660,0.00025
3524.6059999999998,88,3131,278528,68,576.77,-0.0014678460589493624,0.00097655086,-1.0054704409092665,21827.09276123047,0.3,0.7028606534004211,10253.4189453125,0.0,670,0.00025
3596.331,88,3204,282624,69,579.23,-0.001737793045322178,0.0011142229,-1.0146939225494862,29902.33123779297,0.3,0.6647019386291504,13308.12109375,0.0,680,0.00025
3624.6480000000006,86,3298,286720,70,579.51,-0.0020708779848064296,0.00349257,-1.0339255150407554,30746.256909179687,0.3,0.6693514585494995,14621.0361328125,2.44140625e-05,690,0.00025
3692.32,85,3391,290816,71,580.88,-0.0014766380481887609,0.0035247211,-1.035324464738369,22423.591870117187,0.3,0.693540096282959,10271.4736328125,0.0001708984375,700,0.00025
3744.0219999999995,84,3477,294912,72,580.35,-0.0018299389172170776,0.0019898536,-1.0515871275216342,20712.151318359374,0.3,0.6856421232223511,9841.0439453125,0.0,710,0.00025
3795.6310000000003,83,3571,299008,73,580.88,-0.0014736243232619018,0.002311396,-1.0481459353119136,22701.67481689453,0.3,0.7529893517494202,10464.35546875,0.0,720,0.00025
3872.5650000000005,83,3639,303104,74,581.66,-0.003019608778413385,0.007173228,-1.040906047448516,17558.41632080078,0.3,0.7847524881362915,7950.11474609375,0.0004638671875,730,0.00025
3987.759,82,3730,307200,75,584.75,-0.0008922756562242285,0.0007847066,-1.0220557611435652,29125.62775878906,0.3,0.7790055871009827,13722.3154296875,0.0,740,0.00025
4081.3950000000004,81,3798,311296,76,587.19,-0.000955167697975412,0.0010628024,-1.019000867754221,31977.115576171876,0.3,0.7634219527244568,15211.3701171875,0.0,750,0.00025
4098.150000000001,81,3879,315392,77,589.95,-0.001545005130174104,0.0028369708,-1.0525917187333107,34488.894982910155,0.3,0.7583451271057129,15506.009765625,0.0,760,0.00025
4124.36,80,3980,319488,78,592.25,-0.0008346949005499482,0.0005644342,-1.0365654561668634,19485.749084472656,0.3,0.7769821286201477,10401.9677734375,0.0,770,0.00025
4072.494,79,4071,323584,79,593.86,-0.0010899481865635607,0.0008311551,-1.038734357059002,21807.405615234376,0.3,0.7805837988853455,10999.0927734375,0.0,780,0.00025
4081.1679999999997,78,4153,327680,80,596.14,-0.001508246414596215,0.0019862393,-1.0292910691350698,10968.941107177734,0.3,0.8613451719284058,4584.13525390625,0.0,790,0.00025
4097.643,78,4237,331776,81,598.88,-0.0015907520719338208,0.0021046167,-1.0387788444757462,29588.7416015625,0.3,0.7129711508750916,15205.9130859375,0.0,800,0.00025
4208.866999999999,77,4321,335872,82,601.97,-0.002837133173306938,0.002918078,-1.0202426429837943,27997.474450683592,0.3,0.7573894262313843,13408.4619140625,0.0,810,0.00025
4336.225,77,4383,339968,83,605.05,-0.0015575061101117172,0.0017358863,-1.033498664945364,55130.41262207031,0.3,0.6949231624603271,24654.28125,0.0,820,0.00025
4415.777,76,4479,344064,84,607.41,-0.001560903615609277,0.0022374613,-1.0174301698803903,42895.60314941406,0.3,0.7269338369369507,20335.640625,0.0,830,0.00025
4492.542,75,4589,348160,85,609.52,-0.0018985943432198837,0.0033639912,-1.047224620729685,48432.18623046875,0.3,0.6612111330032349,24781.07421875,0.0004150390625,840,0.00025
4533.878000000001,75,4687,352256,86,611.74,-0.0017758626883733087,0.0018955137,-1.0296306375414133,29709.010205078124,0.3,0.7811455726623535,13784.46875,7.32421875e-05,850,0.00025
4568.276000000001,74,4763,356352,87,611.78,-0.0031037241307785733,0.004027099,-1.0287306141108274,19723.82565917969,0.3,0.7921814322471619,9672.1337890625,0.0021484375,860,0.00025
4572.874999999999,74,4829,360448,88,611.73,-0.0010839981710887513,0.0017821649,-1.0007830530405044,27254.002807617188,0.3,0.714191198348999,13498.1728515625,0.0,870,0.00025
4560.7390000000005,74,4904,364544,89,613.45,-0.0014219249787856825,0.0014042595,-1.0142218176275493,20186.90056152344,0.3,0.7939581871032715,8959.8203125,0.0,880,0.00025
4576.295,73,4983,368640,90,613.53,-0.003976622805930674,0.0053125853,-1.0209345132112504,16160.373107910156,0.3,0.8675286769866943,7849.55517578125,0.003955078125,890,0.00025
4600.005,73,5048,372736,91,613.24,-0.0012096569524146616,0.001782892,-1.0409676544368267,35935.78774414062,0.3,0.7457851767539978,16181.46875,0.0,900,0.00025
4656.65,72,5165,376832,92,614.59,-0.0013326102722203358,0.002110247,-1.0324406828731298,42292.472387695314,0.3,0.7130661010742188,17214.3515625,0.0,910,0.00025
4718.651,72,5272,380928,93,615.06,-0.001346457011095481,0.0014353516,-1.0265730548650027,20309.40951538086,0.3,0.8635566830635071,9984.2138671875,0.0,920,0.00025
4807.434000000001,72,5326,385024,94,617.14,-0.001608037391270045,0.0021534543,-1.0498421587049962,33834.24174804687,0.3,0.7179024815559387,17979.01171875,0.0,930,0.00025
4930.495000000001,71,5408,389120,95,618.05,-0.0016391478508012368,0.0012593463,-1.0321883343160152,22123.059631347656,0.3,0.8163343071937561,10919.1640625,0.0,940,0.00025
5093.991999999999,71,5515,393216,96,620.31,-0.0016735990095185116,0.0023719654,-1.0454488079994917,61823.77177734375,0.3,0.6591354608535767,26360.5078125,0.0,950,0.00025
5158.354,70,5613,397312,97,620.4,-0.001625619563856162,0.00090358336,-1.00206436291337,62042.71931152344,0.3,0.737053394317627,29874.533203125,0.0,960,0.00025
5219.627,70,5706,401408,98,619.46,-0.0033652259575319477,0.005069758,-1.0288855008780957,74400.55895996094,0.3,0.5182477235794067,37223.96875,0.000927734375,970,0.00025
5275.971000000001,69,5811,405504,99,620.5,-0.001039002777542919,0.0010134417,-0.9739425159990788,67370.8561767578,0.3,0.6082812547683716,31792.32421875,0.0,980,0.00025
5374.982,69,5911,409600,100,620.74,-0.0009665985075116623,0.001671667,-1.0007418509572745,81757.97958984374,0.3,0.6605616211891174,44219.234375,0.0,990,0.00025
5470.691999999999,68,6012,413696,101,620.58,-0.0012573902087751776,0.0011077494,-0.9885187249630689,46049.3908203125,0.3,0.6730350852012634,22133.2421875,0.0,1000,0.00025
5557.553000000001,68,6113,417792,102,622.92,-0.0006288082644459791,0.00029106718,-0.9834229245781898,42332.89445800781,0.3,0.6988043189048767,18766.28515625,0.0,1010,0.00025
5610.776,67,6230,421888,103,623.27,-0.000985094954376109,0.0007804689,-1.0008297722786665,43725.359130859375,0.3,0.75898677110672,20449.462890625,0.0,1020,0.00025
5767.490999999998,67,6320,425984,104,623.75,-0.0016745871704188175,0.002007437,-0.9708094075322151,32744.25471191406,0.3,0.7782379388809204,16893.763671875,0.0,1030,0.00025
5854.578999999999,67,6410,430080,105,624.35,-0.0009087818303669337,0.00066277373,-1.0063443187624217,50285.51240234375,0.3,0.7573959827423096,24095.69140625,0.0,1040,0.00025
5844.744000000001,66,6515,434176,106,624.02,-0.0005539385885640514,0.0006275408,-1.0069072861224413,40648.0267578125,0.3,0.7652623653411865,19550.7421875,0.0,1050,0.00025
5876.1810000000005,66,6635,438272,107,624.92,-0.0010905064293183387,0.00073054765,-1.023351227119565,32465.902075195314,0.3,0.7853163480758667,15804.2412109375,0.0,1060,0.00025
5968.334,65,6754,442368,108,627.0,-0.0010859700239961966,0.00094682747,-1.0071339305490254,29187.135888671874,0.3,0.82825767993927,12531.6748046875,0.0,1070,0.00025
6098.995000000001,65,6863,446464,109,627.52,-0.0007039875607006251,0.0005188235,-1.0173289772123097,70619.36960449218,0.3,0.7549806237220764,35834.47265625,0.0,1080,0.00025
5978.156999999997,64,6972,450560,110,625.2,-0.0007272158545674756,0.0007063812,-0.9928986135870218,32909.10197753906,0.3,0.7724312543869019,15384.638671875,0.0,1090,0.00025
5835.324999999999,64,7067,454656,111,621.29,-0.0011052036228647922,0.0011114487,-0.9824267104268074,17652.60158691406,0.3,0.778984546661377,6080.4541015625,0.0,1100,0.00025
5746.024999999999,64,7160,458752,112,619.87,-0.0011938936309888958,0.0010888318,-1.0135399267077445,23018.09786376953,0.3,0.8082924485206604,9943.7822265625,0.0,1110,0.00025
5661.419000000002,63,7303,462848,113,620.25,-0.0007848185778129846,0.00053243863,-1.0055767863988876,19215.143920898438,0.3,0.8797032237052917,9702.9912109375,0.0,1120,0.00025
5500.995,63,7400,466944,114,618.47,-0.0018171223331592047,0.00305705,-1.0188617244362832,21945.079296875,0.3,0.8931550979614258,10251.3203125,2.44140625e-05,1130,0.00025
5398.38,62,7496,471040,115,619.8,-0.001734209372807527,0.002855004,-1.020570270717144,14261.59864501953,0.3,0.8735052943229675,6913.23291015625,0.0,1140,0.00025
5380.140999999999,62,7641,475136,116,622.32,-0.0011912199726793915,0.0018970164,-1.0432873513549565,11274.699670410157,0.3,0.940277099609375,4801.10107421875,0.0,1150,0.00025
5352.277000000001,61,7770,479232,117,622.61,-0.001160336539032869,0.0010083566,-1.0402103617787362,22309.94803466797,0.3,0.8866963386535645,10589.9365234375,0.0,1160,0.00025
5295.988999999999,61,7870,483328,118,622.78,-0.0033602664087084124,0.004547976,-1.026135755330324,24854.945861816406,0.3,0.831763505935669,11406.5556640625,0.0007568359375,1170,0.00025
5210.842000000001,61,7984,487424,119,624.02,-0.0008650901952933054,0.00064670213,-1.004178599640727,13886.123327636718,0.3,0.8235557079315186,6147.45263671875,0.0,1180,0.00025
5181.664999999999,60,8135,491520,120,624.48,-0.0010667364644177725,0.0011037587,-1.0294533919543027,14398.637481689453,0.3,0.9204837679862976,6188.73681640625,0.0,1190,0.00025
5166.666,60,8236,495616,121,624.13,-0.0006753336165274959,0.00073626114,-1.041021515801549,21316.362878417967,0.3,0.8743062019348145,8867.3515625,0.0,1200,0.00025
5129.934,59,8371,499712,122,623.1,-0.0009388059275806882,0.0010880497,-1.0528457283973693,25217.118017578126,0.3,0.8513674139976501,10985.2724609375,0.0,1210,0.00025
5103.831,59,8506,503808,123,621.9,-0.0014660524146165698,0.0010302071,-1.0424879156053066,16053.811938476563,0.3,0.8640738725662231,9032.3203125,0.0,1220,0.00025
5012.405000000001,58,8661,507904,124,620.34,-0.0013531906632124446,0.0015119314,-1.0385693587362765,31012.587341308594,0.3,0.8773408532142639,13679.7802734375,0.0,1230,0.00025
5125.201000000001,58,8799,512000,125,622.93,-0.0012683698900218588,0.0007216583,-0.9808959767222405,19417.028314208983,0.3,0.8795611262321472,9397.5576171875,0.0,1240,0.00025
5173.833,57,8937,516096,126,622.98,-0.0010090934461914002,0.0010435521,-1.0099834490567445,24265.984802246094,0.3,0.8858522772789001,12197.2392578125,0.0,1250,0.00025
5224.077,57,9118,520192,127,623.36,-0.0009331580724392552,0.0005705607,-1.0276372510939837,37167.251293945315,0.3,0.7889242172241211,17920.650390625,0.0,1260,0.00025
5247.339,56,9331,524288,128,625.32,-0.001470815144421067,0.002556994,-1.0046097725629806,19106.293743896484,0.3,0.8887488842010498,9349.0244140625,0.0,1270,0.00025
5194.258000000001,55,9486,528384,129,624.61,-0.0018208283712738194,0.0035158321,-1.0467642851173877,22040.323291015626,0.3,0.9112958312034607,10515.8642578125,0.000390625,1280,0.00025
5242.410000000001,55,9645,532480,130,623.09,-0.0009629124448110815,0.000626064,-1.0239680394530297,6681.314251708985,0.3,0.8949345946311951,3216.019775390625,0.0,1290,0.00025
5263.052999999999,54,9832,536576,131,622.69,-0.0016741513725719414,0.002971258,-1.010388247296214,14749.621484375,0.3,0.8760956525802612,6397.5224609375,9.765625e-05,1300,0.00025
5301.203999999999,53,10058,540672,132,621.19,-0.001666598416341003,0.0021868276,-1.0292861256748438,23829.588134765625,0.3,0.8971851468086243,13169.7734375,0.0,1310,0.00025
5376.898,53,10215,544768,133,623.72,-0.0015282674648915417,0.0022095242,-1.0145834527909756,31173.006494140624,0.3,0.8096253871917725,14267.7275390625,0.0,1320,0.00025
5495.24,52,10468,548864,134,623.58,-0.0014332800448755734,0.0023783538,-1.0332297082990407,30015.433703613282,0.3,0.8607578277587891,12782.857421875,0.0,1330,0.00025
5441.679,52,10633,552960,135,621.18,-0.0014654815648100338,0.0020799243,-1.0146422501653434,28516.385095214842,0.3,0.8857205510139465,15788.2421875,0.0,1340,0.00025
5484.540999999998,51,10857,557056,136,621.37,-0.0006360250656143763,0.00022856571,-0.9664527986198663,17159.81217651367,0.3,0.8314046859741211,5949.73681640625,0.0,1350,0.00025
5525.604,50,11025,561152,137,622.35,-0.0020074727814062498,0.0018606591,-0.9965775847434998,27183.32451171875,0.3,0.8854285478591919,14173.072265625,0.0,1360,0.00025
5531.4259999999995,50,11219,565248,138,621.98,-0.0008785684796748683,0.0004014205,-0.9992313299328088,16999.21600341797,0.3,0.913032054901123,6666.75146484375,0.0,1370,0.00025
5588.807000000001,49,11419,569344,139,623.6,-0.0015132515007280744,0.0019788905,-0.9942898046225309,24880.54250488281,0.3,0.8890155553817749,11851.7099609375,0.0,1380,0.00025
5559.186999999998,49,11647,573440,140,622.88,-0.001565582754847128,0.0016055766,-1.0128079175949096,27364.39304199219,0.3,0.8899635076522827,15160.47265625,0.0,1390,0.00025
5570.466999999999,48,11843,577536,141,624.89,-0.0007397329798550345,0.00031862568,-1.0469633959233762,18753.516851806642,0.3,0.8602901697158813,9854.2568359375,0.0,1400,0.00025
5600.968000000001,48,12083,581632,142,626.7,-0.0010470369292306715,0.00038363913,-1.0236282594501973,15453.198217773437,0.3,0.9171904921531677,7654.658203125,0.0,1410,0.00025
5583.013000000001,47,12353,585728,143,626.17,-0.0009647010083426721,0.00092294975,-1.0307621903717519,33450.52692871094,0.3,0.8588199615478516,14808.7041015625,0.0,1420,0.00025
5705.978000000002,46,12655,589824,144,627.81,-0.001955438005097676,0.002621077,-1.0226674430072307,16596.77052001953,0.3,0.9069780111312866,7687.03466796875,7.32421875e-05,1430,0.00025
5772.518,46,12753,593920,145,629.96,-0.00293609283544356,0.0043356204,-1.0387056212872268,18093.593756103517,0.3,0.9158874154090881,8533.90234375,0.0,1440,0.00025
5838.806,46,12915,598016,146,631.12,-0.0014446869456151035,0.0015944305,-1.0071519646793603,20975.33028564453,0.3,0.8877445459365845,10860.4287109375,0.0,1450,0.00025
5876.156,46,13072,602112,147,632.26,-0.0009099276721826755,0.0009406978,-1.029420292377472,24443.076599121094,0.3,0.9095391035079956,11796.30078125,0.0,1460,0.00025
5796.081999999999,45,13192,606208,148,631.36,-0.0015815118778846227,0.0018813581,-1.0147262014448644,22121.36018066406,0.3,0.8922628164291382,12170.046875,0.0,1470,0.00025
5850.247,45,13331,610304,149,631.54,-0.0014772955910302699,0.0008481505,-1.0263797659426928,20810.89644165039,0.3,0.8904268741607666,10260.134765625,0.0,1480,0.00025
5876.442999999999,45,13514,614400,150,632.55,-0.0007852161754271947,0.00046948117,-1.011677099391818,21852.795751953126,0.3,0.9076494574546814,10581.7578125,0.0,1490,0.00025
5962.072000000001,45,13653,618496,151,631.88,-0.0020740016814670527,0.0015577871,-1.0152508743107318,13744.138256835937,0.3,0.9408016204833984,6705.70166015625,0.0,1500,0.00025
5967.978,45,13818,622592,152,631.01,-0.00031824554171180355,0.00014400929,-1.0419208399951458,29937.841833496095,0.3,0.8528668880462646,14550.9228515625,0.0,1510,0.00025
5985.657999999999,44,13960,626688,153,631.92,-0.0014920398782123812,0.0007772345,-1.0158330712467432,17234.627526855467,0.3,0.9249656796455383,7750.18115234375,0.0,1520,0.00025
