time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/fps,time/iterations,rollout/ep_rew_mean,train/n_updates,train/approx_kl,train/learning_rate,train/value_loss,train/clip_range,train/explained_variance,train/loss,train/clip_fraction,train/entropy_loss,train/policy_gradient_loss
244,36864,560.2615384615384,151,18,-71.35217872307692,170,0.0038342758,0.0003,18.957986949384214,0.2,0.8895860910415649,9.314881324768066,0.010986328125,-0.994366649352014,-0.0038030856769182718
258,38912,558.6376811594203,150,19,-71.47000114492754,180,0.005052889,0.0003,10.830099962186068,0.2,0.8081612586975098,1.4716668128967285,0.050048828125,-0.9872328536584973,-0.005827894101821584
271,40960,556.4520547945206,150,20,-68.73492483561644,190,0.004906394,0.0003,13.741362476162612,0.2,0.8361724019050598,20.500837326049805,0.0267578125,-1.0044773345813156,-0.007411233328457456
283,43008,553.5324675324675,151,21,-64.85545245454547,200,0.004107564,0.0003,11.119460790650919,0.2,0.671187162399292,0.3089919984340668,0.026904296875,-0.9452500987797976,-0.005672420297923963
296,45056,551.7901234567901,152,22,-62.49506565432098,210,0.009901015,0.0003,1.9741964852320961,0.2,0.5355844497680664,0.11207474768161774,0.089111328125,-0.97037882655859,-0.006214268816984258
309,47104,550.3176470588236,152,23,-60.414845588235295,220,0.007725835,0.0003,4.071195299411192,0.2,0.832767903804779,0.6483169198036194,0.0529296875,-0.9718374395743012,-0.008860385121806758
320,49152,547.6741573033707,153,24,-57.35119520224718,230,0.003849384,0.0003,5.640441251732409,0.2,0.7148996591567993,0.20348788797855377,0.01953125,-0.9154062597081065,-0.005631960399477975
332,51200,543.563829787234,153,25,-53.92316901063829,240,0.0130752,0.0003,0.5697062115068547,0.2,0.3935092091560364,0.08392436802387238,0.092919921875,-0.9480286726728082,-0.009049985946330708
344,53248,536.7474747474747,154,26,-50.79454754545454,250,0.0084781535,0.0003,0.3322254696453456,0.2,0.46807295083999634,0.01936516724526882,0.105322265625,-0.9445070257410407,-0.00929011585394619
356,55296,532.26,155,27,-49.09704346999999,260,0.00757673,0.0003,0.33564379254821686,0.2,0.5253450870513916,0.05724292993545532,0.085302734375,-0.9467020878568292,-0.006223990012949798
368,57344,519.92,155,28,-46.96365393,270,0.008564116,0.0003,0.18972169036278502,0.2,0.8942334055900574,0.026170119643211365,0.11513671875,-0.930226507410407,-0.009642859279119875
381,59392,511.4,155,29,-45.03098954,280,0.007522702,0.0003,0.25040467964136043,0.2,0.8519319295883179,0.06822867691516876,0.065673828125,-0.9087320853024721,-0.007467552922753385
393,61440,499.17,156,30,-39.69533794,290,0.008988605,0.0003,0.07345535179192667,0.2,0.9019998908042908,-0.011770747601985931,0.116015625,-0.9013595139607787,-0.009514604591822717
405,63488,485.49,156,31,-33.342880429999994,300,0.0072024474,0.0003,0.17203939118189737,0.2,0.8988376259803772,0.05269961059093475,0.080126953125,-0.8577441588044167,-0.00825513779418543
417,65536,473.72,156,32,-29.197910059999998,310,0.006553749,0.0003,0.17982286885671783,0.2,0.7819594144821167,-0.0055409930646419525,0.052392578125,-0.8393506675958633,-0.007354457585461205
429,67584,455.7,157,33,-21.813729029999994,320,0.0065446445,0.0003,0.22228373138350435,0.2,0.7948559522628784,0.02535213530063629,0.06474609375,-0.8201408082619309,-0.006238776688405778
442,69632,439.13,157,34,-15.387856300000001,330,0.0070968075,0.0003,0.30205950119998304,0.2,0.6290668845176697,0.01762133091688156,0.055615234375,-0.7921659534797072,-0.004280581756029278
454,71680,423.07,157,35,-9.95729673,340,0.007647711,0.0003,0.21215417089406402,0.2,0.8038153648376465,0.040711719542741776,0.046533203125,-0.7663068627938628,-0.006430657420423813
468,73728,399.78,157,36,-1.59560644,350,0.005500365,0.0003,0.2502758884395007,0.2,0.8540208339691162,0.056849390268325806,0.044189453125,-0.7164268138818443,-0.00587035499047488
481,75776,382.32,157,37,1.6462211199999999,360,0.0054256152,0.0003,0.31276601306162777,0.2,0.7046574354171753,0.005022153258323669,0.03896484375,-0.7457692623138428,-0.007179716278915294
494,77824,365.54,157,38,5.0618573399999995,370,0.00481272,0.0003,0.28672984240110966,0.2,0.8615474700927734,0.07288581132888794,0.05849609375,-0.7366584138944745,-0.007070322229992598
508,79872,349.5,157,39,6.085558499999999,380,0.004529337,0.0003,0.33518245846498756,0.2,0.8684940338134766,0.02859238162636757,0.054638671875,-0.6736543659120798,-0.008711214823415503
522,81920,330.81,156,40,7.285070470000001,390,0.004645995,0.0003,0.3088815504219383,0.2,0.9149638414382935,0.04113195091485977,0.039501953125,-0.6715976518578828,-0.004049651704190182
536,83968,314.67,156,41,7.592227789999999,400,0.0047911266,0.0003,0.404995062481612,0.2,0.8366855382919312,0.06051129847764969,0.04482421875,-0.6422705774195492,-0.006200103244918864
553,86016,298.63,155,42,7.52032296,410,0.0033408252,0.0003,0.39430373871000485,0.2,0.9048140048980713,0.2586248815059662,0.0626953125,-0.6247486024163663,-0.006059680504404241
568,88064,287.13,154,43,8.09680805,420,0.0053813383,0.0003,0.5208852767944336,0.2,0.8427854776382446,0.1616436094045639,0.04501953125,-0.6203291871584952,-0.005100029265304329
584,90112,274.6,154,44,8.60260812,430,0.0059884796,0.0003,0.31531748187262565,0.2,0.8862047791481018,0.12397267669439316,0.0609375,-0.5913921069353819,-0.007338259209791431
599,92160,262.94,153,45,8.89887616,440,0.0051734447,0.0003,0.4875380556099117,0.2,0.9170287251472473,0.2400127500295639,0.04541015625,-0.5756007863208652,-0.004379267419426469
614,94208,255.13,153,46,9.515289650000001,450,0.0073323874,0.0003,0.5581996223190799,0.2,0.8727443218231201,0.08886261284351349,0.060107421875,-0.5305314727127552,-0.004827185414615087
630,96256,245.08,152,47,9.80048223,460,0.008991451,0.0003,0.1578968058223836,0.2,0.9518209099769592,0.02331719547510147,0.1041015625,-0.46603888208046557,-0.006813863563729683
647,98304,232.88,151,48,10.694988210000002,470,0.006916322,0.0003,0.7101390265859664,0.2,0.8896397948265076,0.3814623951911926,0.102392578125,-0.3927257155999541,-0.0058108970340981616
665,100352,218.94,150,49,11.166433360000001,480,0.0083481055,0.0003,0.20879382301354782,0.2,0.9707514643669128,0.08599111437797546,0.079248046875,-0.28403079104609785,-0.004180569718300831
684,102400,205.41,149,50,11.62319856,490,0.003554294,0.0003,0.8315804690122605,0.2,0.8983477354049683,0.13524046540260315,0.042431640625,-0.21887395293451845,-0.0032501500827493146
702,104448,195.49,148,51,12.02258472,500,0.0029938356,0.0003,0.5218832655111327,0.2,0.92192542552948,0.09691205620765686,0.02412109375,-0.18360517353285105,-0.0032878522823011737
722,106496,183.51,147,52,12.5813806,510,0.005204686,0.0003,0.28591905187349764,0.2,0.958348274230957,0.06951063126325607,0.033642578125,-0.14890070625115187,-0.004301480946742231
741,108544,177.0,146,53,12.829730810000001,520,0.0019367919,0.0003,0.2073715669917874,0.2,0.973595917224884,0.07340280711650848,0.0201171875,-0.11707148407585918,-0.00289474987439462
761,110592,167.41,145,54,13.115535869999999,530,0.0041210656,0.0003,0.11182447188766673,0.2,0.9835647344589233,0.025367416441440582,0.02734375,-0.11589308166876436,-0.0022146020011859944
782,112640,162.55,143,55,13.470542649999997,540,0.0014269077,0.0003,1.1498581774998455,0.2,0.8378819823265076,0.19869419932365417,0.010986328125,-0.10444475946715101,-0.001913104705454316
803,114688,160.15,142,56,13.67194478,550,0.0020616085,0.0003,0.3730306484270841,0.2,0.9345143437385559,0.23652304708957672,0.013720703125,-0.10511961127631367,-0.0017190400045365094
825,116736,157.98,141,57,13.914904450000002,560,0.0042210342,0.0003,0.2368178487988189,0.2,0.9506868720054626,0.083767831325531,0.0228515625,-0.0850277698249556,-0.005075086902070325
846,118784,156.84,140,58,13.813768640000001,570,0.001465945,0.0003,0.2146256986539811,0.2,0.9734074473381042,0.0817188024520874,0.016357421875,-0.07765870948205703,-0.0019783230380198804
868,120832,156.01,139,59,13.88335168,580,0.0012016599,0.0003,0.8639753283001482,0.2,0.8873375654220581,0.13150601089000702,0.005322265625,-0.07171830841689371,-0.0013768293938483112
891,122880,154.82,137,60,14.002865989999998,590,0.0012499312,0.0003,0.16039777029072866,0.2,0.9683422446250916,0.15546350181102753,0.011572265625,-0.06491061070119031,-0.0007621187663971795
914,124928,153.83,136,61,14.284993709999998,600,0.002857362,0.0003,0.14167730966582895,0.2,0.9847729206085205,0.046958841383457184,0.01826171875,-0.05436230613559019,-0.001663098375138361
937,126976,152.51,135,62,14.589942840000003,610,0.0012200667,0.0003,0.14309202636359258,0.2,0.9866659641265869,0.07705512642860413,0.0140625,-0.05135382195294369,-0.0012670036787312711
962,129024,152.57,134,63,14.60251477,620,0.0027406742,0.0003,0.10326904784888029,0.2,0.9886682033538818,0.033988628536462784,0.0154296875,-0.05072214484680444,-0.0021828715656738496
986,131072,151.47,132,64,14.75389203,630,0.0007185508,0.0003,0.12081965890247374,0.2,0.9858211874961853,0.02872062847018242,0.00576171875,-0.043486633241991514,-0.0012399463201290927
1014,133120,150.89,131,65,14.847293030000003,640,0.0008744267,0.0003,0.13273368753725662,0.2,0.984735906124115,0.1031988188624382,0.00771484375,-0.03943450312654022,-0.0006023782334523275
1057,135168,150.29,127,66,15.120949939999997,650,0.0009890178,0.0003,0.10262538094539195,0.2,0.9871500730514526,0.028538648039102554,0.00986328125,-0.0320276522426866,-0.0013799490574456287
1099,137216,150.14,124,67,15.17371674,660,0.00044901168,0.0003,0.15431425615679473,0.2,0.9856042265892029,0.07332362234592438,0.005712890625,-0.027992731011181604,-0.00042554209940135477
1146,139264,149.51,121,68,15.27074193,670,0.0005701901,0.0003,0.11453356150304898,0.2,0.987538754940033,0.03367698937654495,0.00498046875,-0.032246274769568116,-0.0008791194326477125
1185,141312,149.26,119,69,15.332801510000001,680,0.0007354114,0.0003,0.11966251474805176,0.2,0.986571729183197,0.054827459156513214,0.01142578125,-0.029454573309340048,-0.001340296210400993
1213,143360,148.25,118,70,15.49415505,690,0.00025198865,0.0003,0.14933866802603007,0.2,0.985077977180481,0.050224460661411285,0.007177734375,-0.024654891036334448,-0.0010265876138873865
1240,145408,147.67,117,71,15.586577559999998,700,0.0003168006,0.0003,0.13378030769526958,0.2,0.984434962272644,0.04681031033396721,0.00966796875,-0.02445236293715425,-0.0008371149160666391
1269,147456,147.2,116,72,15.677613989999998,710,0.00025138652,0.0003,0.07844422543421388,0.2,0.9870398044586182,0.04256691783666611,0.0033203125,-0.023153357594128465,-0.00011952626882703044
1298,149504,146.87,115,73,15.71242831,720,0.00039243954,0.0003,0.10709377734456212,0.2,0.9863595366477966,0.041325245052576065,0.00537109375,-0.02294514165696455,0.00023510424980486278
1327,151552,147.12,114,74,15.699019780000004,730,0.00021380768,0.0003,0.09252782273106278,0.2,0.9900842905044556,0.02942771464586258,0.004150390625,-0.021962986961443675,0.00012889489808003417
1356,153600,147.52,113,75,15.683104989999999,740,0.0006494201,0.0003,0.1074668941902928,0.2,0.987009584903717,0.05724364519119263,0.00810546875,-0.02582949681018363,-0.0019759911359869876
1386,155648,147.59,112,76,15.668819270000002,750,0.00092527573,0.0003,0.1274333287263289,0.2,0.9873725175857544,0.06336823105812073,0.009326171875,-0.02895638976151531,-0.001405663614423247
1416,157696,147.38,111,77,15.631542260000002,760,0.0010462643,0.0003,0.10745861779432744,0.2,0.9859694838523865,0.05557117611169815,0.01005859375,-0.025342148619711225,-0.0007003266640822403
1447,159744,147.34,110,78,15.61813373,770,0.00058010354,0.0003,0.11877449180465191,0.2,0.9867714047431946,0.04744607210159302,0.005908203125,-0.023569015431530716,-0.0017796658248698805
1479,161792,147.85,109,79,15.552308069999999,780,0.00049629883,0.0003,0.09927441515028476,0.2,0.9884741902351379,0.04468691349029541,0.0060546875,-0.023373587027344912,-0.0007002742560871412
1509,163840,148.21,108,80,15.49280703,790,0.0010777987,0.0003,0.12408208363922313,0.2,0.9810049533843994,0.06326916813850403,0.008544921875,-0.025160906431665353,-0.00040232761602965184
1541,165888,147.59,107,81,15.53845055,800,0.0003232224,0.0003,0.11079698564717547,0.2,0.9866161346435547,0.04674047976732254,0.004296875,-0.025529956668378873,-0.0011850070557557046
1573,167936,147.04,106,82,15.54321246,810,0.00038826434,0.0003,0.1612936491961591,0.2,0.9834771752357483,0.10703825950622559,0.004052734375,-0.02680702523302898,-0.0002820456851623021
1607,169984,147.29,105,83,15.47331042,820,0.00048659096,0.0003,0.10129023737972602,0.2,0.9864299893379211,0.01489490270614624,0.0091796875,-0.03309418626995466,-0.0007882403268013149
1640,172032,147.66,104,84,15.41593972,830,0.0014432307,0.0003,0.13882292018970474,0.2,0.9819912910461426,0.05706220865249634,0.01005859375,-0.03389392296649021,-0.0013947355801064987
1674,174080,147.45,103,85,15.416219830000003,840,0.0016760693,0.0003,0.11206413768231868,0.2,0.9842325448989868,0.02546893060207367,0.01181640625,-0.03401775397669553,-0.0014009455328050536
1708,176128,147.01,103,86,15.434271629999998,850,0.0012504528,0.0003,0.11838385242735967,0.2,0.9836223721504211,0.07335766404867172,0.012451171875,-0.03158636622188169,-0.0013140766408469063
1743,178176,146.76,102,87,15.440537300000003,860,0.0005028348,0.0003,0.16811487609520553,0.2,0.9824367761611938,0.050812095403671265,0.006640625,-0.030293036065540947,-0.0005002760321076493
1779,180224,147.29,101,88,15.38148525,870,0.0013316978,0.0003,0.13128148764371872,0.2,0.9865321516990662,0.05496501177549362,0.0134765625,-0.030213478892710553,-0.0016663686714309734
1812,182272,147.59,100,89,15.352913810000004,880,0.0013921451,0.0003,0.10074870625976473,0.2,0.9875771403312683,0.05397511273622513,0.01240234375,-0.03351594636237678,-0.0006244651511224219
1847,184320,147.6,99,90,15.368931120000003,890,0.0007544075,0.0003,0.11192536503076553,0.2,0.9839491844177246,0.05844396352767944,0.0095703125,-0.029363344227022026,-0.0007865636100177654
1886,186368,147.76,98,91,15.35772596,900,0.0013308176,0.0003,0.12337338679935783,0.2,0.9850990772247314,0.07019048929214478,0.012158203125,-0.02609740464681636,-0.0010889753295487026
1923,188416,147.93,97,92,15.35847784,910,0.0011689698,0.0003,0.1061639310035389,0.2,0.9862771034240723,0.04170769080519676,0.013134765625,-0.022701288577854938,-0.002359789858746808
1960,190464,147.85,97,93,15.38015036,920,0.00045090483,0.0003,0.10998902730643749,0.2,0.9868723154067993,0.037806976586580276,0.004931640625,-0.0259181446919456,-0.0007809855327650439
1998,192512,147.85,96,94,15.35772596,930,0.0009144306,0.0003,0.11129105589934625,0.2,0.9874299764633179,0.05160581320524216,0.008056640625,-0.025782764100995337,-0.0010399551261798478
2035,194560,147.56,95,95,15.39333773,940,0.0011560817,0.0003,0.10243974759359845,0.2,0.9890890121459961,0.04258839786052704,0.00888671875,-0.027179442170472613,-0.001346700180147309
2073,196608,147.59,94,96,15.387596110000002,950,0.001347665,0.0003,0.13689181313384324,0.2,0.9846658110618591,0.055625755339860916,0.012939453125,-0.03140316046947191,-0.00063422730891034
2109,198656,147.13,94,97,15.450252769999999,960,0.00090707064,0.0003,0.12555568967945874,0.2,0.9842478036880493,0.04329276084899902,0.008447265625,-0.03185793231600655,-0.000535677102743648
2148,200704,147.29,93,98,15.427445740000001,970,0.0015993065,0.0003,0.11664850403321907,0.2,0.9882915019989014,0.06274084001779556,0.01328125,-0.031817702624402956,-0.001733076313394122
2188,202752,147.54,92,99,15.39413518,980,0.0007393756,0.0003,0.11599995461292564,0.2,0.9862274527549744,0.05423576384782791,0.0099609375,-0.03157918015026553,-0.0006733540623827139
2229,204800,147.85,91,100,15.334331250000002,990,0.00025844696,0.0003,0.1397111230995506,0.2,0.9824124574661255,0.03387567773461342,0.006591796875,-0.03066861944844277,-0.0007131699501769617
2269,206848,147.74,91,101,15.345484130000003,1000,0.0011876246,0.0003,0.10834178739460185,0.2,0.987392246723175,0.04174149036407471,0.0154296875,-0.029701294750339002,-0.0027750783607189077
2310,208896,147.9,90,102,15.35553199,1010,0.0006214794,0.0003,0.14171780342003332,0.2,0.9825419187545776,0.08313494920730591,0.00751953125,-0.027609865518934386,-0.0003028807223017793
2350,210944,148.1,89,103,15.350997920000003,1020,0.001169139,0.0003,0.1282363310456276,0.2,0.9870665073394775,0.07202405482530594,0.010302734375,-0.02575936564094263,-0.00046930088647059167
2389,212992,147.77,89,104,15.40348141,1030,0.0006171492,0.0003,0.11694270987063646,0.2,0.9852790832519531,0.038698893040418625,0.009912109375,-0.028735637812701498,-0.0006633327015151735
2431,215040,147.8,88,105,15.38859861,1040,0.0021709548,0.0003,0.08657464251155034,0.2,0.9907591938972473,0.038824547082185745,0.0083984375,-0.02659578372396254,-0.00020136007660767063
2473,217088,147.74,87,106,15.419550999999998,1050,0.0009943511,0.0003,0.1305516903521493,0.2,0.9848321080207825,0.029746174812316895,0.0125,-0.03289469392568663,-0.0009590246540028602
2517,219136,148.11,87,107,15.388826440000003,1060,0.0007952029,0.0003,0.0977616602787748,0.2,0.9902424216270447,0.03280305862426758,0.012451171875,-0.031162936903001537,-0.001584639135398902
2584,221184,148.04,85,108,15.403356099999998,1070,0.0013777022,0.0003,0.11931388364755549,0.2,0.9868409037590027,0.053398117423057556,0.01875,-0.0345891368649518,-0.002955231890518917
2646,223232,148.57,84,109,15.309747050000006,1080,0.0011957512,0.0003,0.10541225005872548,0.2,0.9844536185264587,0.041119009256362915,0.007763671875,-0.027032508407660315,-0.0006900114341988229
2691,225280,148.69,83,110,15.277080140000002,1090,0.0025130562,0.0003,0.0895552723959554,0.2,0.9878115057945251,0.039777375757694244,0.01611328125,-0.03524862401245628,-0.0005094805608678143
2736,227328,148.58,83,111,15.29799112,1100,0.002866981,0.0003,0.11559778453083709,0.2,0.985162615776062,0.04773906618356705,0.018896484375,-0.03358872420621992,-0.0030671463537146337
2781,229376,148.78,82,112,15.27791151,1110,0.00080570404,0.0003,0.1386344200116582,0.2,0.9826887249946594,0.05019630491733551,0.009765625,-0.02754296810578012,-0.001767429652318242
2824,231424,149.04,81,113,15.26264608,1120,0.0011596915,0.0003,0.07696219506324269,0.2,0.9906826615333557,0.03617677092552185,0.013671875,-0.026479679892565854,-0.000876496426644735
2869,233472,148.41,81,114,15.355605770000002,1130,0.0011701896,0.0003,0.1191085014550481,0.2,0.9875409007072449,0.05513986200094223,0.009033203125,-0.028408948994876938,-0.001604178946945467
2918,235520,147.95,80,115,15.420679549999996,1140,0.00087045046,0.0003,0.13503170059993863,0.2,0.9874534606933594,0.06189693883061409,0.010205078125,-0.026000445450847565,-0.0011619768309174105
2962,237568,148.09,80,116,15.419699840000003,1150,0.00034508624,0.0003,0.11940780201693997,0.2,0.9864336848258972,0.04762338101863861,0.006396484375,-0.024177018866106438,-0.0003230233276553918
3009,239616,147.91,79,117,15.47164221,1160,0.0016289,0.0003,0.08595132342888974,0.2,0.986181378364563,0.03667624294757843,0.022412109375,-0.030477812528420144,-0.003866957036370877
3057,241664,148.29,79,118,15.429074819999999,1170,0.00036395216,0.0003,0.08597225823323243,0.2,0.9905068278312683,0.020961085334420204,0.005615234375,-0.02806740171192814,-0.0006960327315027826
3105,243712,148.16,78,119,15.45275904,1180,0.00057644956,0.0003,0.09569917409680784,0.2,0.9869816303253174,0.05316909775137901,0.006396484375,-0.031011640395433915,-0.0011963699696934782
3150,245760,147.88,78,120,15.484463309999999,1190,0.00090025424,0.0003,0.09111970823141746,0.2,0.9854879975318909,0.06342031061649323,0.01240234375,-0.022765651715303648,-0.000729880906874314
3199,247808,148.13,77,121,15.42667108,1200,0.0010005264,0.0003,0.08708167792065069,0.2,0.9912488460540771,0.02129966951906681,0.013134765625,-0.026775828946085767,-0.003260746127489256
3248,249856,147.91,76,122,15.482811450000002,1210,0.0011286046,0.0003,0.06830933258752339,0.2,0.9924509525299072,0.019965237006545067,0.007958984375,-0.026880064392753412,-0.0016525914128578735
3296,251904,148.47,76,123,15.465967190000006,1220,0.00060000154,0.0003,0.08872501909499989,0.2,0.9905454516410828,0.037988271564245224,0.00654296875,-0.02116226082312096,-0.0010165707641135668
3346,253952,148.28,75,124,15.51671908,1230,0.0011071522,0.0003,0.09401130126789212,0.2,0.9857462048530579,0.03340248391032219,0.00986328125,-0.024019004813749235,-0.0011130475595564349
3395,256000,147.73,75,125,15.60880158,1240,0.00041890208,0.0003,0.12242298262426629,0.2,0.9870395064353943,0.046789027750492096,0.00478515625,-0.021050059182346103,-0.000978814063273603
3444,258048,148.12,74,126,15.545393039999999,1250,0.00030873384,0.0003,0.0892190141719766,0.2,0.9908984899520874,0.03804147243499756,0.00498046875,-0.024422371521336573,-0.0008354860266990727
3495,260096,148.46,74,127,15.491405789999998,1260,0.00056152965,0.0003,0.098160378576722,0.2,0.9879493117332458,0.05237782746553421,0.006640625,-0.026013917948580455,-0.0010369906980486122
3546,262144,147.9,73,128,15.563866370000001,1270,0.0009796915,0.0003,0.0900683845684398,0.2,0.9892039895057678,0.032713040709495544,0.009228515625,-0.02256003254319694,-0.0008337393639521907
3598,264192,148.33,73,129,15.486172110000002,1280,0.0005428933,0.0003,0.10731503120623528,0.2,0.989099383354187,0.09505964070558548,0.00927734375,-0.018533098400359903,-0.0012707770292763598
3649,266240,148.65,72,130,15.434513540000001,1290,0.0007403763,0.0003,0.07620403493056074,0.2,0.9909994006156921,0.038293831050395966,0.011376953125,-0.023028867729851753,-0.0008081911673798459
3698,268288,148.7,72,131,15.388051780000003,1300,0.0008200805,0.0003,0.0868507222738117,0.2,0.9886802434921265,0.028416655957698822,0.007958984375,-0.02064264835423728,-0.0010324354021577164
3752,270336,148.74,72,132,15.34229608,1310,0.0017547944,0.0003,0.11677186892484315,0.2,0.9861689209938049,0.10491488873958588,0.013525390625,-0.025206662942298407,-0.0027849379872350254
3805,272384,148.41,71,133,15.351068010000004,1320,0.0026421181,0.0003,0.09272263102466241,0.2,0.9860067367553711,0.04910077154636383,0.01083984375,-0.023092162740022106,-0.001840298971364973
3859,274432,148.11,71,134,15.352469250000002,1330,0.0016199923,0.0003,0.09826315010432154,0.2,0.9890710115432739,0.06363740563392639,0.008935546875,-0.023600484562621205,-0.0012611137142812367
3910,276480,148.64,70,135,15.29105903,1340,0.00040229957,0.0003,0.10312613578280434,0.2,0.9855709671974182,0.026964159682393074,0.005322265625,-0.02404892947659789,-0.000759087061669561
3964,278528,149.39,70,136,15.189914840000002,1350,0.0014989943,0.0003,0.09247469406109303,0.2,0.9852838516235352,0.03982827067375183,0.012939453125,-0.029739046358213273,-0.002418731552461395
4016,280576,149.95,69,137,15.129308779999999,1360,0.002935792,0.0003,0.06457440574886278,0.2,0.9874517321586609,0.008801192045211792,0.01435546875,-0.032130598961629175,-0.0007879449316533282
4071,282624,149.72,69,138,15.16699861,1370,0.0005065167,0.0003,0.08866056933184155,0.2,0.9855830073356628,0.02164565399289131,0.0064453125,-0.030424958324132945,-0.0007326996586925816
4127,284672,149.67,68,139,15.185686640000002,1380,0.00045401006,0.0003,0.08710476612905041,0.2,0.9887780547142029,0.01614793762564659,0.0048828125,-0.03054478516828567,-0.0003092470084084198
4183,286720,149.76,68,140,15.200849550000001,1390,0.0008974535,0.0003,0.10711673327023163,0.2,0.9875472784042358,0.06521677225828171,0.01025390625,-0.03308097020109244,-0.0019276036124210804
4236,288768,149.64,68,141,15.251232190000003,1400,0.0013889588,0.0003,0.08481170055456459,0.2,0.9891166687011719,0.0366654098033905,0.016650390625,-0.02827758028173264,-0.0023223812524520325
4292,290816,150.21,67,142,15.174524100000001,1410,0.0006629053,0.0003,0.08603450476075522,0.2,0.9869228005409241,0.06305501610040665,0.010400390625,-0.030764898998313583,-0.0008619737251137849
4350,292864,149.73,67,143,15.25933843,1420,0.0009569047,0.0003,0.1143406567745842,0.2,0.9841565489768982,0.05358665809035301,0.007861328125,-0.03380209937884615,-0.001753260153782321
4405,294912,149.47,66,144,15.278620340000002,1430,0.0006774508,0.0003,0.09345952053554356,0.2,0.9889301061630249,0.0264604389667511,0.009130859375,-0.029574516080913327,-0.001314742369868327
4463,296960,149.09,66,145,15.296995820000001,1440,0.00090776884,0.0003,0.10110030143987388,0.2,0.9870670437812805,0.03278525918722153,0.006787109375,-0.030662904219605026,-0.0010351984907174482
4522,299008,148.75,66,146,15.334698779999998,1450,0.0007510787,0.0003,0.0747468103247229,0.2,0.9907752275466919,0.014378966763615608,0.00654296875,-0.025661108226449868,-0.000618862223927863
4581,301056,148.5,65,147,15.383821599999997,1460,0.00056055083,0.0003,0.10344352318206802,0.2,0.9877973794937134,0.0453084297478199,0.00849609375,-0.027936652696860166,-0.0009190691438561771
