rollout/ep_rew_mean,time/fps,time/total_timesteps,time/iterations,rollout/ep_len_mean,time/time_elapsed,train/n_updates,train/entropy_loss,train/approx_kl,train/value_loss,train/learning_rate,train/clip_range,train/explained_variance,train/clip_fraction,train/loss,train/policy_gradient_loss
-21.624799999999997,436,307200,150,364.4,703,1490,-0.5299749108031392,0.014376119,0.06637405981891789,0.0003,0.2,0.9929232001304626,0.129931640625,0.03511539474129677,-0.009148820635164156
-21.62354,435,309248,151,365.24,710,1500,-0.5561933032236993,0.011735462,0.26221690397360364,0.0003,0.2,0.9590739607810974,0.0892578125,0.0003761281259357929,-0.005138149907725165
-21.68967,434,311296,152,364.87,717,1510,-0.5922422099858522,0.019717848,0.03683806493645534,0.0003,0.2,0.9969739317893982,0.172998046875,-0.009726746007800102,-0.008977814203535672
-21.749350000000003,432,313344,153,364.85,724,1520,-0.6085122685879469,0.01505015,0.03053390704735648,0.0003,0.2,0.9982823133468628,0.136865234375,-0.00412414874881506,-0.011728307971497997
-22.304929999999995,431,315392,154,364.53,731,1530,-0.6335344945080579,0.0246403,0.020731881247775162,0.0003,0.2,0.9985301494598389,0.1818359375,-0.001331595703959465,-0.01052862604119582
-22.584629999999997,429,317440,155,363.93,738,1540,-0.6300930166617036,0.013757492,0.5385652486525941,0.0003,0.2,0.9010664224624634,0.091650390625,0.1199338436126709,-0.004766636274871417
-22.57372,428,319488,156,363.62,744,1550,-0.6586798189207912,0.009822733,0.35486616857233455,0.0003,0.2,0.9636557102203369,0.074462890625,-0.01886347308754921,-0.01009394978864293
-22.61133,427,321536,157,362.73,752,1560,-0.6315065507777036,0.019152565,0.13318494859267957,0.0003,0.2,0.9722947478294373,0.0912109375,-0.025462090969085693,-0.00813954797522456
-22.360779999999995,426,323584,158,361.58,759,1570,-0.6788204100914299,0.015071176,0.045226328721037136,0.0003,0.2,0.9908064007759094,0.1513671875,-0.0028601759113371372,-0.010753696390020195
-21.875239999999998,424,325632,159,360.44,766,1580,-0.6608583332970739,0.017697237,0.04514149352617096,0.0003,0.2,0.9960269331932068,0.149267578125,-0.025396529585123062,-0.011881211819854798
-21.85351,423,327680,160,360.21,773,1590,-0.6626500425860286,0.016848134,0.031245115329511464,0.0003,0.2,0.9983769059181213,0.17265625,-0.024991080164909363,-0.015621952680521644
-21.787039999999998,422,329728,161,359.94,780,1600,-0.6582255191169679,0.018287528,0.030627330527931918,0.0003,0.2,0.9985226392745972,0.16064453125,-0.008289686404168606,-0.013911260248278268
-21.725189999999998,421,331776,162,358.99,787,1610,-0.6482846361584962,0.014009763,0.023965374490944668,0.0003,0.2,0.9984973669052124,0.1328125,-0.018940744921565056,-0.009253030967374797
-21.65189000000001,419,333824,163,357.69,795,1620,-0.7136871367692947,0.017447118,0.027605856499576475,0.0003,0.2,0.9984754323959351,0.1392578125,-0.014066603034734726,-0.011176591048570116
-21.629189999999998,418,335872,164,356.39,802,1630,-0.7248427640646696,0.016117029,0.029335090079985093,0.0003,0.2,0.9974274039268494,0.1283203125,0.02109750173985958,-0.009294924678397366
-21.321649999999998,417,337920,165,355.25,809,1640,-0.7573872971348464,0.014614062,0.024109668419987428,0.0003,0.2,0.9983286261558533,0.160888671875,-0.03263046592473984,-0.012691865433589555
-21.230410000000003,415,339968,166,354.51,817,1650,-0.7691854974254966,0.015798338,0.036229735540109685,0.0003,0.2,0.997071385383606,0.120068359375,-0.00935935229063034,-0.008346421288297278
-21.19058,414,342016,167,353.18,824,1660,-0.7216671627014876,0.019556724,0.02042976965312846,0.0003,0.2,0.9967443943023682,0.16650390625,-0.0001375330612063408,-0.012562779614381726
-20.881050000000005,413,344064,168,351.85,832,1670,-0.7102174401283264,0.020847905,0.02111988607503008,0.0003,0.2,0.9986407160758972,0.160498046875,-0.022110983729362488,-0.012097368549439125
-20.84251,412,346112,169,351.51,839,1680,-0.6685802461579442,0.015843,0.019633866932417733,0.0003,0.2,0.9989595413208008,0.16640625,-0.043211862444877625,-0.01102291041170247
-20.81336,411,348160,170,350.56,846,1690,-0.617984514683485,0.01928195,0.01890607867971994,0.0003,0.2,0.9988962411880493,0.13466796875,-0.0170170646160841,-0.011600353074027226
-20.24225,410,350208,171,349.75,853,1700,-0.6554319708608091,0.016289487,0.023800776441930793,0.0003,0.2,0.9981378316879272,0.108544921875,-0.020752882584929466,-0.008541820481332252
-20.0056,408,352256,172,349.8,861,1710,-0.6710145295597613,0.011522509,0.024321809418324847,0.0003,0.2,0.9966357946395874,0.1078125,-0.018273452296853065,-0.006831782632070826
-20.002409999999998,407,354304,173,350.11,869,1720,-0.656467323936522,0.012271288,0.029244783009926324,0.0003,0.2,0.9987275004386902,0.128662109375,-0.0010810717940330505,-0.009197488118661567
-19.986720000000002,406,356352,174,350.22,876,1730,-0.6522222572006285,0.019352542,0.02664191784861032,0.0003,0.2,0.9988465905189514,0.1298828125,-0.010800567455589771,-0.011436472768400563
-19.998350000000002,405,358400,175,351.25,883,1740,-0.6731436924077571,0.020320985,0.03184042903594673,0.0003,0.2,0.9981113076210022,0.15146484375,-0.001326514407992363,-0.013109178368176799
-20.01004,404,360448,176,352.64,891,1750,-0.6254971090704202,0.015639545,0.019120953969832044,0.0003,0.2,0.9989702701568604,0.13642578125,-0.001225735992193222,-0.009158201815444045
-20.01465,403,362496,177,353.45,898,1760,-0.6497874477878213,0.013712261,0.03565113802760607,0.0003,0.2,0.9981723427772522,0.11044921875,-0.008935228921473026,-0.006880976471438771
-20.021499999999996,402,364544,178,354.4,905,1770,-0.6205849085003138,0.020270765,0.02514098286483204,0.0003,0.2,0.9985975027084351,0.1357421875,-0.021753201261162758,-0.012370123095752205
-20.09222,401,366592,179,356.02,912,1780,-0.5925786803476513,0.013837116,0.019623456805129537,0.0003,0.2,0.9991976618766785,0.11201171875,-0.01132109947502613,-0.012074595212652639
-20.09163,400,368640,180,357.83,919,1790,-0.5566451198421418,0.015333355,0.01746640011842828,0.0003,0.2,0.9989367127418518,0.12802734375,-0.0262403916567564,-0.007563523081626044
-20.143120000000003,399,370688,181,360.02,927,1800,-0.5567590714432299,0.016390204,0.020293966562894637,0.0003,0.2,0.9991560578346252,0.12294921875,-0.0034321527928113937,-0.00900280317873694
-20.16619,398,372736,182,361.39,934,1810,-0.5948014847934247,0.01759343,0.018432606269198005,0.0003,0.2,0.9992692470550537,0.135693359375,-0.010641454719007015,-0.009629371055052616
-20.204420000000002,397,374784,183,362.62,942,1820,-0.5964619101025164,0.017643517,0.020133459915814455,0.0003,0.2,0.9986149072647095,0.1201171875,-0.0014243265613913536,-0.012021036672376795
-20.49628,396,376832,184,364.58,949,1830,-0.6203700626268983,0.01923115,0.02774554161296692,0.0003,0.2,0.9984034299850464,0.14169921875,-0.03705771267414093,-0.014191208714328241
-20.82678,396,378880,185,367.18,956,1840,-0.5788361163809895,0.010439251,0.14825717175699538,0.0003,0.2,0.9490903615951538,0.08896484375,-0.0032362472265958786,-0.009470444700855295
-20.87724,394,380928,186,369.44,964,1850,-0.5224602440372109,0.010625971,0.1798503372381674,0.0003,0.2,0.962879478931427,0.084619140625,0.015270797535777092,-0.005701612721168203
-21.40031,394,382976,187,370.81,971,1860,-0.5020170644856989,0.02355135,0.024418993431027047,0.0003,0.2,0.998975396156311,0.119677734375,-0.014632344245910645,-0.012632100141490809
-21.462619999999998,393,385024,188,372.22,978,1870,-0.5604451802559197,0.010566278,0.7140050309477374,0.0003,0.2,0.9317432641983032,0.08369140625,0.031558819115161896,-0.007702703781978926
-21.737849999999998,392,387072,189,374.55,985,1880,-0.5399765883572399,0.011229109,0.11351183402002789,0.0003,0.2,0.9760276079177856,0.098681640625,-0.009896071627736092,-0.009972645688685588
-21.757340000000003,391,389120,190,376.44,993,1890,-0.5249796718358993,0.015776038,0.6345875413739123,0.0003,0.2,0.943760871887207,0.07236328125,0.417831689119339,-0.004184024608548498
-22.016050000000003,390,391168,191,378.15,1001,1900,-0.5863551092334092,0.014204775,0.06650593567464966,0.0003,0.2,0.9932370185852051,0.137890625,0.007148149888962507,-0.007554452924523503
-22.052340000000004,389,393216,192,379.74,1008,1910,-0.5663655858486891,0.011733832,0.276464778551599,0.0003,0.2,0.9574263691902161,0.093701171875,0.011137900874018669,-0.007986711021658266
-22.04856,388,395264,193,381.36,1016,1920,-0.5428048779256642,0.012998993,0.04699282250803662,0.0003,0.2,0.9943271279335022,0.1265625,0.008429979905486107,-0.0064143989875447005
-22.31896,388,397312,194,382.96,1023,1930,-0.5739084864966572,0.01514527,0.03962293267250061,0.0003,0.2,0.9978067278862,0.120458984375,-0.05451761931180954,-0.010758184584847185
-22.292740000000002,387,399360,195,384.14,1031,1940,-0.5190748129971325,0.009536758,0.5993424856336788,0.0003,0.2,0.942216694355011,0.06064453125,0.0006160866469144821,-0.005720785900848568
-23.201810000000002,385,401408,196,376.31,1041,1950,-0.5874802922829986,0.084302545,0.0265176004904788,0.0003,0.2,0.9975571632385254,0.21181640625,-0.006514012813568115,-0.00894691849098308
-24.144289999999998,383,403456,197,366.59,1051,1960,-0.6802989131771028,0.009870667,2.9879520278889684,0.0003,0.2,0.7222648859024048,0.076025390625,0.7747318744659424,-0.005808528332272545
-24.785149999999994,381,405504,198,356.45,1061,1970,-0.7267618214711546,0.0073473416,1.1075224716681986,0.0003,0.2,0.9411343932151794,0.077294921875,0.10588760673999786,-0.007043326160783181
-25.41960999999999,380,407552,199,346.41,1072,1980,-0.7538903286680579,0.007209531,2.042543037049472,0.0003,0.2,0.9132753014564514,0.06142578125,0.40147000551223755,-0.0026973744235874618
-25.841330000000003,378,409600,200,335.83,1082,1990,-0.7241611577570438,0.0072830124,0.6700121151050553,0.0003,0.2,0.970395028591156,0.08349609375,0.0464148111641407,-0.008288465548685054
-25.959980000000005,376,411648,201,321.28,1093,2000,-0.7373059701174498,0.01937001,1.7196413870435208,0.0003,0.2,0.9496517181396484,0.104931640625,0.40473487973213196,-0.007321758683974622
-25.79861,374,413696,202,311.31,1103,2010,-0.7434985374100507,0.03196922,0.44538407432846727,0.0003,0.2,0.976139485836029,0.1541015625,0.12428852915763855,-0.005924797856278019
-26.673900000000003,373,415744,203,300.9,1114,2020,-0.6552779574878513,0.012167674,0.493087193206884,0.0003,0.2,0.9795620441436768,0.119677734375,0.05049990862607956,-0.0036494557120022365
-26.828719999999997,371,417792,204,290.62,1124,2030,-0.7591056214645505,0.006492174,2.3543582491576673,0.0003,0.2,0.945052444934845,0.091015625,0.9728413224220276,-0.006083801813656464
-26.895829999999997,370,419840,205,282.73,1134,2040,-0.7764800626784563,0.018745258,0.7778751728823409,0.0003,0.2,0.950657308101654,0.185498046875,0.2994301915168762,-0.0028016160147672055
-26.89439,368,421888,206,276.39,1143,2050,-0.7199041043408215,0.021738034,0.2220103589235805,0.0003,0.2,0.9769564270973206,0.18427734375,0.03525812551379204,-0.004986332970293006
-26.650249999999993,367,423936,207,270.45,1153,2060,-0.7468981554731726,0.024542136,0.06554597510257736,0.0003,0.2,0.9931973814964294,0.19296875,0.00018837209790945053,-0.007330738498421851
-26.986639999999998,366,425984,208,262.54,1163,2070,-0.6679162023589015,0.02043436,0.13537334881257265,0.0003,0.2,0.9872496128082275,0.159375,0.0029232874512672424,-0.008486425995943136
-26.19812,364,428032,209,265.32,1173,2080,-0.6920971063897013,0.012929113,0.45548378478270024,0.0003,0.2,0.9633938074111938,0.128515625,0.06618303060531616,-0.007472836558736162
-25.31804,363,430080,210,270.34,1181,2090,-0.6407909522764385,0.024863936,0.064577101188479,0.0003,0.2,0.9907518029212952,0.187255859375,0.033022813498973846,-0.007637612432881724
-26.263180000000002,362,432128,211,275.38,1190,2100,-0.5245223916135728,0.020743888,0.045576070548850114,0.0003,0.2,0.9914296865463257,0.134521484375,-0.042998142540454865,-0.00592517443219549
-25.907279999999997,361,434176,212,279.18,1199,2110,-0.6151669873856008,0.0065665822,0.9467941642971709,0.0003,0.2,0.8592002987861633,0.048046875,0.049288034439086914,-0.0033321858645649627
-25.303010000000004,360,436224,213,285.11,1208,2120,-0.584102903213352,0.012627296,0.16940966586698777,0.0003,0.2,0.9737657308578491,0.082275390625,0.0004168860614299774,-0.0061025446440908125
-25.24589,359,438272,214,291.49,1217,2130,-0.5926212663762271,0.017553302,0.08715658314176836,0.0003,0.2,0.9865056276321411,0.121044921875,-0.0009406544268131256,0.00033973777535720726
-25.13859,359,440320,215,298.99,1226,2140,-0.5688063989393413,0.006062475,0.6296190601191484,0.0003,0.2,0.9650359749794006,0.0701171875,0.09927640110254288,-0.004108306503621861
-24.781260000000003,358,442368,216,306.16,1235,2150,-0.5529732005670667,0.023392346,0.0483614812605083,0.0003,0.2,0.994638979434967,0.130712890625,-0.011145154014229774,-0.007532584034197498
-24.707220000000007,357,444416,217,310.42,1243,2160,-0.533817149605602,0.018561631,0.0544789071980631,0.0003,0.2,0.9959061741828918,0.153857421875,0.007430487312376499,-0.0067240851232782005
-24.36279,356,446464,218,316.89,1252,2170,-0.5173678308725357,0.018828869,0.18551285432768055,0.0003,0.2,0.9642021656036377,0.090283203125,-0.012165890075266361,-0.004481528470205376
-23.73173,355,448512,219,323.13,1261,2180,-0.5306527774780989,0.020508891,0.16331321990001016,0.0003,0.2,0.9633322954177856,0.121875,-0.003840964287519455,-0.0056902204756625
-23.592589999999994,354,450560,220,328.89,1269,2190,-0.5176543682813645,0.022685826,0.058154488148284146,0.0003,0.2,0.9915475249290466,0.131396484375,-0.035356584936380386,0.0026828828602447176
-23.266669999999994,354,452608,221,334.87,1278,2200,-0.49346001176163556,0.017409183,0.04508934955229051,0.0003,0.2,0.9882127046585083,0.12294921875,-0.009770309552550316,-0.004552187845547451
-23.2502,353,454656,222,338.6,1286,2210,-0.5155859122052788,0.024074629,0.032757334598863964,0.0003,0.2,0.997016429901123,0.148486328125,-0.01755853183567524,-0.007559666738961824
-23.226280000000003,352,456704,223,343.58,1295,2220,-0.5670233959332108,0.024670277,0.02254513540392509,0.0003,0.2,0.9980852007865906,0.135986328125,-0.0059302980080246925,-0.006634803360793739
-23.489459999999998,351,458752,224,347.36,1303,2230,-0.5742672376334668,0.01406437,0.028280166248441672,0.0003,0.2,0.9984808564186096,0.0990234375,0.003508719615638256,-0.0070218895594734935
-23.21511,351,460800,225,352.31,1311,2240,-0.5549058610573411,0.006557037,0.49583257504564243,0.0003,0.2,0.9139472246170044,0.056982421875,0.011967804282903671,-0.00161095494258916
-23.194730000000007,350,462848,226,358.13,1320,2250,-0.5168861121870577,0.014549492,0.051733168883947654,0.0003,0.2,0.9915981888771057,0.08515625,0.007548724301159382,-0.00642321943960269
-23.162549999999996,349,464896,227,360.65,1328,2260,-0.5691747340373695,0.03949488,0.032447405354469085,0.0003,0.2,0.9985053539276123,0.143603515625,0.002456875517964363,-0.011083353512367467
-23.10051,349,466944,228,362.91,1336,2270,-0.580898518487811,0.018648803,0.02371680177457165,0.0003,0.2,0.9983997344970703,0.143359375,-0.023037176579236984,-0.010867219680221751
-22.28156999999999,348,468992,229,366.67,1346,2280,-0.5475474168546498,0.02136125,0.024571851777727714,0.0003,0.2,0.9983493089675903,0.1314453125,-0.04834285378456116,-0.007982452733267564
-22.298560000000005,347,471040,230,369.76,1354,2290,-0.5765283901244402,0.01363984,0.6221739974309457,0.0003,0.2,0.9405597448348999,0.078173828125,0.1507449448108673,-0.0066627293330384415
-22.34599,347,473088,231,371.69,1362,2300,-0.577812562789768,0.009058457,0.5118617112020729,0.0003,0.2,0.9475109577178955,0.09716796875,0.6406152248382568,-0.00806110459525371
-22.06014,346,475136,232,374.24,1370,2310,-0.5715404630638659,0.012775003,0.07819056453881786,0.0003,0.2,0.9818111062049866,0.119677734375,-0.0009808233007788658,-0.00785494161391398
-22.308270000000004,345,477184,233,376.37,1380,2320,-0.5968885960057377,0.01566629,0.24819669918215367,0.0003,0.2,0.9618635773658752,0.09052734375,-0.004835890606045723,-0.008186588313401444
-22.284690000000005,345,479232,234,377.89,1388,2330,-0.6054417436011136,0.014866114,0.21075063968310132,0.0003,0.2,0.9791582822799683,0.120166015625,0.10759175568819046,-0.0032241277876892127
-22.07591,344,481280,235,379.81,1396,2340,-0.619985110964626,0.014621977,0.17208134459797292,0.0003,0.2,0.9675421714782715,0.104443359375,0.0055627040565013885,-0.005726766566658626
-22.026,344,483328,236,381.8,1404,2350,-0.6322261451743543,0.019054905,0.057481432557688096,0.0003,0.2,0.9946389198303223,0.1330078125,0.01740434765815735,-0.00869453966151923
-21.736149999999995,343,485376,237,383.55,1414,2360,-0.6358566495589912,0.0185165,0.037242513228557074,0.0003,0.2,0.9972585439682007,0.138916015625,-0.015659617260098457,-0.010959012873354369
-21.765549999999998,342,487424,238,383.85,1422,2370,-0.667941119056195,0.023720346,0.030776302686717827,0.0003,0.2,0.9971764087677002,0.188330078125,-0.028007512912154198,-0.010220958656282165
-21.818550000000002,341,489472,239,383.65,1432,2380,-0.6703172413632273,0.019236222,0.02243980449566152,0.0003,0.2,0.9988243579864502,0.1439453125,-0.018839051946997643,-0.008668388682417571
-21.817180000000004,341,491520,240,383.78,1440,2390,-0.6620350529439747,0.015364371,0.032710970476910003,0.0003,0.2,0.9979867935180664,0.126416015625,-0.0008645104244351387,-0.00774304241349455
-21.78435,340,493568,241,383.95,1450,2400,-0.7082597862929105,0.013733796,0.0425388099567499,0.0003,0.2,0.9972962737083435,0.142578125,-0.006754927337169647,-0.011287511371483561
-21.79573,339,495616,242,383.83,1459,2410,-0.665823296457529,0.015181611,0.029339475079905242,0.0003,0.2,0.9976921081542969,0.154296875,-0.017512062564492226,-0.009798549428523984
-21.538399999999996,338,497664,243,383.0,1468,2420,-0.7177220511250197,0.012101506,0.03205989613052225,0.0003,0.2,0.9976029992103577,0.121923828125,-0.02750089019536972,-0.01093769837752916
-21.477289999999996,338,499712,244,382.79,1477,2430,-0.6560560861602426,0.011259621,0.047286806447664274,0.0003,0.2,0.9979020953178406,0.103466796875,0.00020355265587568283,-0.007524880793062039
-21.467489999999998,337,501760,245,382.69,1486,2440,-0.656039173156023,0.01971347,0.016548595366475637,0.0003,0.2,0.9987324476242065,0.146240234375,-0.01060912013053894,-0.010098808941984316
-21.47216,336,503808,246,383.26,1495,2450,-0.649081748444587,0.018004432,0.02587377878080588,0.0003,0.2,0.9979810118675232,0.13349609375,-0.029394030570983887,-0.011314947267237585
-21.757909999999995,336,505856,247,382.81,1504,2460,-0.6414052622392774,0.01370143,0.021220587495190558,0.0003,0.2,0.9988714456558228,0.1478515625,-0.01129323709756136,-0.01097561881542788
-21.48332,335,507904,248,382.32,1512,2470,-0.6460893422365188,0.007466755,0.2397130940662464,0.0003,0.2,0.9398022890090942,0.07490234375,0.009016849100589752,-0.005817020369431702
-21.19587,334,509952,249,381.97,1522,2480,-0.6130427817814053,0.009423194,0.09130557655007579,0.0003,0.2,0.993021547794342,0.066552734375,0.07148700952529907,-0.009033385060320143
-21.419590000000003,334,512000,250,381.59,1531,2490,-0.6464954311959445,0.012043184,0.030245329554600176,0.0003,0.2,0.9955006837844849,0.12509765625,-0.003436182625591755,-0.010862906223337632
-21.15795,333,514048,251,380.55,1540,2500,-0.6242947182618082,0.010693293,0.41902526149642655,0.0003,0.2,0.9336955547332764,0.08232421875,-0.010306784883141518,-0.005392028646019753
-21.14286,333,516096,252,379.56,1549,2510,-0.6327740926295519,0.015133127,0.12227772993210237,0.0003,0.2,0.9854735136032104,0.09443359375,-0.0005880463868379593,-0.007763892170623876
-21.10213,332,518144,253,378.53,1559,2520,-0.694542748015374,0.013258898,0.14755519406171516,0.0003,0.2,0.970289945602417,0.089306640625,0.0074919890612363815,-0.012611652855412103
-21.06241,331,520192,254,377.31,1568,2530,-0.6903179304674267,0.01788193,0.06487749326915945,0.0003,0.2,0.9863865375518799,0.12236328125,-0.010081724263727665,-0.009093531464168336
-21.061909999999997,330,522240,255,375.91,1578,2540,-0.7242230834439397,0.014770253,0.03376625916425837,0.0003,0.2,0.9929569959640503,0.139404296875,-0.005534905940294266,-0.01110393062408548
-21.031079999999996,330,524288,256,375.38,1587,2550,-0.6937864473089576,0.019129546,0.03662461364874616,0.0003,0.2,0.9969847202301025,0.1234375,-0.022592533379793167,-0.012437099822273012
-21.012719999999995,329,526336,257,372.32,1598,2560,-0.709118411783129,0.022622086,0.04739828836463857,0.0003,0.2,0.9934566020965576,0.146875,0.008503914810717106,-0.013654558798771177
-20.99877,328,528384,258,369.67,1608,2570,-0.7450452383607626,0.012340354,0.12915244093164802,0.0003,0.2,0.9883142113685608,0.120751953125,0.028563950210809708,-0.009270580657175741
-20.974280000000004,327,530432,259,366.78,1618,2580,-0.7624667493626476,0.016019082,0.06072249249555171,0.0003,0.2,0.9952840805053711,0.145263671875,-0.0007011629641056061,-0.014292116449360038
-20.94365,326,532480,260,364.85,1628,2590,-0.7445856353268028,0.012776954,0.04534944274346344,0.0003,0.2,0.9962759017944336,0.13046875,-0.029549239203333855,-0.012413435784401372
-21.236670000000004,326,534528,261,363.07,1639,2600,-0.7122570699080825,0.012261633,0.03648197320871986,0.0003,0.2,0.9971975088119507,0.13720703125,-0.01643521711230278,-0.013622697831306142
-21.286850000000005,325,536576,262,361.05,1649,2610,-0.7226745045743883,0.013900426,1.1025389280053788,0.0003,0.2,0.9404973387718201,0.0923828125,0.07028879970312119,-0.008947573578188895
-21.297159999999998,324,538624,263,359.26,1659,2620,-0.7479358435608446,0.01587113,0.08548924686620012,0.0003,0.2,0.9885586500167847,0.11650390625,0.03197471424937248,-0.012506468591891463
-21.58306,323,540672,264,358.36,1669,2630,-0.6413000053726137,0.020909704,0.03920174697123002,0.0003,0.2,0.9965133666992188,0.14306640625,-0.024228006601333618,-0.019272187916794793
-21.31693,323,542720,265,357.53,1679,2640,-0.6207947166636586,0.011981852,0.4607267536397558,0.0003,0.2,0.9345430135726929,0.078662109375,-0.0059686340391635895,-0.00310086596509791
-21.28493999999999,322,544768,266,356.64,1689,2650,-0.6278413730673492,0.017451415,0.03515689646592364,0.0003,0.2,0.9973674416542053,0.13837890625,-0.0006069205701351166,-0.007318589012356824
-21.019070000000006,321,546816,267,354.37,1700,2660,-0.6290976800024509,0.021655444,0.033510111877694725,0.0003,0.2,0.9979836344718933,0.145703125,0.004714088514447212,-0.007012412734911777
-21.033340000000003,320,548864,268,352.24,1710,2670,-0.670759829133749,0.02974213,0.07123137661255896,0.0003,0.2,0.9908527135848999,0.11630859375,-0.00473523885011673,-0.005679960204724921
-20.76892,320,550912,269,351.22,1719,2680,-0.6702843771316112,0.017948547,0.05552036882436369,0.0003,0.2,0.9952561259269714,0.131689453125,-0.022822033613920212,-0.013079688111611176
-20.74921,319,552960,270,350.21,1730,2690,-0.6646500390954315,0.015380479,0.031640596679062584,0.0003,0.2,0.9971364736557007,0.141943359375,-0.019943322986364365,-0.013027235593472141
-20.75963,318,555008,271,349.93,1740,2700,-0.6631735210306943,0.012826555,0.05051516094245016,0.0003,0.2,0.9972258806228638,0.1173828125,-0.009618624113500118,-0.012079458076186711
-20.801379999999998,318,557056,272,350.48,1749,2710,-0.6526138758286834,0.01537317,0.03470847937423969,0.0003,0.2,0.9983105659484863,0.1310546875,-0.004426386207342148,-0.010511444497387857
-20.87044,317,559104,273,350.34,1760,2720,-0.6524523924104869,0.015495535,0.03111383842478972,0.0003,0.2,0.9979163408279419,0.1296875,0.02266494184732437,-0.011605791881447659
-20.858539999999998,317,561152,274,352.14,1769,2730,-0.6679350545629859,0.013788957,0.031380488610011525,0.0003,0.2,0.9976232647895813,0.126953125,-0.0059594158083200455,-0.009726798289921134
-21.14191,316,563200,275,355.41,1780,2740,-0.6306389736011624,0.014307928,0.026489580870838837,0.0003,0.2,0.9988624453544617,0.132568359375,-0.01374954916536808,-0.013714532928133849
-21.378739999999993,315,565248,276,357.64,1789,2750,-0.633860316220671,0.007931822,1.3040082968247588,0.0003,0.2,0.9450852870941162,0.068994140625,0.0680883601307869,-0.005889093139558099
-21.397909999999996,315,567296,277,360.51,1798,2760,-0.6474457719363272,0.008098866,0.29644903257431,0.0003,0.2,0.969032883644104,0.079248046875,0.040413323789834976,-0.00946355773266987
-21.08221,314,569344,278,363.21,1809,2770,-0.651791931502521,0.012058139,0.10006111358525231,0.0003,0.2,0.9866747260093689,0.109326171875,-0.007953111082315445,-0.01137088574032532
-21.06648,314,571392,279,364.58,1818,2780,-0.6822398704476654,0.01800976,0.03246736200526357,0.0003,0.2,0.9974209070205688,0.171435546875,-0.031898029148578644,-0.008593300121719948
-21.261229999999998,313,573440,280,365.83,1829,2790,-0.638064793497324,0.012166135,0.04074129896762315,0.0003,0.2,0.9971282482147217,0.13173828125,-0.0008235536515712738,-0.010955748980632053
-21.279579999999996,312,575488,281,366.48,1840,2800,-0.6449967413209379,0.010517293,0.6569553738285322,0.0003,0.2,0.9326232671737671,0.09306640625,0.013469241559505463,-0.0060761271404771834
-21.281100000000002,312,577536,282,366.5,1849,2810,-0.6102623239159584,0.024040334,0.06249088169424795,0.0003,0.2,0.9909093976020813,0.13046875,0.01913999393582344,-0.007442863073083572
-21.297160000000005,311,579584,283,366.96,1860,2820,-0.6389177496545017,0.010003452,0.4806041597475996,0.0003,0.2,0.9435716271400452,0.0931640625,0.1946253925561905,-0.003701462751996587
-21.836470000000006,311,581632,284,366.87,1869,2830,-0.5966785462573171,0.01140877,0.15361571802641266,0.0003,0.2,0.974769115447998,0.081884765625,-0.014513980597257614,-0.005794946481182705
-21.850569999999998,310,583680,285,368.47,1880,2840,-0.635698383115232,0.010803939,0.6086891953309532,0.0003,0.2,0.926805317401886,0.06943359375,0.5070056319236755,-0.0048037733366072645
-21.81571,309,585728,286,369.61,1890,2850,-0.6260438461787998,0.012981114,0.13937688054866157,0.0003,0.2,0.9708547592163086,0.11279296875,-0.010354164987802505,-0.0038833678925584538
-21.80081,309,587776,287,370.41,1901,2860,-0.7025914289988577,0.021556474,0.034193354283343066,0.0003,0.2,0.9958307147026062,0.1830078125,-0.031841788440942764,-0.008157738455338404
-21.78861000000001,308,589824,288,370.91,1910,2870,-0.7105484234169126,0.0158366,0.03928754498192575,0.0003,0.2,0.995017409324646,0.146484375,-0.03843555599451065,-0.012434455509355758
-21.79485,308,591872,289,371.95,1921,2880,-0.7075023633427918,0.014356555,0.036995786355691965,0.0003,0.2,0.9979797601699829,0.143505859375,0.015676068142056465,-0.011253292034962215
-22.30377,307,593920,290,372.07,1931,2890,-0.6874927083961666,0.01418459,0.04362676551972981,0.0003,0.2,0.9962494969367981,0.117822265625,-0.008021460846066475,-0.00959603663541202
-22.502509999999997,306,595968,291,372.31,1941,2900,-0.6769346002489328,0.011802301,0.6415921228704974,0.0003,0.2,0.9230870604515076,0.060888671875,-0.00893436186015606,-0.003734937240369618
-22.736720000000002,306,598016,292,373.02,1951,2910,-0.6689165804535151,0.00830202,0.3983473808242707,0.0003,0.2,0.9548386335372925,0.068359375,0.013582980260252953,-0.004739399551363021
-22.426519999999996,305,600064,293,372.52,1962,2920,-0.6654469425790012,0.009872206,0.10642788709665182,0.0003,0.2,0.9897640347480774,0.0830078125,0.011061562225222588,-0.003660144490277162
-22.42102,305,602112,294,372.32,1972,2930,-0.6826294283382595,0.013596099,0.05040770756022539,0.0003,0.2,0.9920989274978638,0.127099609375,-0.02301955223083496,-0.0024216748010076118
-22.402989999999996,304,604160,295,371.89,1983,2940,-0.7184581303969025,0.010082181,0.08931880847958382,0.0003,0.2,0.9770317077636719,0.086474609375,0.02543802559375763,-0.003323838189680828
-22.39321,304,606208,296,371.21,1993,2950,-0.6923118609935045,0.012165785,0.29427318284870124,0.0003,0.2,0.9661902189254761,0.069580078125,0.17458097636699677,-0.004068013825599337
